sku,ean,fuente,nombre,marca
FC-28286039,,ewafra,Catgut Cro 0 36.5mm 1/2 70cm G128t Caja 24,
FC-98596090,,ewafra,Catgut Cro 0 36mm 1/2 75cm 36/3711 Caja 12,
FC-56426889,,ewafra,Catgut Cro 0 Ct1 1/2 36.5 812t,
FC-51553859,,ewafra,Catgut Cro 1 36.5mm 1/2 70cm G129t Caja 24,
FC-70520148,,ewafra,Catgut Cro 1 36mm 1/2 75cm G36/3718 Caja 12,
FC-24958239,,ewafra,Catgut Cro 2-0 24mm 3/8 75cm Ce2412-75,
FC-44250849,,ewafra,Catgut Cro 2-0 36.5mm Mh 1/2 70cm G127t,
FC-42175283,,ewafra,Catgut Cro 2-0 36mm 1/2 75cm 36/3712 Caja 12,
FC-90217541,,ewafra,Catgut Cro 3-0 19mm 3-8 75cm R/c Ce1913,
FC-07673557,,ewafra,Catgut Cro 3-0 70 Sh 1/2 26 mm Caja 24 G122t,
FC-40396665,,ewafra,Catgut Cro 4-0 12mm 1/2 75cm Ce1214 Caja 12,
FC-57808551,,ewafra,Catgut Cro 4-0 17mm 1/2 75cm Sr1714 Caja 12,
FC-72774208,,ewafra,Catgut Cro 4-0 19mm 3/8 75cm R/c Ce1914,
FC-41814336,,ewafra,Catgut Cro 4-0 20mm 1/2 75cm R2014 Caja 12,
FC-10302727,,ewafra,Catgut Cro 4-0 26mm 75cm Sr2614 Caja 12,
FC-45029382,,ewafra,Catgut Cro 4-0 36mm 1/2 75cm Sr36/3714,
FC-70942064,,ewafra,Catgut Cro 4-0 70cm Sh 1/2 G121t Caja 24,
FC-45066160,,ewafra,Catgut Cro 4-0 D/a 1/2 R/c 30cm C1214/2,
FC-90083899,,ewafra,Catgut Cro 5-0 12mm 3/8 75cm R/c Ce1215,
FC-24232896,,ewafra,Catgut Cro 5-0 26mm 75cm Sr2615 Caja 12,
FC-22653399,,ewafra,Catgut Simp 3-0 26mm 75cm R2623 Caja 12,
FC-86227652,,ewafra,Catgut Simp 4-0 19mm 3/8 R/c 75cm Ce1924,
FC-25675453,,ewafra,Cathejell Gel Jeringa de 12.5g Caja 25,
FC-49660709,,ewafra,Cefalexina Cap de 500 Mg Caja 12,
FC-60756219,,ewafra,Cefalotina Amp de 1g Caja 1 Amsa,
FC-43783386,,ewafra,Cefotaxima Amp 1g Iv Fa,
FC-70847239,,ewafra,Ceftadizima Amp de 1g Im,
FC-20514382,,ewafra,Ceftriaxona Amp de 1g Im Caja 1 Amp,
FC-99686371,,ewafra,Ceftriaxona Amp de 1g Iv Caja 1 Amp,
FC-02079162,,ewafra,Celecoxib 200 Mg Caja 20,
FC-54022233,,ewafra,Cepillo Lavado de Instrumental Blanco,
FC-25770278,,ewafra,Cepillo Qx C/yodopo Caja 30 Pieza 372053,
FC-67132867,,ewafra,Cera para Huesos Sobresre de 2.5mg W31g,
FC-22845817,,ewafra,Charola C/tapa 219 x 79 x 35 mm Pieza,
FC-06068198,,ewafra,Charola C/tapa 230 x 130 x 45 mm Pieza,
FC-41640263,,ewafra,Charola P/instrumental 335 x 236 x 12 mm,
FC-73665478,,ewafra,Charola para Mesa de Mayo,
FC-71790237,,ewafra,Chloraprep Aplicador 1.0 ml C/tinte,
FC-56859175,,ewafra,Chloraprep Aplicador 10.5 ml C/tinte,
FC-50858818,,ewafra,Chloraprep Aplicador 26 ml C/tinte,
FC-73499488,,ewafra,Chloraprep Aplicador 3 ml C/tinte 934531,
FC-50355248,,ewafra,Cinta de Mersilene C/ag2ctx 30cm Rs22,
FC-44542662,,ewafra,Ciprofloxacino 200 Mg / 100 ml Iny,
FC-41735858,,ewafra,Ciprofloxacino 400 Mg / 200 ml Iny,
FC-72848803,,ewafra,Circuito Anestesia Adul. 1.53/3 Litro 351213,
FC-81665275,,ewafra,Circuito Anestesia Ped 1.83/1 Litro Jap7211,
FC-07334560,,ewafra,Circuito Anestesia Ped. 1.53/1 Litro 353471,
FC-27845107,,ewafra,Circuito Bain Adul. 1.52 C/ Bolsa 3lt 2498 P,
FC-81349514,,ewafra,Citobrush Cepillo Citologico Caja 100 Pzas,
FC-12383799,,ewafra,Clindamicina 1g Gel,
FC-73580628,,ewafra,Clindamicina Iny 300 Mg Caja 1 Amp,
FC-59835819,,ewafra,Clindamicina Iny 600 Mg Caja 5 Amp,
FC-80594905,,ewafra,Clonixinato de Lisina 100 Mg /2 ml Caja 5 Amp,
FC-63864867,,ewafra,Clorfenamina 4 Mg Tabletas,
FC-29572116,,ewafra,Clorhexidina Protec Spray 500 ml,
FC-43818089,,ewafra,Cloruro de Potasio Fco. 50 ml Kelefusin,
FC-67799194,,ewafra,Cloruro de Sodio 0.9% 10 ml Caja 100 Pisa,
FC-99063257,,ewafra,Cloruro de Sodio 17.7% 50 ml,
FC-82804257,,ewafra,Coban Piel 2.5cm x 4.5m Pieza 1581,
FC-34935661,,ewafra,Coban Piel 5.0cm x 4.5m Pieza 1582,
FC-18158042,,ewafra,Coban Piel 7.5cm x 4.5m Pieza 1583,
FC-26461663,,ewafra,Col Hot Pack Compresa Pieza,
FC-88602720,,ewafra,Comodo Reforzado Adulto Desechable,
FC-46027790,,ewafra,Compresa No Esteril. 45 x 45 T20x24 Caja 6 Protec,
FC-35781495,,ewafra,Conector Clave/bayonetac/valcheck4000615,
FC-56499207,,ewafra,Conector Universal Niple1303120/001840 P,
FC-40775954,,ewafra,Copa Menstrual Siliconizada Grande,
FC-57553573,,ewafra,Copa Menstrual Siliconizada Mediana,
FC-83823020,,ewafra,Cotonete C/alg. Caja 100 Protec 0804600,
FC-94583706,,ewafra,Cotonoides de 13 x 76mm Caja 10sobres Caja 10,
FC-21940635,,ewafra,Cubeta de Acero Inox 12 C/porta Cubeta,
FC-47630592,,ewafra,Cubre Careta en Y Sms Blanco Caja 50,
FC-96559715,,ewafra,Cubre Objetos 22 x 22 mm Caja 100,
FC-56502057,,ewafra,Cubre Objetos 24 x 50 mm Caja 100,
FC-93067176,,ewafra,Cubreboca Desechable Kn95 (pieza),
FC-86105873,,ewafra,Cubreboca Desechable Kn95 3m Caja 50 9502,
FC-05891561,,ewafra,Cubrebocas de A/f Color Full 3 Pli Caja 50,
FC-38863264,,ewafra,Cubrebocas de A/f Lila 3 Pli Caja 50 Ambiderm,Ambiderm
FC-12466325,,ewafra,Cubrebocas de Liga Caja 100 Pzas,
FC-12941592,,ewafra,Cubrebocas de Liga Caja 150 Pzas,
FC-95952721,,ewafra,Cubrezapato Azul Caja 25 Pares Pitufo,
FC-46258044,,ewafra,Cubrezapato C/ant Bolsa Caja 50 Pares,
FC-87270082,,ewafra,Cubrezapato C/ant Caja 25 Pares Nacional,
FC-33241609,,ewafra,Curaspon 80 x 50 x 10 Esponja Hemostatica,
FC-15860485,,ewafra,Cureta Desechable # 2 (pieza),
FC-70288892,,ewafra,Cureta Desechable # 3 (pieza),
FC-87066511,,ewafra,Cureta Desechable # 4 (pieza),
FC-19956035,,ewafra,Cureta Desechable # 5 (pieza),
FC-01682913,,ewafra,Cureta Desechable # 7 (pieza),
FC-72320542,,ewafra,Curita Leukopl Round 2.2 7328001,
FC-91108811,,ewafra,Curita Surtido Protec Caja 100,
FC-89358556,,ewafra,Curita Surtido Protec Caja 20,
FC-84193328,,ewafra,Curita Transpiel Caja 100,
FC-89975530,,ewafra,Curitas Adhesivos Circulares Protec Cja,
FC-38490603,,ewafra,Cutimed Protector en Spray Pieza 7265301,
FC-98401064,,ewafra,Cyrux (misoprostol) Tab de 0.2 Mg Caja 28,
FC-28348609,,ewafra,Depo-provera 150mg/jgp,
FC-14697011,,ewafra,Dermabond de 0.5 ml Ahv12 Caja 12,
FC-13607306,,ewafra,Despachador Toalla en Rollo Marli 92276,
FC-39725208,,ewafra,Despachador Toalla Sanitas Oval,
FC-43908357,,ewafra,Detergente M/zimatico de 1 Litro Aniosyme X3,
FC-56354962,,ewafra,Detergente M/zimatico de 1 Litro Synergy 5,
FC-92847729,,ewafra,Detergente M/zimatico de 1 Litro Xzyme 54-,
FC-08313437,,ewafra,Detergente M/zimatico de 5 Litros Aniosyme,
FC-72233810,,ewafra,Dexametasona Amp de 8 Mg Caja 1,
FC-31956302,,ewafra,Diclofenaco Amp 75 Mg Caja 2,
FC-51080591,,ewafra,Diclofenaco Amp 75 Mg Caja 4,
FC-86623885,,ewafra,Dicynone (etamsilato) Amp 250 Mg / 2 ml,
FC-40214295,,ewafra,Difenidol Amp 40mg / 2ml Caja 2,
FC-02906420,,ewafra,Digoxina Amp de 0.5 Mg Caja 6,
FC-16712544,,ewafra,Dilacoran 40 Mg Tab Caja 30,
FC-89597095,,ewafra,Dilacoran Retard 180mg Caja 15,
FC-66515397,,ewafra,Dobujet (dobutamina) 250mg / 5ml Caja 5,
FC-91196277,,ewafra,Dobutamina 250 / 20ml Fco Amp,
FC-74383486,,ewafra,Dopamina Ampolleta de 5 ml Caja 5 Amp,
FC-07900906,,ewafra,Doxiciclina 100 Mg Caja 10 Caps,
FC-50208153,,ewafra,Drenaje Blake Silicon 10fr C/t 2226,
FC-37465691,,ewafra,Drenaje Blake Silicon 15fr C/t 2229,
FC-27439121,,ewafra,Duoderm Cgf 10 x 10 187660 (pieza),
FC-84084185,,ewafra,Duoderm Cgf 20 x 20 187662 (pieza),
FC-86172930,,ewafra,Duoderm Cgf Bordes 15 x 18 187974 (pieza),
FC-92151579,,ewafra,Duoderm Extra Thin 10 x 10 187955 (pieza),
FC-00688875,,ewafra,Duraprep Aplicador 26 ml 8630,
FC-65157663,,ewafra,Duraprep Aplicador 6 ml 8635 Pieza,
FC-34909057,,ewafra,Dutabiot Ptc/biotina Caja 1,
FC-23613303,,ewafra,Dutabiot Ptc/biotina Caja 5,
FC-11879247,,ewafra,Dynastat Amp 40mg,
FC-23003853,,ewafra,Electrodo Adulto P/monit Caja 50 3m 2228,
FC-81185830,,ewafra,Electrodo Neo. Kitty Cat Caja 3 Cve31424743,
FC-11298613,,ewafra,Electrolitos Sobresres Caja 4,
FC-66898306,,ewafra,Emla Lidocaina/prilocaina 25/25 1g 30 G,
FC-28759307,,ewafra,Enalapril 10mg Caja 30,
FC-18157935,,ewafra,Enema de Fosfato 133 ml,
FC-66690447,,ewafra,Equipo de Vol. Med 0-100 ml S/a Dentilab,Dentilab
FC-59195939,,ewafra,Equipo de Vol. Med 0-100 ml S/a Ipm,
FC-28442760,,ewafra,Equipo Microgotero S/aguja Dentilab,Dentilab
FC-81851544,,ewafra,Equipo Normogotero S/aguja Dlp Dentilab,Dentilab
FC-09106729,,ewafra,Equipo Normogotero S/aguja Nipro,Nipro
FC-02430277,,ewafra,Equipo Normogotero S/aguja Vedln Dentilab,Dentilab
FC-23896876,,ewafra,Equipo P/transf de Sangre S/a Bloten,
FC-21321971,,ewafra,Equipo Tur P/irrigacion Tipo Y 2c4041,
FC-69542406,,ewafra,Escalerilla de 2 Niveles,
FC-82933818,,ewafra,Escoba Perico Tipo Cepillo Ce,
FC-69144287,,ewafra,Escobillon con Base,
FC-69336733,,ewafra,Esenta Removedor Toalla Caja 30 423281,
FC-69351182,,ewafra,Esomeprazol 40 Mg Caja 28,
FC-07735469,,ewafra,Espadiva Tabletas 20/400 Mg Caja 10,
FC-28305409,,ewafra,Espatula de Madera Ayre Esteril Caja 100,
FC-57397392,,ewafra,Espejo Vaginal Chico Hm,
FC-46201683,,ewafra,Espejo Vaginal Mediano Hm,
FC-58626777,,ewafra,Espejo Vaginal Mediano Metalico,
FC-30666704,,ewafra,Esponja Facial de Celulosa Caja 12,
FC-85019027,,ewafra,Esponja Facial de Celulosa Caja 24,
FC-92009086,,ewafra,Esponja Facial de Celulosa Caja 50,
FC-95869783,,ewafra,Esponja Facial de Celulosa Flor Caja 30,
FC-39430248,,ewafra,Esponja para Maquillaje Panque,
FC-12798511,,ewafra,Estericide Antisep Gel Fco Atomizador Caja 500,
FC-24932749,,ewafra,Estericide Qx Sol de 20 Litros,
FC-89885982,,ewafra,Estericide Qx Sol de 5 Litros,
FC-08607997,,ewafra,Estericide Sol Antiseptico de 5 Litros,
FC-60085437,,ewafra,Estericide Sol de 500 ml en Spray (pieza),
FC-34776240,,ewafra,Estilete para Intubacion 10 fr,
FC-57092603,,ewafra,Estilete para Intubacion 14 fr,
FC-73132581,,ewafra,Estilete para Intubacion 6 fr,
FC-16180417,,ewafra,Estrogenos Conjudados 0.625 Caja 42,
FC-59439586,,ewafra,Etamzilato 250mg/2ml Caja 4,
FC-74418658,,ewafra,Eter Etilico Anhidro de 1 Litro,
FC-73453375,,ewafra,Eter Etilico Vidrio de 1 Litro,
FC-90895938,,ewafra,Ethilon 2-0 45 Sc-24 3/8 26 mm Caja 24 164t,
FC-93917992,,ewafra,Ethilon 2/0 45cm 3/8 19mm Sc-20 Caja 24 14504t,
FC-77953182,,ewafra,Ethilon 3-0 45 Sc-24 3/8 24 mm Caja 24 163t,
FC-21274921,,ewafra,Ethilon 3/0 45cm 3/8 19mm Sc-20 Caja 24 14503t,
FC-22946819,,ewafra,Ethilon 4-0 45 Ps-2 3/8 19 Caja 24 P1667t,
FC-94730801,,ewafra,Ethilon 4/0 45cm 3/8 19mm Sc-20 Caja 24 14502t,
FC-07007843,,ewafra,Ethilon 5-0 45 P3 3/8 13mm P698t,
FC-78162847,,ewafra,Ethilon 5/0 45cm 3/8 19mm Sc-20 Caja 24 14501t,
FC-06169200,,ewafra,Ethilon 6-0 45 Sc-16 3/8 24 mm Caja 24 160t,
FC-31998132,,ewafra,Ethilon 6-0 P13/8 P697t,
FC-71833738,,ewafra,Extractor Sacacomedones de 2 Puntas,
FC-87945643,,ewafra,Fenitoina Amp 250/5ml Pieza,
FC-76103135,,ewafra,Ferula de Rana Chica,
FC-76768849,,ewafra,Ferula de Rana Grande,
FC-59991230,,ewafra,Ferula de Rana Mediana,
FC-56227672,,ewafra,Ferula/tapon Nasal Tipo Doyle Desech Pieza,
FC-64824771,,ewafra,Fibra Scotch Brite Pieza,
FC-13216564,,ewafra,Fijador Citologico Citospray,
FC-08120991,,ewafra,Fijador de Sonda Foley Statlock Fol0102,
FC-07367811,,ewafra,Fijador de Sonda Foley Statlock Mp0120,
FC-79092164,,ewafra,Fijador de Sonda Foley Vesical Pieza,
FC-89245256,,ewafra,Fijador de Sonda Nasogatrica 9786,
FC-36652882,,ewafra,Filtro Solar de 10 Knlg 10,
FC-69446777,,ewafra,Filtro Solar de 40 Knlg 40,
FC-68784319,,ewafra,Flixotide 250 Mg Aerosol,
FC-83722331,,ewafra,Formol Solucion de 1 Litro,
FC-49231485,,ewafra,Franela Gris (metro),
FC-55353998,,ewafra,Frasco de Orina Esteril de 100 ml Mt01-4,
FC-23594720,,ewafra,Funda Cojin Azul de 45 x 55 cm Caja 10,
FC-49847069,,ewafra,Funda Cojin Blanca de 45 x 55 cm Caja 10,
FC-15390786,,ewafra,Funda para Careta Azul Caja 10,
FC-95606180,,ewafra,Funda para Careta Blanca Caja 10,
FC-05875010,,ewafra,Funda Protectora de Cojin Blanca Caja 10,
FC-96354420,,ewafra,Furosemida Amp 20 Mg Caja 5 Amp,
FC-22248080,,ewafra,Gasa Esteril 10 x 10 T20x12 12cap Caja 5 013200,
FC-65508019,,ewafra,Gasa Esteril 10 x 10 T20x12 Hr 12cap Caja 10,
FC-55056119,,ewafra,Gasa No Esteril. 10 x 10 T20x12 Caja 200 Prolaf,
FC-93837337,,ewafra,Gasa No Esteril. 10 x 10 T20x12 Caja 200 Protec,
FC-04497302,,ewafra,Gasa No Esteril. 10 x 10 T20x12 C/rx Caja 200,
FC-88634715,,ewafra,Gasa No Esteril. 10 x 10 T20x12 C/rx Caja 200 Protec,
FC-55074826,,ewafra,Gasa No Esteril. 10 x 10 T28x24 Caja 200 Protec,
FC-80634918,,ewafra,Gasa No Esteril. 10 x 10 T28x24 C/rx Caja 200 Protec,
FC-73769791,,ewafra,Gasa No Esteril. 5 x 5 T20x12 Caja 200 Protec,
FC-27171304,,ewafra,Gasa No Esteril. 7.5 x 5 T20x12 Caja 200 Protec,
FC-86604368,,ewafra,Gelafundin 4 Sol Iny Flex de 500 ml,
FC-89818868,,ewafra,Gentamicina Amp de 160 Mg Caja 5 Amp,
FC-27040470,,ewafra,Gentamicina Iny 80 Mg Caja 5 Amp,
FC-49993394,,ewafra,Glicerina Liquida de 1 Litro,
FC-96655027,,ewafra,Glucometro Acutrrend Gluc/col/tri Pieza,
FC-66617244,,ewafra,Glucometro G-mate,
FC-38301678,,ewafra,Gluconato de Calcio Amp 10 ml Pieza,
FC-37224754,,ewafra,Glutaraldehido Steranios 2% 5 Litro,
FC-43450253,,ewafra,Gradilla de Plastico para 40 Tubos,
FC-40863420,,ewafra,Guante Esteril P/explora Ch Nat Caja 100 Uniseal,
FC-57641039,,ewafra,Guante Esteril P/explora Med Nat Caja 100 Uniseal,
FC-48047152,,ewafra,Guante Multi Usos Rojo,
FC-15331927,,ewafra,Guante Nitrilo Esteril Ch Caja 100 Uniseal,
FC-05380339,,ewafra,Guante Nitrilo Esteril Gde Caja 100 Uniseal,
FC-98554308,,ewafra,Guante Nitrilo Esteril Med Caja 100 Uniseal,
FC-34097018,,ewafra,Guante Nitrilo No Esteril Ch Bco Caja 100 Ambiderm,Ambiderm
FC-19411627,,ewafra,Guante Nitrilo No Esteril Ch Lila Caja 100 Ambiderm,Ambiderm
FC-56680206,,ewafra,Guante Nitrilo No Esteril Ch Magenta Caja 100 Ambiderm,Ambiderm
FC-17525353,,ewafra,Guante Nitrilo No Esteril Ch Naranja Caja 100 Uniseal,
FC-92533466,,ewafra,Guante Nitrilo No Esteril Ch Negro Caja 100 Ambiderm,Ambiderm
FC-57206458,,ewafra,Guante Nitrilo No Esteril Ch Rosa Caja 100 Ambiderm,Ambiderm
FC-77696931,,ewafra,Guante Nitrilo No Esteril Gde Negro Ambiderm,Ambiderm
FC-38765304,,ewafra,Guante Nitrilo No Esteril Gde Azul Caja 100 Dl,Dl
FC-24085801,,ewafra,Guante Nitrilo No Esteril Med Azul Ocean Uniseal,
FC-17319399,,ewafra,Guante Nitrilo No Esteril Med Bco Caja 100 Ambiderm,Ambiderm
FC-00747734,,ewafra,Guante Nitrilo No Esteril Med Naranja Caja 100 Uniseal,
FC-84772987,,ewafra,Guante Nitrilo No Esteril Med Negro Caja 100 Ambiderm,Ambiderm
FC-71858370,,ewafra,Guante Nitrilo No Esteril Med Rosa Caja 100 Ambiderm,Ambiderm
FC-30975343,,ewafra,Guante Nitrilo No Esteril Xch Negro Caja 100 Ambiderm,Ambiderm
FC-39160017,,ewafra,Guante Nitrilo No Esteril Xch Rosa Caja 100 Ambiderm,Ambiderm
FC-91803963,,ewafra,Guante No Esteril de Latex Azul Ch Caja 100,
FC-76560518,,ewafra,Guante No Esteril de Latex Azul Med Caja 100,
FC-58951166,,ewafra,Guante No Esteril de Latex Colorfull Med Caja 100,
FC-07383931,,ewafra,Guante No Esteril de Latex Nat Plus Ch Caja 100,
FC-56698275,,ewafra,Guante No Esteril de Latex Nat Plus Gde Caja 100,
FC-57051074,,ewafra,Guante No Esteril de Latex Nat Plus Med Caja 100,
FC-92506404,,ewafra,Guante No Esteril de Latex Negro Ch Caja 100,
FC-26061642,,ewafra,Guante No Esteril de Latex Negro Gde Caja 100,
FC-75728785,,ewafra,Guante No Esteril de Latex Negro Med Caja 100,
FC-53674488,,ewafra,Guante No Esteril de Latex Rosa Ch Caja 100,
FC-42173547,,ewafra,Guante No Esteril de Latex Rosa Med Caja 100,
FC-02858839,,ewafra,Guante No Esteril Latex Nat Confor Xch Caja 100,
FC-12727112,,ewafra,Guante P/cirujano 6.0 Ambiderm Caja 50,Ambiderm
FC-06865122,,ewafra,Guante P/cirujano 6.5 Ambiderm Caja 50,Ambiderm
FC-03883088,,ewafra,Guante P/cirujano 6.5 Gammex Caja 50,
FC-23100676,,ewafra,Guante P/cirujano 7.0 Ambiderm Caja 50,Ambiderm
FC-31713976,,ewafra,Guante P/cirujano 7.5 Ambiderm Caja 50,Ambiderm
FC-71418964,,ewafra,Guante P/cirujano 8.0 Ambiderm Caja 50,Ambiderm
FC-91454501,,ewafra,Guante P/cirujano Protexis 6.5 Caja 50 Prs,
FC-89143484,,ewafra,Guante P/cirujano Protexis 7.0 Caja 50 Prs,
FC-75550823,,ewafra,Guante P/cirujano Protexis 7.5 Caja 50 Prs,
FC-07220716,,ewafra,Guante P/cirujano Protexis 8.0 Caja 50 Prs,
FC-44656453,,ewafra,Heparina de 1000 Uds 10 ml,
FC-73204508,,ewafra,Heparina de 5000 Uds 10 ml,
FC-63194374,,ewafra,Hestar 10 G/100 ml de 500 ml Pieza,
FC-81835548,,ewafra,Hidratante para Monsel,
FC-57279185,,ewafra,Hidrocortisona 100 Mg/2ml Fa,
FC-81258363,,ewafra,Hidrocortisona 500 Mg/2ml Fa,
FC-14701894,,ewafra,Hoja de Bisturi # 15 Caja 100 Dentilab,Dentilab
FC-66134452,,ewafra,Hypafix 10 x 10 Mts 71443-02,
FC-43795819,,ewafra,Hypafix 10 x 10 Mts Trans P 7237801,
FC-27607250,,ewafra,Ibuprofeno Tab de 400 Mg Caja 10,
FC-28397453,,ewafra,Ibuprofeno Tab de 600 Mg Caja 10,
FC-35273475,,ewafra,Ibuprofeno Tab de 800 Mg Caja 10,
FC-97691177,,ewafra,Indicador Quimico P/vapor Caja 240 1250,
FC-48583305,,ewafra,Infusor Home Pump 60ml/2ml,
FC-03513530,,ewafra,Insulex R Fco de 10 ml 100ui/ml Pieza,
FC-06834914,,ewafra,Isorbid Sub 5 Mg 40 T,
FC-91343372,,ewafra,Isorbid Subl 5mg Caja 40,
FC-74215912,,ewafra,Isosorbide 5mg Caja 20,
FC-49525675,,ewafra,Italdermol Gasa Caja 10 Pzas,
FC-15010533,,ewafra,Jabon Liquido para Trastes,
FC-97420105,,ewafra,Jerga Uso Rudo Metro,
FC-72338222,,ewafra,Jeringa de 0.3 ml Aguja 31 x 6 Caja 10 Bd 324913,BD
FC-64887656,,ewafra,Jeringa de 0.3 ml Aguja 31 x 6 Caja 100 Bd 324916,BD
FC-34790677,,ewafra,Jeringa de 0.3 ml Aguja 31 x 6 Caja 30 Bd 326785,BD
FC-52764787,,ewafra,Jeringa de 0.3 ml Aguja 31 x 8 Caja 100 Nipro,Nipro
FC-52189173,,ewafra,Jeringa de 0.5 ml Aguja 31 x 6 Caja 100 Bd 326679,BD
FC-75404396,,ewafra,Jeringa de 0.5 ml Aguja 31 x 6 Caja 100 Bd 324917,BD
FC-95129729,,ewafra,Jeringa de 0.5 ml Aguja 31 x 6 Caja 100 Terumo,
FC-82627302,,ewafra,Jeringa de 0.5 ml Aguja 31 x 6 Caja 30 Bd,BD
FC-83760778,,ewafra,Jeringa de 0.5 ml Aguja 31 x 8 Caja 100 Bd 326713,BD
FC-25481409,,ewafra,Jeringa de 0.5 ml Aguja 31 x 8 Caja 100 Nipro,Nipro
FC-56597422,,ewafra,Jeringa de 1 ml Aguja 27 x 13 Caja 100 Bd 326716,BD
FC-92944790,,ewafra,Jeringa de 1 ml Aguja 27 x 13 Desmon Nipro,Nipro
FC-37643613,,ewafra,Jeringa de 1 ml Aguja 30 x 13 Caja 100 Bd 326709,BD
FC-31933380,,ewafra,Jeringa de 1 ml Aguja 31 x 6 Bd Caja 30 Pieza 326787,BD
FC-93012342,,ewafra,Jeringa de 20 Cc S/a Terumo,
FC-34302972,,ewafra,Jeringa de 20 ml S/a Pieza Bd 990687,BD
FC-30384925,,ewafra,Jeringa de 20 ml S/a Caja 250 Bd,BD
FC-08232120,,ewafra,Jeringa de 3 ml Aguja 21 x 40 Caja 150 Bd,BD
FC-45322167,,ewafra,Jeringa de 50 ml S/a (pieza) Bd 309653,BD
FC-23639137,,ewafra,Kenacort 40 Mg,
FC-03005271,,ewafra,Kenalog 10,
FC-18451462,,ewafra,Kenalog 40,
FC-29155409,,ewafra,Ketoprofeno Amp de 100 Mg Caja 3 Iv,
FC-19018325,,ewafra,Ketoprofeno Amp de 100 Mg Caja 6 Im,
FC-03299166,,ewafra,Ketorolaco Amp 30 Mg Caja 3,
FC-97167229,,ewafra,Ketorolaco Tab 10 Mg Caja 10,
FC-34096248,,ewafra,Krit 500 ml 33,
FC-54054385,,ewafra,Lanceta Desech Manual Caja 250 Ruiz S,
FC-06094032,,ewafra,Lanceta Estandar Caja 100 Misawa,Misawa
FC-37176265,,ewafra,Lanceta Estandar Caja 50 Dl,Dl
FC-15775761,,ewafra,Lapiz Marcador de Piel 31145926,
FC-73616668,,ewafra,Lava Ojos de Cristal (pieza),
FC-31641057,,ewafra,Leuko Parche Ocular 5 x 7.6 Caja 30 7646600,
FC-94793371,,ewafra,Levofloxacino 500mg Tab Caja 7,
FC-04723262,,ewafra,Lidocaina 2% Hci C/epin Zeyco Caja 50,
FC-73243995,,ewafra,Lidocaina Spray 10% Caja 115 ml Pieza,
FC-04171537,,ewafra,Lidocaina Ung 5% 35 Gms Pieza,
FC-19161570,,ewafra,Ligadura Desechable Estandar,
FC-80642486,,ewafra,Limpiador Multiusos 1 Litro,
FC-47900057,,ewafra,Limpiador para Duela de 3.6,
FC-17880371,,ewafra,Linea para Muestreo de Gas (medline),
FC-91921620,,ewafra,Llave de 3 Vias C/alargadera 10 cm 16500c,
FC-86320025,,ewafra,Llave de 3 Vias S/ext Nipro (pieza),Nipro
FC-90993531,,ewafra,Locion Remov. Sobresre Caja 15 ml Caja 20 Cve8610,
FC-91169205,,ewafra,Lonactene Rt 100 Mcg Caja 1 Amp,
FC-93655871,,ewafra,Loperamida Tab de 2 Mg Caja 12,
FC-27559089,,ewafra,Loratadina 10 Mg Caja 10,
FC-77813935,,ewafra,Lugol Solucion de 1 Litro,
FC-31163488,,ewafra,Malla de Polipropileno de 15 x 15 Mp12,
FC-97741837,,ewafra,Malla de Polipropileno de 30 x 30 Mp13,
FC-41849158,,ewafra,Malla Neoflex 30 x 30 Mpgc07,
FC-02230729,,ewafra,Mariposa Cal 21 Caja 50 Pieza,
FC-45678154,,ewafra,Mariposa Cal 23 Caja 50 Pieza,
FC-35987168,,ewafra,Mariposa Cal 25 Caja 50 Pieza,
FC-21164861,,ewafra,Mascarilla C/reservorio Pediatrica Hud1011,
FC-18856781,,ewafra,Meclizina/piridoxina Vo-remi 5 Amp,
FC-67045401,,ewafra,Meclizina/piridoxina Vo-remi Sol 15ml,
FC-02226257,,ewafra,Media Ted Chica Corta / Rodilla 3071,
FC-51893400,,ewafra,Media Ted Grande Corta / Rodilla 3634,
FC-49735655,,ewafra,Meropenem de 1 Gramo,
FC-31518687,,ewafra,Meropenem de 500 Mg Caja 1 Pisa,
FC-20445348,,ewafra,Mesa de Mayo con Charola,
FC-31971549,,ewafra,Metamizol Amp 1g/2ml Caja 3,
FC-96229809,,ewafra,Metilprednisolona 40mg / 2ml Caja 1,
FC-10915875,,ewafra,Metilprednisolona 500mg / 8 ml Pieza,
FC-14502641,,ewafra,Metoclopramida Amp 10 Mg Caja 6,
FC-57583011,,ewafra,Metoclopramida Tabletas de 10 Mg Caja 20,
FC-38251135,,ewafra,Metoprolol Tab 100 Mg Caja 20,
FC-21111662,,ewafra,Metronidazol 500 Mg Caja 30 Tab,
FC-53755518,,ewafra,Metronidazol Sol de 500mg / 100ml Caja 100ml,
FC-03097644,,ewafra,Microcanula 16g x 90 Pieza Softfil,
FC-98250448,,ewafra,Microcanula 18g x 70 Pieza Dermasculpt,
FC-03667729,,ewafra,Microcanula 18g x 70 Pieza Softfil,
FC-11711069,,ewafra,Microcanula 22g x 50 Pieza Dermasculpt,
FC-47621848,,ewafra,Microcanula 22g x 50 Pieza Softfil,
FC-33343068,,ewafra,Microcanula 22g x 70 Pieza Softfil,
FC-83675925,,ewafra,Microcanula 22g x 90 Pieza Softfil,
