prioridad,estado,clase,pedir,sku_similares,generico_similares,concentraciones,piezas,forma,linea,jerarquia,precio_similares,min_sucursal,objetivo
206,HUECO,B,2,1650,FORMULA LACTEA 6-12 MESES NUTRIFORMULA 400 GR 1 PIEZA,400000mg,1,,Fórmulas infantiles,Bebés,159.0,2,4
207,HUECO,B,2,2537,MACROGOL 3350 17 GR POLVO 7 SOBRES,17000mg,7,polvo,Funcionamiento gastrointestinal,Medicamentos,159.0,2,4
208,HUECO,B,2,3878,MELISSA / GUAYABA 275MG/3.33MG 30 CAPSULAS,275mg 3.33mg,30,capsula,Colitis,Funcionamiento gastrointestinal,159.0,2,4
209,HUECO,B,2,2061,MOMETASONA 50 MCG PEDIATRICO SPRAY NASAL 60 DOSIS 1 PIEZA,50mcg,1,spray,Antialérgico,Medicamentos,159.0,2,4
210,HUECO,B,2,3719,PARACETAMOL 100 MG/ML SOLUCION PEDIATRICA SABOR UVA TEMPRA 30 ML 1 PIEZA,100mg 30ml,1,solucion,Analgésicos,Analgesia,159.0,2,4
211,HUECO,B,2,3952,PREGABALINA 50MG 28 CAPSULAS PFIZER,50mg,28,capsula,Medicamentos éticos,Medicamentos,159.0,2,4
212,HUECO,B,2,3017,SIMICARNITINA 249.98 MG/CROMO 30 MCG  60 CAPSULAS,249.98mg 30mcg,60,capsula,Complementos,Deportistas,159.0,2,4
213,HUECO,B,2,1975,LACTOBACILOS FORTE SIMIBACILOS 100 CAPSULAS,,100,capsula,Lactobacilos,Funcionamiento gastrointestinal,158.0,2,4
214,HUECO,B,2,830,SIMIPOWER PLUS VITAMINAS / MINERALES / ARGININA 60 CAPSULAS,,60,capsula,Salud sexual,Salud sexual,158.0,2,4
215,HUECO,B,2,2985,MACA ALFA ABUZZ 60 CAPSULAS,,60,capsula,Salud sexual,Salud sexual,156.0,2,4
216,HUECO,B,2,3028,BLOQUEADOR FACIAL/CORPORAL FPS50+125GR ETERNAL,125000mg,,,Protector solar,Cuidado de la piel y belleza,154.0,2,4
217,HUECO,B,2,3179,CIPROHEPTADINA 40 MG / CIANOCOBALAMINA 300 MCG SOLUCION 1 PIEZA,300mcg 40mg,1,solucion,Medicamentos éticos,Medicamentos,154.0,2,4
218,HUECO,B,2,1917,IPRATROPIO / SALBUTAMOL SOLUCION PARA NEBULIZACION 10 AMPOLLETAS,,10,solucion,Aparato respiratorio,Medicamentos,154.0,2,4
219,HUECO,B,2,2260,METRONIDAZOL / CENTELLA ASIATICA / NITROFURAL 12 OVULOS,,12,ovulo,Antiparasitario,Medicamentos,153.0,2,4
220,HUECO,B,2,2462,CEFIXIMA 100MG/5ML SUSPENSION ORAL 1 PIEZA,100mg 5ml,1,suspension,Antibiótico,Medicamentos,149.0,2,4
221,HUECO,B,2,2589,CEFIXIMA 400 MG 3 CAPSULAS,400mg,3,capsula,Antibiótico,Medicamentos,149.0,2,4
222,HUECO,B,2,3895,DEXLANSOPRAZOL 30MG 7 CAPSULAS LIBERACION RETARDADA,30mg,7,capsula,Funcionamiento gastrointestinal,Medicamentos,149.0,2,4
223,HUECO,B,2,2410,GEL MASCULINO RETARDANTE 14.1 GR DURAMAX BY ALFA 1 PIEZA,14100mg,1,gel,Gel lubricante,Salud sexual,149.0,2,4
224,HUECO,B,2,3710,HISTIACIL FAM JARABE PARA LA TOS SECA Y CON FLEMAS EN ADULTOS FRESA 140 ML,140ml,,jarabe,Gripa y tos,Aparato respiratorio,149.0,2,4
225,HUECO,B,2,3261,JENGIBRE / CARBON ACTIVADO / TE VERDE / CLOROFILA 60 CAPSULAS,,60,capsula,Funcionamiento gastrointestinal,Funcionamiento gastrointestinal,149.0,2,4
226,HUECO,B,2,3986,OLOPATADINA 2 MG/1ML SOLUCION OFTALMICA 2.5 ML,1ml 2.5ml 2mg,,solucion,Oftalmológico,Medicamentos,149.0,2,4
227,HUECO,B,2,4553,PARACETAMOL/DEXTROMETORFANO/ FENILEFRINA/ POLVO 10 GR 6 SOBRES,10000mg,6,polvo,Antigripal,Aparato respiratorio,149.0,2,4
228,HUECO,B,2,3455,PRUEBA RAPIDA DE ANTIGENOS COVID-19 1 PIEZA,,1,,Material de diagnóstico,"Higiene, curación y diagnóstico",149.0,2,4
229,HUECO,B,2,3267,VITAMINA D3 (COLECALCIFEROL) 4000UI 30 TABLETAS MASTICABLES,4000ui,30,tableta,Sistema inmune,Aparato respiratorio,149.0,2,4
230,HUECO,B,2,1785,TIRAS REACTIVAS ONE TOUCH 10 PIEZAS,,10,,Tiras reactivas,Diabetes,148.0,2,4
231,HUECO,B,2,2733,MEDIPIOX SOLUCION 60 ML 1 PIEZA,60ml,1,solucion,Piojos,"Higiene, curación y diagnóstico",147.0,2,4
232,HUECO,B,2,406,DOMPERIDONA 10 MG 30 TABLETAS,10mg,30,tableta,Funcionamiento gastrointestinal,Medicamentos,143.0,2,4
233,HUECO,B,2,2827,METOCARBAMOL / INDOMETACINA 215MG/25MG 32 CAPSULAS,215mg 25mg,32,capsula,Analgésicos,Medicamentos,141.0,2,4
234,HUECO,B,2,3766,ACETILCISTEINA 200 MG 20 TABLETA EFERVESCENTE,200mg,20,tableta,Aparato respiratorio,Aparato respiratorio,139.0,2,4
235,HUECO,B,2,685,CEFUROXIMA 250MG/5ML 50ML SUSPENSION 1 PIEZA,250mg 50ml 5ml,1,suspension,Antibiótico,Medicamentos,139.0,2,4
236,HUECO,B,2,3899,CHUPON BEBE 0-6 MESES NIÑO 1 PIEZA AVENT,,1,,Accesorio,Bebés,139.0,2,4
237,HUECO,B,2,3795,HISTIACIL FAM SOLUCION PEDIATRICA SABOR UVA 60ML. ALIVIO DE LA TOS SECA,60ml,,solucion,Gripa y tos,Aparato respiratorio,139.0,2,4
238,HUECO,B,2,3759,ISOTIPENDILO 0.75GR/100GR JALEA 25 GR 1 PIEZA,100000mg 25000mg 750mg,1,jalea,Repelentes,Cuidado de la piel y belleza,139.0,2,4
239,HUECO,B,2,1895,LOSARTAN / HIDROCLOROTIAZIDA 100/12.5MG 15 COMPRIMIDOS,12.5mg,15,tableta,Antihipertensivo,Medicamentos,139.0,2,4
240,HUECO,B,2,3770,NEO- MELUBRINA JARABE INFANTIL SABOR FRAMBUESA FRASCO CON 100 ML,100ml,100,jarabe,Analgésicos,Medicamentos,139.0,2,4
241,HUECO,B,2,4160,NEOMICINA/POLIMIXINA/FLUOCINOLONA/ LIDOCAINA OTICA 5ML SYNALAR,5ml,,,Antibiótico,Medicamentos,139.0,2,4
242,HUECO,B,2,4405,PANTENOL/ARNICA/CALENDULA POMADA 113GR SIMIBABY,113000mg,,unguento,Cuidado del bebé,Bebés,139.0,2,4
243,HUECO,B,2,4194,PRUEBA DE EMBARAZO DIGITAL SIMIBABY,,,,Material de diagnóstico,"Higiene, curación y diagnóstico",139.0,2,4
244,HUECO,B,2,2272,LEVOCARNITINA 1GR/5ML SOLUCION INYECTABLE 5 AMPOLLETAS,1000mg 5ml,5,solucion,Medicamentos éticos,Medicamentos,137.0,2,4
245,HUECO,B,2,170,PROPAFENONA 150 MG 20 TABLETAS,150mg,20,tableta,Medicamentos éticos,Medicamentos,137.0,2,4
246,HUECO,B,2,3612,ASPIRADOR NASAL SIMIBABY 1 PIEZA,,1,,Accesorio,Bebés,134.0,2,4
247,HUECO,B,2,1845,ATENOLOL/CLORTALIDONA 50/12.5MG 28 O 30 TABLETAS,12.5mg,30,tableta,Antihipertensivo,Medicamentos,134.0,2,4
248,HUECO,B,2,169,PRAZOSINA 1 MG 30 CAPSULAS,1mg,30,capsula,Antihipertensivo,Medicamentos,134.0,2,4
249,HUECO,B,2,3422,FORMULA LACTEA 1-3 AÑOS NUTRIFORMULA 400 GR 1 PIEZA,400000mg,1,,Fórmulas infantiles,Bebés,133.0,2,4
250,HUECO,B,2,2297,ACIDO IBANDRONICO 150 MG 1 TABLETA,150mg,1,tableta,Huesos y articulaciones,Medicamentos,132.0,2,4
251,HUECO,B,2,2158,OLMESARTAN 20 MG 14 TABLETAS,20mg,14,tableta,Antihipertensivo,Medicamentos,132.0,2,4
252,HUECO,B,2,1930,ROSUVASTATINA 10 MG 30 TABLETAS,10mg,30,tableta,Hipolipemiante,Medicamentos,132.0,2,4
253,HUECO,B,2,313,SALES DE POTASIO 50TABLETAS EFERVESCENTES,,50,,Medicamentos éticos,Medicamentos,132.0,2,4
254,HUECO,B,2,1977,CREMA ACEITE DE ALMENDRAS DULCES E HIDROXIDO DE CALCIO 225 ML 1 PIEZA,225ml,1,crema,Dermatológico,Cuidado de la piel y belleza,131.0,2,4
255,HUECO,B,2,679,GABAPENTINA 400 MG 15 CAPSULAS,400mg,15,capsula,Medicamentos éticos,Medicamentos,131.0,2,4
256,HUECO,B,2,3996,DESVENLAXAFINA 50MG 14 TABLETAS LIBERACION PROLONGADA (GENERICO),50mg,14,tableta,Enfermedades mentales,Medicamentos,129.0,2,4
257,HUECO,B,2,4056,GEL MENTOL 5% ROLL ON 65ML,65ml,,gel,Analgésicos,Analgesia,129.0,2,4
258,HUECO,B,2,2258,HIDROXIZINA 25 MG 25 TABLETAS,25mg,25,tableta,Medicamentos éticos,Medicamentos,129.0,2,4
259,HUECO,B,2,3843,LANCETAS ON CALL PLUS 100 PIEZAS,,100,,Lancetas,Diabetes,129.0,2,4
260,HUECO,B,2,1403,LOSARTAN / HIDROCLOROTIAZIDA  50/12.5MG 30 COMPRIMIDOS,12.5mg,30,tableta,Antihipertensivo,Medicamentos,129.0,2,4
261,HUECO,B,2,1592,LOSARTAN / HIDROCLOROTIAZIDA 100/25MG 15 COMPRIMIDOS,25mg,15,tableta,Antihipertensivo,Medicamentos,129.0,2,4
262,HUECO,B,2,4357,PREDNISOLONA/SULFACETAMIDA 5ML SUSPENSION OFTALMICA,5ml,,suspension,Oftalmológico,Medicamentos,129.0,2,4
263,HUECO,B,2,3994,VILDAGLIPTINA 50MG 28 TABLETAS (GENERICO),50mg,28,tableta,Diabetes,Medicamentos,129.0,2,4
264,HUECO,B,2,3119,ACIDO ASCORBICO 300 MG POLVO EFERVESCENTE SABOR MANDARINA 10 SOBRES,300mg,10,polvo,Sistema inmune,Aparato respiratorio,126.0,2,4
265,HUECO,B,2,790,GEMFIBROZILO 600 MG 14 TABLETAS,600mg,14,tableta,Hipolipemiante,Medicamentos,124.0,2,4
266,HUECO,B,2,276,GINKGOBILOBA 40 MG 60 CAPSULAS,40mg,60,capsula,Flebotónico,Medicamentos,124.0,2,4
267,HUECO,B,2,2929,PILA ALCALINA LARGA DURACION AA 3+1  4 PIEZAS,,4,,Material de diagnóstico,"Higiene, curación y diagnóstico",124.0,2,4
268,HUECO,B,2,2930,PILA ALCALINA LARGA DURACION AAA 3+1 4 PIEZAS,,4,,Material de diagnóstico,"Higiene, curación y diagnóstico",124.0,2,4
269,HUECO,B,2,1812,EUCALIPTO / PINO / TOMILLO / LAVANDA SPRAY 120 ML 1 PIEZA,120ml,1,spray,Aparato respiratorio,Aparato respiratorio,121.0,2,4
270,HUECO,B,2,801,GEL SIMICURE 60 GR 1 PIEZA,60000mg,1,gel,Dermatológico,Cuidado de la piel y belleza,121.0,2,4
271,HUECO,B,3,3488,AGUA DE MAR ISOTONICA INFANTIL SPRAY 50 ML,50ml,,spray,Aparato respiratorio,Aparato respiratorio,119.0,3,6
272,HUECO,B,3,121,ITRACONAZOL 100 MG 15 CAPSULAS,100mg,15,capsula,Antimicótico,Medicamentos,110.0,3,6
273,HUECO,B,3,1439,CLINDAMICINA / KETOCONAZOL 7 OVULOS,,7,ovulo,Antimicótico,Medicamentos,91.0,3,6
274,HUECO,B,3,618,CEFALEXINA / BROMHEXINA 250/4.39MG SUSPENSION 1 PIEZA,4.39mg,1,suspension,Antibiótico,Medicamentos,76.0,3,6
275,HUECO,B,3,629,CEFALEXINA / BROMHEXINA 500/8.782MG 12 CAPSULAS,8.782mg,12,capsula,Antibiótico,Medicamentos,72.0,3,6
276,HUECO,B,3,1,ACIDO NALIDIXICO / FENAZOPIRIDINA 500/50 MG 20 TABLETAS,50mg,20,tableta,Antibiótico,Medicamentos,64.0,3,6
277,HUECO,B,3,799,TERBINAFINA 1%  SOLUCION SPRAY 30 ML 1 PIEZA,30ml,1,solucion,Antimicótico,Medicamentos,51.0,3,6
278,HUECO,B,3,477,ISOCONAZOL 1 GR NITRATO CREMA 1 PIEZA,1000mg,1,crema,Antimicótico,Medicamentos,40.0,3,6
279,HUECO,B,3,2935,CLORURO DE SODIO 6.5MG/1ML SOLUCION NASAL 30 ML 1 PIEZA,1ml 30ml 6.5mg,1,solucion,Aparato respiratorio,Aparato respiratorio,39.01,3,6
280,HUECO,B,3,41,BENCILPENICILINA / BENZATINA SUSPENSION INYECTABLE 1 PIEZA,,1,suspension,Antibiótico,Medicamentos,34.0,3,6
281,HUECO,B,3,123,KETOCONAZOL CREMA 2% 40 GR 1 PIEZA,40000mg,1,crema,Antimicótico,Medicamentos,32.0,3,6
282,HUECO,B,3,461,NEOMICINA / LIDOCAINA 0.350/2GR SOLUCION GOTAS 20 ML 1 PIEZA,2000mg 20ml,1,solucion,Antibiótico,Medicamentos,31.0,3,6
283,HUECO,B,3,43,BENCILPENICILINA PROCAINICA / CRISTALINA 800000UI/2ML SUSPENSION INYECTABLE 1 PIEZA,2ml 800000ui,1,suspension,Antibiótico,Medicamentos,25.0,3,6
284,HUECO,B,3,42,BENCILPENICILINA PROCAINICA / BENCILPENICILINA CRISTALINA 400000UI/2ML SUSPENSION INYECTABLE 1 PIEZA,2ml 400000ui,1,suspension,Antibiótico,Medicamentos,21.0,3,6
