prioridad,estado,clase,pedir,sku_similares,generico_similares,concentraciones,piezas,forma,linea,jerarquia,precio_similares,min_sucursal,objetivo
186,HUECO,C,2,4520,VID D 400UI/VIT E .500MG SOL GTAS 3ML,3ml 400ui 500mg,,solucion,ANALGESICOS,SUPLEMENTOS,289.0,2,3
187,HUECO,C,1,4105,RACECADOTRILO 100MG 9 CAP HIDRASEC,100mg,9,capsula,ESTOMACALES (GASTRO),MEDICAMENTOS,280.0,1,2
188,HUECO,C,1,3842,TIRAS REACTIVAS ON CALL PLUS 50 PZAS,,50,,CURACION Y MEDICION,MATERIAL DE CURACION,280.0,1,2
189,HUECO,C,1,2864,CILOSTAZOL 100MG 30TAB,100mg,30,tableta,CARDIOVASCULARES,MEDICAMENTOS,279.0,1,2
190,HUECO,C,1,1856,L-ORNITINA/L-ASPARTATO 10 SOB 3GR,3000mg,10,polvo,ESPECIALIDAD,MEDICAMENTOS,279.0,1,2
191,HUECO,C,1,3791,PARACETAMOL/ORFENADRINA 450MG/35MG 50TAB,35mg 450mg,50,tableta,RESPIRATORIOS,MEDICAMENTOS,279.0,1,2
192,HUECO,C,1,3985,TRIPSINA/QUIMIOTRIPSINA 18MG 30 TAB,18mg,30,tableta,ANTIINFLAMATORIOS,MEDICAMENTOS,279.0,1,2
193,HUECO,C,1,3043,TIRAS REACTIVAS GMATE 50 PZAS,,50,,CURACION Y MEDICION,MATERIAL DE CURACION,276.0,1,2
194,HUECO,C,1,513,RIBAVIRINA 400MG 18CAP,400mg,18,capsula,ESPECIALIDAD,MEDICAMENTOS,273.0,1,2
195,HUECO,C,2,2451,ASTAXANTINA/COLAG 30CAP ETERNAL SECRET,,30,capsula,CUIDADO DE LA PIEL,SUPLEMENTOS,269.0,2,3
196,HUECO,C,1,3743,BOLSA P/ALMAC LECHE MATERNA 25PZAS 180ML,180ml,25,,MATERNIDAD Y LACTANTES,MATERNIDAD,269.0,1,2
197,HUECO,C,1,3911,CLOBETASOL 0.044/100GR CREMA 40GR,100000mg 40000mg,,crema,ENFERMEDADES DE LA PIEL,MEDICAMENTOS,269.0,1,2
198,HUECO,C,1,3803,COLLARIN CERVICAL AD 45-55CM 1PZA L/XL,,1,,CURACION Y MEDICION,MATERIAL DE CURACION,269.0,1,2
199,HUECO,C,1,3653,EXTRAC MANUAL P/LECHE MATERNA SIMIBABY,,1,,MATERNIDAD Y LACTANTES,MATERNIDAD,269.0,1,2
200,HUECO,C,2,2865,GLUC/CONDR/MSM/AJO/ZINC/MAGN/VIT 420GR,420000mg,,polvo,ANALGESICOS,SUPLEMENTOS,269.0,2,3
201,HUECO,C,2,3990,MULTIVITAMINICO MATERNO 30 CAP SIMIBABY,,30,capsula,MATERNIDAD Y LACTANTES,SUPLEMENTOS,269.0,2,3
202,HUECO,C,1,2593,QUETIAPINA 25MG 30TAB,25mg,30,tableta,SISTEMA NERVIOSO,MEDICAMENTOS,269.0,1,2
203,HUECO,C,1,2823,VALPROATO SEMIS 500MG 30TAB LR,500mg,30,tableta,SISTEMA NERVIOSO,MEDICAMENTOS,269.0,1,2
204,HUECO,C,1,2463,CLORURO DE POTASIO 500MG 50GRAG,500mg,50,tableta,MULTIVITAMINICOS,MEDICAMENTOS,267.0,1,2
205,HUECO,C,1,3621,OSELTAMIVIR 6MG/ML SUSP 60ML,60ml 6mg,,suspension,RESPIRATORIOS,MEDICAMENTOS,267.0,1,2
206,HUECO,C,1,2892,PIRACETAM 800MG 30TAB,800mg,30,tableta,SISTEMA NERVIOSO,MEDICAMENTOS,265.0,1,2
207,HUECO,C,1,2090,HIDROXICLOROQUINA 200MG 20TAB,200mg,20,tableta,ESTOMACALES (GASTRO),MEDICAMENTOS,264.0,1,2
208,HUECO,C,1,2926,ACIDO CITRICO/CIT POT SOL 150ML,100ml 150ml 30000mg 5000mg,,solucion,ESPECIALIDAD,MEDICAMENTOS,259.0,1,2
209,HUECO,C,2,4217,GOMITAS MIX DE HONGOS DIA TRAVIS 60PZA,290mg,60,,MULTIVITAMINICOS,SUPLEMENTOS,259.0,2,3
210,HUECO,C,2,4218,GOMITAS MIX DE HONGOS NOCHE TRAVIS 60PZA,290mg,60,,MULTIVITAMINICOS,SUPLEMENTOS,259.0,2,3
211,HUECO,C,1,2296,MOXIFLOXACINO 400MG 7TAB,400mg,7,tableta,ANTIBIOTICOS,MEDICAMENTOS,259.0,1,2
212,HUECO,C,1,4107,DESVENLAFAXINA 100MG LP 14 TAB,100mg,14,tableta,SISTEMA NERVIOSO,MEDICAMENTOS,258.0,1,2
213,HUECO,C,2,3537,LACTOBACILLUS PED FCO SOL 6ML SIMIBABY,6ml,,solucion,MATERNIDAD Y LACTANTES,SUPLEMENTOS,254.01,2,3
214,HUECO,C,1,3050,PIPERIDOLATO 100MG 15COMP,100mg,15,tableta,ESTOMACALES (GASTRO),MEDICAMENTOS,254.0,1,2
215,HUECO,C,2,4155,CALOSTRO BOVINO POLVO 1GR 102GR,1000mg 102000mg,,polvo,MULTIVITAMINICOS,SUPLEMENTOS,249.01,2,3
216,HUECO,C,2,3549,TRIGLICERIDOS AC CAPRILICO 270ML XGEAR,270ml,,emulsion,DEPORTISTAS,SUPLEMENTOS,247.0,2,3
217,HUECO,C,2,3548,CREATINA 5GR POLVO 150GR XGEAR,150000mg 5000mg,,polvo,DEPORTISTAS,SUPLEMENTOS,240.0,2,3
218,HUECO,C,2,3747,MAGNESIO/5HTP/VIT B6 208MG/100MG/6.8MG,100mg 208mg 6.8mg,60,capsula,RELAJANTES,SUPLEMENTOS,239.01,2,3
219,HUECO,C,2,859,PROT SIMIPROTEINAS NIÑOS CHOCO 20SOB,,20,polvo,MULTIVITAMINICOS,SUPLEMENTOS,239.01,2,3
220,HUECO,C,2,4186,CLORHEXIDINA GEL BIO 50ML PERIOXIDIN,50ml,,gel,HIGIENE,MATERIAL DE CURACION,236.0,2,3
221,HUECO,C,2,3739,PROBIOTICOS/PREBIOTICOS 30CAP RAPID-MT,,30,capsula,ESTOMACALES (GASTRO),SUPLEMENTOS,234.01,2,3
222,HUECO,C,2,3723,SIMIWELL FORTE BETA/VITC/ZINC/D3 30CAP,19mg 200mg 300mg 400ui,30,capsula,RESPIRATORIOS,SUPLEMENTOS,224.0,2,3
223,HUECO,C,2,4060,GOMITAS ELDERBERRY 60 PZAS MULTIGOMI,,60,,RESPIRATORIOS,SUPLEMENTOS,219.0,2,3
224,HUECO,C,2,4059,GOMITAS MACA 150MG 60 PZAS ALFA,150mg,60,,SEXUALIDAD,SUPLEMENTOS,219.0,2,3
225,HUECO,C,2,4521,GOMITAS NAD/VITC/VIT B3 40PZAS MULTIGOMI,10mg 20mg 300mg,40,,MULTIVITAMINICOS,SUPLEMENTOS,219.0,2,3
226,HUECO,C,2,4308,NAD/RESVERATROL/COENZIMA Q10 30CAP,100mg 300mg,30,capsula,MULTIVITAMINICOS,SUPLEMENTOS,219.0,2,3
227,HUECO,C,2,710,SIMI VF Q10 100CAP GEL,,100,capsula,MULTIVITAMINICOS,SUPLEMENTOS,214.01,2,3
228,HUECO,C,2,1809,NOPAL/CHIA/LINAZA/PIÑA 350GR,350000mg,,polvo,ESTOMACALES (GASTRO),SUPLEMENTOS,214.0,2,3
229,HUECO,C,2,3546,GOMITAS S/AZUC VINAG MANZ 60PZAS,500mg,60,,PESO Y METABOLISMO,SUPLEMENTOS,209.0,2,3
230,HUECO,C,2,1507,SIMILESS CAFE 420GR,420000mg,,polvo,PESO Y METABOLISMO,SUPLEMENTOS,204.0,2,3
231,HUECO,C,2,4069,ENZIMAS DIGESTIVAS 60TAB,,60,tableta,PESO Y METABOLISMO,SUPLEMENTOS,199.0,2,3
232,HUECO,C,2,4522,GOMITAS ARGININA 60PZAS MULTIGOMI,450mg,60,,DEPORTISTAS,SUPLEMENTOS,199.0,2,3
233,HUECO,C,2,4050,HONGO MELENA LEON/CORDYCEPS/REISHI 150GR,150000mg,,polvo,MULTIVITAMINICOS,SUPLEMENTOS,199.0,2,3
234,HUECO,C,2,3849,HONGO MELENA LEON/L TIROS/B1/B12 60CAP,,60,capsula,SISTEMA NERVIOSO,SUPLEMENTOS,199.0,2,3
235,HUECO,C,2,4128,MAGNESIO/COMPLEJO B PVO 5 GR 15 SOBRES,5000mg,15,polvo,MULTIVITAMINICOS,SUPLEMENTOS,199.0,2,3
236,HUECO,C,2,4049,MULTIVITAMINICO/HIERRO/COLINA JBE 240ML,240ml,,jarabe,MULTIVITAMINICOS,SUPLEMENTOS,199.0,2,3
237,HUECO,C,2,2739,SIMIVFKRILL 60CAP,,60,capsula,MULTIVITAMINICOS,SUPLEMENTOS,199.0,2,3
238,HUECO,C,2,3848,HONGO REISHI 250MG 60CAP,250mg,60,capsula,MULTIVITAMINICOS,SUPLEMENTOS,195.0,2,3
239,HUECO,C,2,1210,OMEGA RX 60CAP VIT E/OMEGA3/EPA/DHA SIMI,120000mg 240000mg 600000mg,60,capsula,MULTIVITAMINICOS,SUPLEMENTOS,194.0,2,3
240,HUECO,C,2,4498,CURCUMA 1282MG (CURCUMA LONGA) 90 CAP,1282mg,90,capsula,ANALGESICOS,SUPLEMENTOS,189.0,2,3
241,HUECO,C,2,4212,GOMITAS BETABEL/CQ10/VIT B12 60PZAS,100mg 12mcg 200mg,60,,CARDIOVASCULARES,SUPLEMENTOS,189.0,2,3
242,HUECO,C,2,4015,GOMITAS CITRATO MAGNESIO 60PZA MULTIGOMI,,60,,MULTIVITAMINICOS,SUPLEMENTOS,189.0,2,3
243,HUECO,C,2,4073,GOMITAS COLAG AC S/AZUCAR 60 PZAGELASIMI,,60,,CUIDADO DE LA PIEL,SUPLEMENTOS,189.0,2,3
244,HUECO,C,2,4184,GOMITAS COMPLEJO B 60 PZAS MULTIGOMI,12mcg 300mcg 500mcg,60,,MULTIVITAMINICOS,SUPLEMENTOS,189.0,2,3
245,HUECO,C,2,4215,GOMITAS CURCUMA/JENGI 60 PZAS MULTIGOMI,150mg 25mg,60,,ESTOMACALES (GASTRO),SUPLEMENTOS,189.0,2,3
246,HUECO,C,2,4263,GOMITAS FIBRA 5GR 72PZAS MULTIGOMI,5000mg,72,,ESTOMACALES (GASTRO),SUPLEMENTOS,189.0,2,3
247,HUECO,C,2,4265,GOMITAS GLUCO/CONDROI 60PZAS MULTIGOMI,,60,,ANALGESICOS,SUPLEMENTOS,189.0,2,3
248,HUECO,C,2,3932,GOMITAS LTEANIN/MAG/5HTP 60PZA MULTIGOMI,,60,,RELAJANTES,SUPLEMENTOS,189.0,2,3
249,HUECO,C,2,4031,GOMITAS LUTEINA/VIT E 60PZAS MULTIGOMI,,60,,MULTIVITAMINICOS,SUPLEMENTOS,189.0,2,3
250,HUECO,C,2,4016,GOMITAS MULTI HOMBRE 60 PZAS MULTIGOMI,,60,,MULTIVITAMINICOS,SUPLEMENTOS,189.0,2,3
251,HUECO,C,2,4264,GOMITAS MULTI MUJER 60PZAS MULTIGOMI,,60,,MULTIVITAMINICOS,SUPLEMENTOS,189.0,2,3
252,HUECO,C,2,4355,GOMITAS PROBIOTICOS 60PZA ADUL MULTIGOMI,,60,,ESTOMACALES (GASTRO),SUPLEMENTOS,189.0,2,3
253,HUECO,C,2,4356,GOMITAS PROBIOTICOS 60PZAS INF MULTIGOMI,,60,,ESTOMACALES (GASTRO),SUPLEMENTOS,189.0,2,3
254,HUECO,C,2,4310,GOMITAS RESVERATROL 60PZAS ETERNAL SECR,200mg,60,,MULTIVITAMINICOS,SUPLEMENTOS,189.0,2,3
255,HUECO,C,2,4061,GOMITAS S/AZUC VINAGMANZ 60PZA MULTIGOMI,,60,,PESO Y METABOLISMO,SUPLEMENTOS,189.0,2,3
256,HUECO,C,2,2214,SIMIKRILL 30CAP,,30,capsula,MULTIVITAMINICOS,SUPLEMENTOS,189.0,2,3
257,HUECO,C,2,2983,BOTIQUIN DEL DR SIMI CON CAJA,,,,CURACION Y MEDICION,MATERIAL DE CURACION,182.0,2,3
258,HUECO,C,2,3303,AC ASCORBICO/WELLMUNE 300/200MG 10S,200mg 300mg,10,polvo,RESPIRATORIOS,SUPLEMENTOS,179.0,2,3
259,HUECO,C,2,3971,GELASIMI FORTE PVO 15SOB ETERNAL SECRET,,15,polvo,CUIDADO DE LA PIEL,SUPLEMENTOS,179.0,2,3
260,HUECO,C,2,4468,OREGANO + VIT D+ZINC 75MG 30CAP GEL,75mg,30,capsula,MULTIVITAMINICOS,SUPLEMENTOS,179.0,2,3
261,HUECO,C,2,3781,GOMITAS CALCIO 1000MG 40 PZA MULTIGOMI,1000mg,40,,MULTIVITAMINICOS,SUPLEMENTOS,174.0,2,3
262,HUECO,C,2,2391,GUAYABA/LINAZA 60CAP GEL,,60,capsula,ESTOMACALES (GASTRO),SUPLEMENTOS,174.0,2,3
263,HUECO,C,2,1978,VITAMINA B12/MINERALES 5ML 10AMP,5ml,10,solucion,MULTIVITAMINICOS,SUPLEMENTOS,174.0,2,3
264,HUECO,C,2,4497,ALCACHOFA 400MG (CYNARA SCOLYMUS) 60CAP,400mg,60,capsula,PESO Y METABOLISMO,SUPLEMENTOS,169.0,2,3
265,HUECO,C,2,2802,GLUC/CONDR/MSM/AJO/ZINC/MAGN/VIT 20SOB,,20,polvo,ANALGESICOS,SUPLEMENTOS,169.0,2,3
266,HUECO,C,2,4404,GLUTATION LIPO 250MG GEL ORAL 6SOB,250mg,,gel,MULTIVITAMINICOS,SUPLEMENTOS,169.0,2,3
267,HUECO,C,2,4469,MAGNESIO/ VIT E LIPO GEL ORAL 10GR SOB,10000mg 10mg 35mg 94mg,,gel,RELAJANTES,SUPLEMENTOS,169.0,2,3
268,HUECO,C,2,4403,MEZC DE HONGOS LIPO 250MG GEL ORAL 6SOB,250mg 50mg,,gel,MULTIVITAMINICOS,SUPLEMENTOS,169.0,2,3
269,HUECO,C,2,4126,GOMITAS OMEGA KIDS 60PZAS MULTIGOMI,,60,,MULTIVITAMINICOS,SUPLEMENTOS,165.0,2,3
270,HUECO,C,2,4187,GOMITAS OMEGA ADULTO 60PZAS MULTIGOMI,407mg,60,,MULTIVITAMINICOS,SUPLEMENTOS,161.0,2,3
271,HUECO,C,2,3017,CARNITINA/CROMO 60CAP XGEAR,249mg 30mcg,60,capsula,PESO Y METABOLISMO,SUPLEMENTOS,159.0,2,3
272,HUECO,C,2,1322,SIMI VF Q10 60CAP,,60,capsula,MULTIVITAMINICOS,SUPLEMENTOS,159.0,2,3
273,HUECO,C,2,1975,LACTOB FORTE 100CAP SIMIBACILOS,,100,capsula,ESTOMACALES (GASTRO),SUPLEMENTOS,158.0,2,3
274,HUECO,C,2,830,SIMIPOWER PLUS 60CAP VIT/MINE/ARG,,60,capsula,SEXUALIDAD,SUPLEMENTOS,158.0,2,3
275,HUECO,C,2,2080,SIMIWELL BETAG/VIT C/ZINC 30CAP,,30,capsula,RESPIRATORIOS,SUPLEMENTOS,154.0,2,3
276,HUECO,C,2,3343,AC ASCORBICO/VIT D3 60CAP,150mg 5mcg,60,capsula,RESPIRATORIOS,SUPLEMENTOS,149.0,2,3
277,HUECO,C,2,3797,FIBRA C/CIRUELA PASA/LINAZA PVO 450MG,450mg,1,polvo,ESTOMACALES (GASTRO),SUPLEMENTOS,149.0,2,3
278,HUECO,C,2,3656,GOMITAS COLAG AC HIA 60PZAS GELASIMI ES,,60,,CUIDADO DE LA PIEL,SUPLEMENTOS,149.0,2,3
279,HUECO,C,2,3787,JALEA REAL/VITB6/VITB 12 10ML SOBRES,10mg 10ml 12mcg 450mg,10,jalea,MULTIVITAMINICOS,SUPLEMENTOS,149.0,2,3
280,HUECO,C,2,3261,JENGIBRE/CARBON ACT/TE VDE 60CAP,10mg,60,capsula,ESTOMACALES (GASTRO),SUPLEMENTOS,149.0,2,3
281,HUECO,C,2,2161,VITAMINAS P/ABU 100CAP GEL DR SIMI,,100,capsula,MULTIVITAMINICOS,MEDICAMENTOS,149.0,2,3
282,HUECO,C,2,3533,GOMITAS LTEANINA 50PZAS MULTIGOMI INF,,50,,RELAJANTES,SUPLEMENTOS,139.0,2,3
283,HUECO,C,2,4430,LUTEINA/ ZEAXATINA/VIT A 30CAPGEL,10mg 2mg 600mcg,30,capsula,MULTIVITAMINICOS,SUPLEMENTOS,134.0,2,3
284,HUECO,C,2,3487,5-HTP + VITAMINA B6 30CAP,,30,capsula,RELAJANTES,SUPLEMENTOS,129.0,2,3
285,HUECO,C,2,3931,GOMITAS MIX DE HONGOS MULTIGOMI 60PZA,,60,,MULTIVITAMINICOS,SUPLEMENTOS,129.0,2,3
286,HUECO,C,2,4402,VIT C/BIOTINA LIPO 300MG GEL ORAL 6SOB,300mg 30mcg,,gel,MULTIVITAMINICOS,SUPLEMENTOS,129.0,2,3
287,HUECO,C,2,3119,AC ASCORBICO 300MG 10SOB EFER CBOOST,300mg,10,polvo,RESPIRATORIOS,SUPLEMENTOS,126.0,2,3
288,HUECO,C,2,1178,SIMIFLEX PLUS 30CAP,200mg 20mg 300mg 30mg,30,capsula,ANALGESICOS,MEDICAMENTOS,125.0,2,3
289,HUECO,C,2,1118,SIMIPROST LICOPENO/VIT E 60CAP,100mg 1mg,60,capsula,MULTIVITAMINICOS,SUPLEMENTOS,124.01,2,3
290,HUECO,C,2,753,SIMIFLEX TRIN 30COMP GLUC/CONDR/AC ASCOR,200mg 25mg 300mg,30,tableta,ANALGESICOS,MEDICAMENTOS,124.0,2,3
291,HUECO,C,2,4196,HONGO MELENA LEON SIMI GLUT+ FORTE 30CAP,500mg 80mg,30,capsula,SISTEMA NERVIOSO,SUPLEMENTOS,123.0,2,3
292,HUECO,C,2,2128,BIPERIDENO 2MG 30TAB,2mg,30,tableta,SISTEMA NERVIOSO,MEDICAMENTOS,119.0,2,4
293,HUECO,C,2,2925,CLORZOXAZONA/KETOP 250/50MG 10TAB,250mg 50mg,10,tableta,ANTIINFLAMATORIOS,MEDICAMENTOS,119.0,2,4
294,HUECO,C,2,3586,HUEVO MASTURBADOR 1PZA,,1,,SEXUALIDAD,SALUD SEXUAL,119.0,2,4
295,HUECO,C,2,1195,LATANOPROST .05MG/1ML SOL OFT 2.5ML,0.05mg 1ml 2.5ml 5mg,,solucion,OFTALMOLOGICOS,MEDICAMENTOS,119.0,2,4
296,HUECO,C,2,2372,SILYBUM(CARDO MARIANO) 60COMP 187.50MG,187.5mg,60,tableta,ESPECIALIDAD,MEDICAMENTOS,119.0,2,4
297,HUECO,C,2,2041,GOMITAS WELLMUNE 60PZAS SIMIWELL KIDS,,60,,RESPIRATORIOS,SUPLEMENTOS,117.0,2,3
298,HUECO,C,2,2687,ARANDANO/CABAL/COCOLM/DIENT 30CAP,108mg 40mg 72mg 80mg,30,capsula,MULTIVITAMINICOS,REMEDIOS HERBOLARIOS,116.0,2,4
299,HUECO,C,2,2563,VALPROATO DE MAGN 400MG 20TAB,400mg,20,tableta,SISTEMA NERVIOSO,MEDICAMENTOS,114.0,2,4
300,HUECO,C,2,2678,PERMETRINA 5G/100ML SOL 100ML,100ml 5000mg,,solucion,HIGIENE,MEDICAMENTOS,111.0,2,3
301,HUECO,C,2,3869,ELECTROLITO 0%AZUC FRES XGEAR 10TAB EFER,0%,10,tableta,REHIDRATANTES,SUPLEMENTOS,109.01,2,3
302,HUECO,C,2,4267,ELECTROLITO 0%AZUC UVA XGEAR 10TAB EFER,0%,10,tableta,REHIDRATANTES,SUPLEMENTOS,109.01,2,3
303,HUECO,C,2,3969,GEL LUBRICANTE ANTISEPT INTIMO 25GR ALFA,25000mg,,gel,SEXUALIDAD,SALUD SEXUAL,109.01,2,4
304,HUECO,C,2,3531,GELASIMI FORTE 30CAP GEL ETERNAL SECRET,,30,capsula,CUIDADO DE LA PIEL,SUPLEMENTOS,109.01,2,3
305,HUECO,C,2,2036,GOMITAS AC GLUTAM 100PZA WARNER KIDS,,100,,MULTIVITAMINICOS,SUPLEMENTOS,109.01,2,3
306,HUECO,C,2,4499,SIMIFIBRA CACAO 300GR,300000mg,,polvo,ESTOMACALES (GASTRO),SUPLEMENTOS,109.01,2,3
307,HUECO,C,2,1808,SIMIFIBRA FORTE 300GR,300000mg,,polvo,ESTOMACALES (GASTRO),SUPLEMENTOS,109.01,2,3
308,HUECO,C,2,3836,MAGNESIO CITRATO 400MG 60CAP,400mg,60,capsula,MULTIVITAMINICOS,SUPLEMENTOS,109.0,2,3
309,HUECO,C,2,1161,OXCARBAZEPINA 300MG 20TAB,300mg,20,tableta,SISTEMA NERVIOSO,MEDICAMENTOS,109.0,2,4
310,HUECO,C,2,2352,CIMICIFUGA/VIT/ISOFLAV 30CAPGEL,,30,capsula,MULTIVITAMINICOS,MEDICAMENTOS,107.0,2,4
311,HUECO,C,2,3274,PASSIFLORA/VALERIANA 30ML SOL,100ml 30ml,,solucion,RELAJANTES,MEDICAMENTOS,106.0,2,4
312,HUECO,C,2,1973,GUAYABA/LINAZA 30CAP GEL DR SIMI,,30,capsula,ESTOMACALES (GASTRO),SUPLEMENTOS,104.01,2,3
313,HUECO,C,2,534,AC GLUTAMICO/GINKOB 60COMP,,60,tableta,SISTEMA NERVIOSO,MEDICAMENTOS,104.0,2,4
314,HUECO,C,2,2670,FORZE VF G+G 30CAP,,30,capsula,MULTIVITAMINICOS,MEDICAMENTOS,104.0,2,4
315,HUECO,C,2,1340,PREDNISOLONA 10MG/1ML SUSP OFT,10mg 1ml,,suspension,OFTALMOLOGICOS,MEDICAMENTOS,104.0,2,4
316,HUECO,C,2,773,MOMETASONA FUROA 0.1G/100G 30GR UNGÜENTO,100000mg 100mg 30000mg,,unguento,ENFERMEDADES DE LA PIEL,MEDICAMENTOS,100.0,2,4
317,HUECO,C,2,4053,CALCIO/VITD3 20TAB EFERV TUBO LIMON,4000mg,20,tableta,ANALGESICOS,SUPLEMENTOS,99.01,2,3
318,HUECO,C,2,4054,COMPLEJO B 20TAB EFERV TUBO DURAZ-MARACU,4000mg,20,tableta,MULTIVITAMINICOS,SUPLEMENTOS,99.01,2,3
319,HUECO,C,2,3902,ELECTROLITO PVO 10SOB XGEAR CHOCO,,10,polvo,REHIDRATANTES,SUPLEMENTOS,99.01,2,3
320,HUECO,C,2,3629,ELECTROLITO PVO 10SOB XGEAR MANGO-CHILE,,10,polvo,REHIDRATANTES,SUPLEMENTOS,99.01,2,3
321,HUECO,C,2,3900,GOMITAS MULTI INF 60PZA SIMITOLINA CHAPU,,60,,MULTIVITAMINICOS,SUPLEMENTOS,99.01,2,3
322,HUECO,C,2,3641,INOSITOL 500MG 30CAP,500mg,30,capsula,MULTIVITAMINICOS,SUPLEMENTOS,99.01,2,3
323,HUECO,C,2,4052,MAGNESIO 125MG 20TAB EFERV TUBO NARANJA,125mg,20,tableta,MULTIVITAMINICOS,SUPLEMENTOS,99.01,2,3
324,HUECO,C,2,4055,MULTIVITAMINICO 20TAB EFERV TUBO NARANJA,4000mg,20,tableta,MULTIVITAMINICOS,SUPLEMENTOS,99.01,2,3
325,HUECO,C,2,2270,HIDROCORTISONA 0.1G/100G 30GR,100000mg 100mg 30000mg,,crema,ENFERMEDADES DE LA PIEL,MEDICAMENTOS,99.0,2,4
326,HUECO,C,2,542,VALPROATO DE MAGNESIO SOL 40ML,1ml 200mg 40ml,,solucion,SISTEMA NERVIOSO,MEDICAMENTOS,99.0,2,4
327,HUECO,C,2,188,VITAMINA-E 400MG 90CAP,400mg,90,capsula,MULTIVITAMINICOS,MEDICAMENTOS,99.0,2,4
328,HUECO,C,2,1079,ZINC 7.18MG 100CAP DR SIMI,7.18mg,100,capsula,RESPIRATORIOS,SUPLEMENTOS,97.0,2,3
329,HUECO,C,2,3649,PEZONERA DE SILICON SIMIBABY 2PZAS,,2,,MATERNIDAD Y LACTANTES,MATERNIDAD,96.0,2,4
330,HUECO,C,2,4010,VITAMINA D3+ VIT K2 30CAP,,30,capsula,ANALGESICOS,SUPLEMENTOS,95.0,2,3
331,HUECO,C,2,3304,AC ASCORBICO 300MG 10 SOB EFER,300mg,10,polvo,RESPIRATORIOS,SUPLEMENTOS,94.01,2,3
332,HUECO,C,2,3792,AC ASCORBICO 250MG 10SOB SIMIBABY,250mg,10,polvo,RESPIRATORIOS,SUPLEMENTOS,94.0,2,3
333,HUECO,C,2,1884,HIERRO DEXTRAN 100MG/2ML 3AMP,100mg 2ml,3,solucion,MULTIVITAMINICOS,MEDICAMENTOS,93.0,2,4
334,HUECO,C,2,466,OMEGA 3 150MG 100CAP SIMIOMEGA,150mg,100,capsula,MULTIVITAMINICOS,SUPLEMENTOS,93.0,2,3
335,HUECO,C,2,4248,SIMIVF KIDS FORTE JBE 240ML,240ml,,jarabe,MULTIVITAMINICOS,SUPLEMENTOS,92.0,2,3
336,HUECO,C,2,3211,ANILLO VIBRADOR ALFA 1 PZA,,1,,SEXUALIDAD,SALUD SEXUAL,91.0,2,4
337,HUECO,C,2,3717,FIBRA ACACIA/LINAZA/CHIA PVO 10GR 10SOB,10000mg 15000mg,,polvo,ESTOMACALES (GASTRO),SUPLEMENTOS,91.0,2,3
338,HUECO,C,2,2866,LUTEINA/ZEAXANTINA 30CAP,,30,capsula,MULTIVITAMINICOS,SUPLEMENTOS,90.0,2,3
339,HUECO,C,2,530,CASTAÑA DE INDIAS 30CAP DR SIMI,250mg,30,capsula,CARDIOVASCULARES,MEDICAMENTOS,89.0,2,3
340,HUECO,C,2,3357,MAGNESIO OXIDO 208MG 60CAP,100mg 208mg,60,capsula,MULTIVITAMINICOS,SUPLEMENTOS,89.0,2,3
341,HUECO,C,2,4243,PROPOLEO/MIEL 10% SOL 40ML SPRAY BUCAL,40ml,,solucion,RESPIRATORIOS,SUPLEMENTOS,89.0,2,3
342,HUECO,C,2,1346,SIMI B HIERRO Y ZINC 60CAP,,60,capsula,MULTIVITAMINICOS,SUPLEMENTOS,89.0,2,3
343,HUECO,C,2,651,SIMI VF Q10 30CAP,,30,capsula,MULTIVITAMINICOS,SUPLEMENTOS,89.0,2,3
344,HUECO,C,2,2790,SIMIPZ VALERIANA + 250MG 30CAP,250mg,30,capsula,RELAJANTES,MEDICAMENTOS,89.0,2,4
345,HUECO,C,2,1189,TIRALECHE 1PZA SIMIBABY,,1,,MATERNIDAD Y LACTANTES,MATERNIDAD,89.0,2,4
346,HUECO,C,2,1060,GOMITAS VIT/MINE 60PZAS SABORES SIMIGOMI,,60,,MULTIVITAMINICOS,SUPLEMENTOS,88.0,2,3
347,HUECO,C,2,690,"OMEGA 3,6,9 60CAP SIMIOMEGA PLUS",,60,capsula,MULTIVITAMINICOS,SUPLEMENTOS,86.0,2,3
348,HUECO,C,2,1854,PROBIOTICOS 6 LACTOBACILOS 6SOBRES,,6,polvo,ESTOMACALES (GASTRO),SUPLEMENTOS,86.0,2,3
349,HUECO,C,2,3504,ELECTROLITO PVO 10SOB XGEAR CITRUS,,10,polvo,REHIDRATANTES,SUPLEMENTOS,85.0,2,3
350,HUECO,C,2,3824,VIT C+MIEL ABEJA+GOR+PRO+JENG 6SOB 10GR,10000mg 60mg,6,polvo,RESPIRATORIOS,SUPLEMENTOS,85.0,2,3
351,HUECO,C,2,1647,GEL LUBRICANTE VAGINAL 113GR,113000mg,,gel,SEXUALIDAD,SALUD SEXUAL,84.0,2,4
352,HUECO,C,2,2043,LACTOB SPOROG 100TAB MAST SIMIPROBACILUS,,100,tableta,ESTOMACALES (GASTRO),SUPLEMENTOS,84.0,2,3
353,HUECO,C,2,4463,BARRA TOPICA RESPIRATORIA 15GR SIMIBABY,15000mg,,barra,RESPIRATORIOS,MATERNIDAD,83.0,2,3
354,HUECO,C,2,541,VALPROATO DE MAGN 200MG 40TAB LR,200mg,40,tableta,SISTEMA NERVIOSO,MEDICAMENTOS,83.0,2,4
