fuente,tipo_fuente,fecha_captura,url,categoria,producto_raw,marca,presentacion,unidad_base,cantidad_empaque,precio_empaque,precio_unitario,min_piezas,precio_escalon,moneda,minimo_compra_pedido,notas,id_producto_proveedor
Scorpion,mayorista,2026-08-18,https://www.scorpion.com.mx/tienda/axe-desodorante-en-aerosol-excite-150-ml.html,higiene-y-cuidado-personal,Axe Desodorante en Aerosol Excite 150 Ml,,150 ml,ml,12,856.8,71.4,2,71.4,MXN,,pieza=82.5; caja=856.8x12; envio $70 / gratis $1100,5197
Scorpion,mayorista,2026-08-18,https://www.scorpion.com.mx/tienda/shampoo-savile-menta-y-eucalipto-700-ml.html,higiene-y-cuidado-personal,Shampoo Savilé Menta y Eucalipto 700 ml,,700 ml,ml,12,770.4,64.2,2,64.2,MXN,,pieza=73.9; caja=770.4x12; envio $70 / gratis $1100,5381
Scorpion,mayorista,2026-08-18,https://www.scorpion.com.mx/tienda/24432-24432.html,higiene-y-cuidado-personal,Head & Shoulders Limpieza Renovada 650 ml,,650 ml,ml,10,1431.0,143.1,3,143.1,MXN,,pieza=155.5; caja=1431.0x10; envio $70 / gratis $1100,13903
Scorpion,mayorista,2026-08-18,https://www.scorpion.com.mx/tienda/20126.html,higiene-y-cuidado-personal,Ego Stick Dpg Sport 45 gr,,45 g,g,12,458.4,38.2,2,38.2,MXN,,pieza=43.9; caja=458.4x12; envio $70 / gratis $1100,7056
Scorpion,mayorista,2026-08-18,https://www.scorpion.com.mx/tienda/palmolive-jabon-naturals-menta-eucalipto-pack-con-4-de-150g.html,higiene-y-cuidado-personal,Palmolive Jabón Naturals Menta&Euca 4/150g,,150 g,g,5,329.5,65.9,2,65.9,MXN,,pieza=75.9; caja=329.5x5; envio $70 / gratis $1100,9835
Scorpion,mayorista,2026-08-18,https://www.scorpion.com.mx/tienda/old-spice-desodorante-bar-mix-3-pz.html,higiene-y-cuidado-personal,Desodorante Old Spice Bar Mix 3 Pz,,3 pza,pza,12,537.2,44.7667,2,134.3,MXN,,pieza=154.5; caja=537.2x4; envio $70 / gratis $1100,12825
Scorpion,mayorista,2026-08-18,https://www.scorpion.com.mx/tienda/desodorante-axe-en-barra-dark-temptation-54-gramos.html,higiene-y-cuidado-personal,Axe Deo Barra Darktemptation 45 gr,,45 g,g,12,601.2,50.1,2,50.1,MXN,,pieza=57.9; caja=601.2x12; envio $70 / gratis $1100,5201
Scorpion,mayorista,2026-08-18,https://www.scorpion.com.mx/tienda/shampoo-head-shoulders-proteccion-caida-375-mililitros.html,higiene-y-cuidado-personal,Shampoo Head & Shoulders Protec. Caída 375 ml,,375 ml,ml,12,1017.6,84.8,2,84.8,MXN,,pieza=97.9; caja=1017.6x12; envio $70 / gratis $1100,5344
Scorpion,mayorista,2026-08-18,https://www.scorpion.com.mx/tienda/19091.html,higiene-y-cuidado-personal,Rexona Deo Aer Ap Act Emot Mujer 150 ml,,150 ml,ml,12,804.0,67.0,2,67.0,MXN,,pieza=77.5; caja=804.0x12; envio $70 / gratis $1100,5242
Scorpion,mayorista,2026-08-18,https://www.scorpion.com.mx/tienda/shampoo-head-shoulders-con-old-spice-375-mililitros.html,higiene-y-cuidado-personal,Shampoo Head & Shoulders Con Old Spice 375 ml,,375 ml,ml,12,1017.6,84.8,2,84.8,MXN,,pieza=97.9; caja=1017.6x12; envio $70 / gratis $1100,5341
Scorpion,mayorista,2026-08-18,https://www.scorpion.com.mx/tienda/19625.html,higiene-y-cuidado-personal,Bic Comfort 2 Rastrillo 12 Pz,,12 pza,pza,144,1410.0,9.7917,3,117.5,MXN,,pieza=127.7; caja=1410.0x12; envio $70 / gratis $1100,5391
Scorpion,mayorista,2026-08-18,https://www.scorpion.com.mx/tienda/head-shoulders-shampoo-charcoal-375-ml.html,higiene-y-cuidado-personal,Head & Shoulders Shampoo Charcoal 375 Ml,,375 ml,ml,12,1017.6,84.8,2,84.8,MXN,,pieza=97.9; caja=1017.6x12; envio $70 / gratis $1100,8873
Scorpion,mayorista,2026-08-18,https://www.scorpion.com.mx/tienda/cepillo-dental-pro-oral-b-clasico-40s-1-pieza-2x1.html,higiene-y-cuidado-personal,Cepillo Dental Pro Oral B Clasico 40S 1 Pieza (2X1),,1 pza,pza,5,122.5,24.5,2,24.5,MXN,,pieza=28.5; caja=122.5x5; envio $70 / gratis $1100,7762
Scorpion,mayorista,2026-08-18,https://www.scorpion.com.mx/tienda/oral-b-cepillo-complete-mediano-2-pz.html,higiene-y-cuidado-personal,Oral-B Cepillo Complete Mediano 2 Pz,,2 pza,pza,10,151.5,15.15,2,30.3,MXN,,pieza=34.9; caja=151.5x5; envio $70 / gratis $1100,8855
Scorpion,mayorista,2026-08-18,https://www.scorpion.com.mx/tienda/head-shoulders-suave-y-manejable-650-ml-24433.html,higiene-y-cuidado-personal,Head & Shoulders Suave Y Manejable 650 ml,,650 ml,ml,10,1431.0,143.1,2,143.1,MXN,,pieza=155.5; caja=1431.0x10; envio $70 / gratis $1100,14288
Scorpion,mayorista,2026-08-18,https://www.scorpion.com.mx/tienda/cepillo-oral-b-indicator-tira-4-pz-23514.html,higiene-y-cuidado-personal,Cepillo Oral B Indicator Tira 4 pz,,4 pza,pza,36,736.2,20.45,3,81.8,MXN,,pieza=88.9; caja=736.2x9; envio $70 / gratis $1100,25286
Scorpion,mayorista,2026-08-18,https://www.scorpion.com.mx/tienda/antitranspirante-lady-speed-stick-wild-freesia-en-barra-45-g.html,higiene-y-cuidado-personal,Antitranspirante Lady Speed Stick Wild Freesia en Barra 45 g,,45 g,g,12,511.2,42.6,2,42.6,MXN,,pieza=48.9; caja=511.2x12; envio $70 / gratis $1100,5217
Scorpion,mayorista,2026-08-18,https://www.scorpion.com.mx/tienda/head-shoulders-hidratacion-coco-180-ml-26253.html,higiene-y-cuidado-personal,Head & Shoulders Hidratacion Coco 180 ml,,180 ml,ml,12,478.8,39.9,2,39.9,MXN,,pieza=45.9; caja=478.8x12; envio $70 / gratis $1100,13699
Scorpion,mayorista,2026-08-18,https://www.scorpion.com.mx/tienda/enjuague-bucal-oral-b-pro-salud-sabor-menta-refrescante-250-ml.html,higiene-y-cuidado-personal,Enjuague Bucal Oral B PRO Salud Menta 250 ml,,250 ml,ml,12,493.2,41.1,2,41.1,MXN,,pieza=47.5; caja=493.2x12; envio $70 / gratis $1100,5155
Scorpion,mayorista,2026-08-18,https://www.scorpion.com.mx/tienda/19095.html,higiene-y-cuidado-personal,Rexona Deo Aer Happy Mujer 150 ml,,150 ml,ml,12,848.4,70.7,2,70.7,MXN,,pieza=81.5; caja=848.4x12; envio $70 / gratis $1100,5245
Scorpion,mayorista,2026-08-18,https://www.scorpion.com.mx/tienda/desodorante-old-spice-barra-fresh-paquete-3-piezas-con-50-gramos.html,higiene-y-cuidado-personal,Desodorante Old Spice Barr Fresh Exh 3 Pz,,3 pza,pza,15,718.5,47.9,2,143.7,MXN,,pieza=165.5; caja=718.5x5; envio $70 / gratis $1100,7723
Scorpion,mayorista,2026-08-18,https://www.scorpion.com.mx/tienda/cepillo-dental-pro-doble-accion-mayor-alcance-con-1-pieza.html,higiene-y-cuidado-personal,Cepillo Dental Pro Doble Acción Mayor Alcance,,,pza,36,1267.2,35.2,2,35.2,MXN,,pieza=41.5; caja=1267.2x36; envio $70 / gratis $1100,7759
Scorpion,mayorista,2026-08-18,https://www.scorpion.com.mx/tienda/old-spice-desodorante-stick-lena-50-gr.html,higiene-y-cuidado-personal,Old Spice Desodorante Stick Lena 50 Gr,,50 g,g,12,726.0,60.5,2,60.5,MXN,,pieza=69.9; caja=726.0x12; envio $70 / gratis $1100,8854
Scorpion,mayorista,2026-08-18,https://www.scorpion.com.mx/tienda/secrets-papel-higienico-600-hd-6-pz-27815.html,higiene-y-cuidado-personal,Secrets Papel Higienico 600 Hd 6 Pz,,6 pza,pza,48,336.0,7.0,2,42.0,MXN,,pieza=48.5; caja=336.0x8; envio $70 / gratis $1100,25431
Scorpion,mayorista,2026-08-18,https://www.scorpion.com.mx/tienda/toalla-humeda-repuesto-absorsec-paquete-de-90-pz.html,pa-ales-y-toallas,Toalla Humeda Repuesto Absorsec Paquete de 90 Pz,,90 pza,pza,2160,379.2,0.1756,2,15.8,MXN,,pieza=18.5; caja=379.2x24; envio $70 / gratis $1100,4608
Scorpion,mayorista,2026-08-18,https://www.scorpion.com.mx/tienda/panal-ulitrora-absorsec-extra-jumbo-40-piezas.html,pa-ales-y-toallas,Pañal Absorsec Extra Jumbo Paquete Con 40 Piezas,,40 pza,pza,160,593.2,3.7075,3,148.3,MXN,,pieza=177.9; caja=593.2x4; envio $70 / gratis $1100,6934
Scorpion,mayorista,2026-08-18,https://www.scorpion.com.mx/tienda/panal-suavelastic-max-panal-jumbo-paquete-con-40-piezas.html,pa-ales-y-toallas,Pañal Suavelastic Max Jumbo Paquete Con 40 Piezas,,40 pza,pza,160,882.4,5.515,3,220.6,MXN,,pieza=242.9; caja=882.4x4; envio $70 / gratis $1100,4711
Scorpion,mayorista,2026-08-18,https://www.scorpion.com.mx/tienda/panal-suavelastic-max-extra-jumbo-38-piezas.html,pa-ales-y-toallas,Suavelastic Max Pañal Extra Jumbo 40 pz,,40 pza,pza,160,866.8,5.4175,2,216.7,MXN,,pieza=238.5; caja=866.8x4; envio $70 / gratis $1100,7629
Scorpion,mayorista,2026-08-18,https://www.scorpion.com.mx/tienda/panal-jumbo-kleenbebe-absorsec-paquete-de-40-pz.html,pa-ales-y-toallas,Pañal Jumbo Kleenbebe Absorsec Paquete Con 40 Pz,,40 pza,pza,160,512.0,3.2,3,128.0,MXN,,pieza=153.9; caja=512.0x4; envio $70 / gratis $1100,4607
Scorpion,mayorista,2026-08-18,https://www.scorpion.com.mx/tienda/panal-suavelastic-max-panal-grande-paquete-con-44-piezas.html,pa-ales-y-toallas,Pañal Suavelastic Max Panal Grande Paquete con 44 Piezas,,44 pza,pza,176,815.6,4.6341,3,203.9,MXN,,pieza=224.5; caja=815.6x4; envio $70 / gratis $1100,4713
Scorpion,mayorista,2026-08-18,https://www.scorpion.com.mx/tienda/kleenbebe-absorsec-pa-al-grande-paquete-de-40-pz.html,pa-ales-y-toallas,Kleenbebé Absorsec Pañal Grande Paquete de 40 Pz,,40 pza,pza,160,517.6,3.235,3,129.4,MXN,,pieza=146.9; caja=517.6x4; envio $70 / gratis $1100,4606
Scorpion,mayorista,2026-08-18,https://www.scorpion.com.mx/tienda/toalla-humeda-suavelastic-100-piezas.html,pa-ales-y-toallas,Toalla Humeda Suavelastic 100 piezas,,100 pza,pza,1800,775.8,0.431,2,43.1,MXN,,pieza=49.9; caja=775.8x18; envio $70 / gratis $1100,7167
Scorpion,mayorista,2026-08-18,https://www.scorpion.com.mx/tienda/panal-mediano-kleenbebe-absorsec-paquete-de-40-pz.html,pa-ales-y-toallas,Pañal Mediano Kleenbebe Absorsec Paquete de 40 Pz,,40 pza,pza,160,453.6,2.835,3,113.4,MXN,,pieza=134.9; caja=453.6x4; envio $70 / gratis $1100,4605
Scorpion,mayorista,2026-08-18,https://www.scorpion.com.mx/tienda/suabebe-pocoyo-toalla-humeda-120-pz.html,pa-ales-y-toallas,Suabebe Pocoyo Toalla Humeda 120 Pz,,120 pza,pza,1440,241.2,0.1675,3,20.1,MXN,,pieza=23.5; caja=241.2x12; envio $70 / gratis $1100,12883
