fuente,tipo_fuente,fecha_captura,url,categoria,producto_raw,marca,presentacion,unidad_base,cantidad_empaque,precio_empaque,precio_unitario,min_piezas,precio_escalon,moneda,minimo_compra_pedido,notas,id_producto_proveedor
Exprezo,mayorista,2026-08-12,,,Condones Sico Safety Negro 3 pzas,,3 pza,pza,3,55.13,18.3767,1,,MXN,,sitio_reporta_unidad=67.2 (no se usa; se calcula),exprezo-299-condones-sico-safety-negro-3-pzas
Exprezo,mayorista,2026-08-12,,,Condones Prudence Clásico Vitrolero 50 Pzas,,50 pza,pza,50,223.81,4.4762,1,,MXN,,sitio_reporta_unidad=223.81 (no se usa; se calcula),exprezo-300-condones-prudence-cl-sico-vitrolero-50-p
Exprezo,mayorista,2026-08-12,,,Botella de Alcohol Etílico Desnaturalizado 70% Azul AC 1 L,,1000 ml,ml,1,38.66,38.66,1,,MXN,,sitio_reporta_unidad=43.3 (no se usa; se calcula),exprezo-301-botella-de-alcohol-et-lico-desnaturaliza
Exprezo,mayorista,2026-08-12,,,Affective Active ropa interior para adultos unisex talla Mediana 10 piezas,,10 pza,pza,10,106.07,10.607,1,,MXN,,sitio_reporta_unidad=117.9 (no se usa; se calcula),exprezo-302-affective-active-ropa-interior-para-adul
Exprezo,mayorista,2026-08-12,,,Pañal para Adulto Affective Grande 10 piezas,,10 pza,pza,10,122.98,12.298,1,,MXN,,sitio_reporta_unidad=136.7 (no se usa; se calcula),exprezo-303-pa-al-para-adulto-affective-grande-10-pi
Exprezo,mayorista,2026-08-12,,,Affective Active ropa interior para adultos unisex talla Grande 10 piezas,,10 pza,pza,10,119.83,11.983,1,,MXN,,sitio_reporta_unidad=133.2 (no se usa; se calcula),exprezo-304-affective-active-ropa-interior-para-adul
Exprezo,mayorista,2026-08-12,,,Pañal para Adulto Affective Mediano 10 piezas,,10 pza,pza,10,97.45,9.745,1,,MXN,,sitio_reporta_unidad=108.3 (no se usa; se calcula),exprezo-305-pa-al-para-adulto-affective-mediano-10-p
Exprezo,mayorista,2026-08-12,,,Glucerna Sabor Fresa 237 ml,,237 ml,ml,1,63.54,63.54,1,,MXN,,sitio_reporta_unidad=70.4 (no se usa; se calcula),exprezo-306-glucerna-sabor-fresa-237-ml
Exprezo,mayorista,2026-08-12,,,Gerber Etapa 2 Sabor Manzana 100 Gr,,100 g,g,1,10.92,10.92,1,,MXN,,sitio_reporta_unidad=12.7 (no se usa; se calcula),exprezo-307-gerber-etapa-2-sabor-manzana-100-gr
Exprezo,mayorista,2026-08-12,,,Gerber Etapa 2 Sabor Mango 100 Gr,,100 g,g,1,10.92,10.92,1,,MXN,,sitio_reporta_unidad=12.7 (no se usa; se calcula),exprezo-308-gerber-etapa-2-sabor-mango-100-gr
Exprezo,mayorista,2026-08-12,,,Gerber Etapa 2 Sabor Pera 100 Gr,,100 g,g,1,10.92,10.92,1,,MXN,,sitio_reporta_unidad=12.7 (no se usa; se calcula),exprezo-309-gerber-etapa-2-sabor-pera-100-gr
Exprezo,mayorista,2026-08-12,,,Gerber Etapa 2 Sabor Frutas Mixtas 100 Gr,,100 g,g,1,10.92,10.92,1,,MXN,,sitio_reporta_unidad=12.7 (no se usa; se calcula),exprezo-310-gerber-etapa-2-sabor-frutas-mixtas-100-g
Exprezo,mayorista,2026-08-12,,,Gerber Etapa 2 Sabor Durazno 100 Gr,,100 g,g,1,10.92,10.92,1,,MXN,,sitio_reporta_unidad=12.7 (no se usa; se calcula),exprezo-311-gerber-etapa-2-sabor-durazno-100-gr
Exprezo,mayorista,2026-08-12,,,Gerber Etapa 2 Sabor Comida Casera Pollo 100 Gr,,100 g,g,1,10.92,10.92,1,,MXN,,sitio_reporta_unidad=12.7 (no se usa; se calcula),exprezo-312-gerber-etapa-2-sabor-comida-casera-pollo
Exprezo,mayorista,2026-08-12,,,Toallitas Húmedas Kleenbebé Absorsec 90 pzs,,,pza,1,15.0,15.0,1,,MXN,,sitio_reporta_unidad=15.8 (no se usa; se calcula),exprezo-313-toallitas-h-medas-kleenbeb-absorsec-90-p
Exprezo,mayorista,2026-08-12,,,Pañales Suavelastic Max KleenBebé Talla Jumbo E5 40 piezas,,40 pza,pza,40,214.4,5.36,1,,MXN,,sitio_reporta_unidad=238.3 (no se usa; se calcula),exprezo-314-pa-ales-suavelastic-max-kleenbeb-talla-j
Exprezo,mayorista,2026-08-12,,,Gerber Etapa 2 Sabor Comida Casera Res 100 Gr,,100 g,g,1,10.92,10.92,1,,MXN,,sitio_reporta_unidad=12.7 (no se usa; se calcula),exprezo-315-gerber-etapa-2-sabor-comida-casera-res-1
Exprezo,mayorista,2026-08-12,,,Toallitas Húmedas Kleenbebé Suavelastic Vitta 80 pzas,,80 pza,pza,80,22.12,0.2765,1,,MXN,,sitio_reporta_unidad=24.1 (no se usa; se calcula),exprezo-316-toallitas-h-medas-kleenbeb-suavelastic-v
Exprezo,mayorista,2026-08-12,,,Pañales Absorsec KleenBebé Tamaño Jumbo E5 40 piezas,,40 pza,pza,40,139.43,3.4858,1,,MXN,,sitio_reporta_unidad=155.0 (no se usa; se calcula),exprezo-317-pa-ales-absorsec-kleenbeb-tama-o-jumbo-e
Exprezo,mayorista,2026-08-12,,,Pañales Suavelastic Max KleenBebé Talla Extra Jumbo E6 40 piezas,,40 pza,pza,40,225.73,5.6433,1,,MXN,,sitio_reporta_unidad=250.9 (no se usa; se calcula),exprezo-318-pa-ales-suavelastic-max-kleenbeb-talla-e
Exprezo,mayorista,2026-08-12,,,Pañales Kleen Bebé Suavelastic XXJ 40 Pzas,,40 pza,pza,40,225.18,5.6295,1,,MXN,,sitio_reporta_unidad=250.2 (no se usa; se calcula),exprezo-319-pa-ales-kleen-beb-suavelastic-xxj-40-pza
Exprezo,mayorista,2026-08-12,,,Pañales Suavelastic Max KleenBebé Talla Grande E4 44 Pzas,,44 pza,pza,44,201.25,4.5739,1,,MXN,,sitio_reporta_unidad=223.7 (no se usa; se calcula),exprezo-320-pa-ales-suavelastic-max-kleenbeb-talla-g
Exprezo,mayorista,2026-08-12,,,Toallitas Húmedas para Bebé Huggies Cuidado Hidratante Paquete con 80 pzs,,,pza,1,42.27,42.27,1,,MXN,,sitio_reporta_unidad=45.0 (no se usa; se calcula),exprezo-321-toallitas-h-medas-para-beb-huggies-cuida
Exprezo,mayorista,2026-08-12,,,"Pañales Absorsec Ultra KleenBebé Tamaño Grande, 40 piezas",,40 pza,pza,40,128.35,3.2087,1,,MXN,,sitio_reporta_unidad=142.7 (no se usa; se calcula),exprezo-322-pa-ales-absorsec-ultra-kleenbeb-tama-o-g
Exprezo,mayorista,2026-08-12,,,Papilla Heinz Pouch Sabor Manzana 113 gr.,,113 g,g,1,14.4,14.4,1,,MXN,,sitio_reporta_unidad=16.5 (no se usa; se calcula),exprezo-323-papilla-heinz-pouch-sabor-manzana-113-gr
Exprezo,mayorista,2026-08-12,,,Papilla Heinz Pouch Sabor Mango 113 gr.,,113 g,g,1,14.4,14.4,1,,MXN,,sitio_reporta_unidad=16.5 (no se usa; se calcula),exprezo-324-papilla-heinz-pouch-sabor-mango-113-gr-
Exprezo,mayorista,2026-08-12,,,Toallitas Húmedas Kleenbebé Suavelastic 100 Pzs,,,pza,1,40.31,40.31,1,,MXN,,sitio_reporta_unidad=43.4 (no se usa; se calcula),exprezo-325-toallitas-h-medas-kleenbeb-suavelastic-1
Exprezo,mayorista,2026-08-12,,,Pañales Suavelastic Max KleenBebé Talla Mediana E3 44 pzas,,44 pza,pza,44,173.63,3.9461,1,,MXN,,sitio_reporta_unidad=193.0 (no se usa; se calcula),exprezo-326-pa-ales-suavelastic-max-kleenbeb-talla-m
Exprezo,mayorista,2026-08-12,,,Biberon Dreams Evenflo 8oz,,,pza,1,17.48,17.48,1,,MXN,,sitio_reporta_unidad=23.3 (no se usa; se calcula),exprezo-327-biberon-dreams-evenflo-8oz
Exprezo,mayorista,2026-08-12,,,GERBER POUCH JR FRUT MIXT 12-95 GR,,95 g,g,1,12.79,12.79,1,,MXN,,sitio_reporta_unidad=14.9 (no se usa; se calcula),exprezo-328-gerber-pouch-jr-frut-mixt-12-95-gr
Exprezo,mayorista,2026-08-12,,,Papilla Heinz Pouch Sabor Pera 113 gr.,,113 g,g,1,14.4,14.4,1,,MXN,,sitio_reporta_unidad=16.5 (no se usa; se calcula),exprezo-329-papilla-heinz-pouch-sabor-pera-113-gr-
Exprezo,mayorista,2026-08-12,,,Pañales Desechables bbtips Sensitive etapa 7 XXL con 40 Piezas,,40 pza,pza,40,278.73,6.9683,1,,MXN,,sitio_reporta_unidad=309.9 (no se usa; se calcula),exprezo-330-pa-ales-desechables-bbtips-sensitive-eta
Exprezo,mayorista,2026-08-12,,,Toallitas Húmedas Paa Bebé Dodys Azul 80 Pzas,,80 pza,pza,80,30.03,0.3754,1,,MXN,,sitio_reporta_unidad=35.4 (no se usa; se calcula),exprezo-331-toallitas-h-medas-paa-beb-dodys-azul-80-
Exprezo,mayorista,2026-08-12,,,Pañales para Bebé Etapa 6 Talla Extra Extra Grande Bebin Super FlexiSEC 40 piezas,,40 pza,pza,40,216.48,5.412,1,,MXN,,sitio_reporta_unidad=240.9 (no se usa; se calcula),exprezo-332-pa-ales-para-beb-etapa-6-talla-extra-ext
Exprezo,mayorista,2026-08-12,,,Pañales para Bebé Etapa 5 Talla Extra Grande Bebin Super FlexiSEC 40 piezas,,40 pza,pza,40,163.53,4.0883,1,,MXN,,sitio_reporta_unidad=181.7 (no se usa; se calcula),exprezo-333-pa-ales-para-beb-etapa-5-talla-extra-gra
Exprezo,mayorista,2026-08-12,,,Shampoo para Bebé Ricitos de Oro Manzanilla bote 250 ml,,250 ml,ml,1,69.73,69.73,1,,MXN,,sitio_reporta_unidad=73.4 (no se usa; se calcula),exprezo-334-shampoo-para-beb-ricitos-de-oro-manzanil
Exprezo,mayorista,2026-08-12,,,Jabón de Tocador Ricitos de Oro Hipoalergénico Neutro de 90 gr,,90 g,g,1,21.94,21.94,1,,MXN,,sitio_reporta_unidad=23.9 (no se usa; se calcula),exprezo-335-jab-n-de-tocador-ricitos-de-oro-hipoaler
Exprezo,mayorista,2026-08-12,,,"Pañales Suavelastic Max KleenBebé Talla Chica Etapa 2, 40 piezas",,40 pza,pza,40,139.43,3.4858,1,,MXN,,sitio_reporta_unidad=155.0 (no se usa; se calcula),exprezo-336-pa-ales-suavelastic-max-kleenbeb-talla-c
Exprezo,mayorista,2026-08-12,,,"Pañales Absorsec Ultra KleenBebé Tamaño Mediano, E3 40 piezas",,40 pza,pza,40,117.43,2.9358,1,,MXN,,sitio_reporta_unidad=130.5 (no se usa; se calcula),exprezo-337-pa-ales-absorsec-ultra-kleenbeb-tama-o-m
Exprezo,mayorista,2026-08-12,,,Pañales para Bebé Etapa 4 Talla Grande Bebin Super FlexiSEC 40 piezas,,40 pza,pza,40,144.25,3.6063,1,,MXN,,sitio_reporta_unidad=160.3 (no se usa; se calcula),exprezo-338-pa-ales-para-beb-etapa-4-talla-grande-be
Exprezo,mayorista,2026-08-12,,,Pañales Desechables bbtips Sensitive etapa 6 XL con 40 Piezas,,40 pza,pza,40,221.8,5.545,1,,MXN,,sitio_reporta_unidad=246.5 (no se usa; se calcula),exprezo-339-pa-ales-desechables-bbtips-sensitive-eta
Exprezo,mayorista,2026-08-12,,,Shampoo para Bebé Ricitos de Oro Lavanda y Lechuga bote 250 ml,,250 ml,ml,1,69.73,69.73,1,,MXN,,sitio_reporta_unidad=73.4 (no se usa; se calcula),exprezo-340-shampoo-para-beb-ricitos-de-oro-lavanda-
Exprezo,mayorista,2026-08-12,,,Fórmula Láctea NAN Optimal pro 1 Lata 320 gr,,320 g,g,1,159.49,159.49,1,,MXN,,sitio_reporta_unidad=170.5 (no se usa; se calcula),exprezo-341-f-rmula-l-ctea-nan-optimal-pro-1-lata-32
Exprezo,mayorista,2026-08-12,,,Fórmula láctea Nidal Nestlé Infantil bolsa 120 gr,,120 g,g,1,51.49,51.49,1,,MXN,,sitio_reporta_unidad=57.0 (no se usa; se calcula),exprezo-342-f-rmula-l-ctea-nidal-nestl-infantil-bols
Exprezo,mayorista,2026-08-12,,,"Pañales Chicolastic Classic Talla Extra Grande Etapa 5, 40 piezas",,40 pza,pza,40,148.1,3.7025,1,,MXN,,sitio_reporta_unidad=164.6 (no se usa; se calcula),exprezo-343-pa-ales-chicolastic-classic-talla-extra-
Exprezo,mayorista,2026-08-12,,,Pañales desechables bbtips Sensitive etapa 4 GDE con 40 piezas,,40 pza,pza,40,189.85,4.7462,1,,MXN,,sitio_reporta_unidad=211.0 (no se usa; se calcula),exprezo-344-pa-ales-desechables-bbtips-sensitive-eta
Exprezo,mayorista,2026-08-12,,,Fórmula Enfagrow Premium Etapa 3 Lata 800 gr,,800 g,g,1,294.73,294.73,1,,MXN,,sitio_reporta_unidad=306.0 (no se usa; se calcula),exprezo-345-f-rmula-enfagrow-premium-etapa-3-lata-80
Exprezo,mayorista,2026-08-12,,,Fórmula Láctea NAN Optimal pro 2 Lata 320 gr,,320 g,g,1,144.99,144.99,1,,MXN,,sitio_reporta_unidad=149.5 (no se usa; se calcula),exprezo-346-f-rmula-l-ctea-nan-optimal-pro-2-lata-32
Exprezo,mayorista,2026-08-12,,,Fórmula Láctea NAN Optimal pro 1 Lata 720 gr,,720 g,g,1,344.49,344.49,1,,MXN,,sitio_reporta_unidad=373.5 (no se usa; se calcula),exprezo-347-f-rmula-l-ctea-nan-optimal-pro-1-lata-72
Exprezo,mayorista,2026-08-12,,,Fórmula Láctea NAN Optimal pro 3 Lata 360 gr,,360 g,g,1,112.49,112.49,1,,MXN,,sitio_reporta_unidad=122.0 (no se usa; se calcula),exprezo-348-f-rmula-l-ctea-nan-optimal-pro-3-lata-36
Exprezo,mayorista,2026-08-12,,,Cigarros Marlboro Rojo Cajetilla con 20 Cigarros c/u,,,pza,1,89.5,89.5,1,,MXN,,sitio_reporta_unidad=99.5 (no se usa; se calcula),exprezo-349-cigarros-marlboro-rojo-cajetilla-con-20-
Exprezo,mayorista,2026-08-12,,,Cigarros Pall Mall Alaska Dust Cajetilla con 20 Cigarros c/u,,,pza,1,94.95,94.95,1,,MXN,,sitio_reporta_unidad=105.5 (no se usa; se calcula),exprezo-350-cigarros-pall-mall-alaska-dust-cajetilla
Exprezo,mayorista,2026-08-12,,,Cigarros Marlboro Crafted Cajetilla con 25 Cigarros c/u,,,pza,1,83.64,83.64,1,,MXN,,sitio_reporta_unidad=96.0 (no se usa; se calcula),exprezo-351-cigarros-marlboro-crafted-cajetilla-con-
Exprezo,mayorista,2026-08-12,,,Cigarros Marlboro Fusion Summer Cajetilla con 20 Cigarros c/u,,,pza,1,85.55,85.55,1,,MXN,,sitio_reporta_unidad=96.0 (no se usa; se calcula),exprezo-352-cigarros-marlboro-fusion-summer-cajetill
Exprezo,mayorista,2026-08-12,,,Cigarros Pall Mall XL Mykonos Cajetilla con 20 Cigarros c/u,,,pza,1,94.95,94.95,1,,MXN,,sitio_reporta_unidad=105.5 (no se usa; se calcula),exprezo-353-cigarros-pall-mall-xl-mykonos-cajetilla-
Exprezo,mayorista,2026-08-12,,,Cigarros Pall Mall XL Tokyo Cajetilla con 20 Cigarros c/u,,,pza,1,94.95,94.95,1,,MXN,,sitio_reporta_unidad=105.5 (no se usa; se calcula),exprezo-354-cigarros-pall-mall-xl-tokyo-cajetilla-co
Exprezo,mayorista,2026-08-12,,,Cigarros Marlboro Ruby Fresh Cajetilla con 20 Cigarros c/u,,,pza,1,86.72,86.72,1,,MXN,,sitio_reporta_unidad=96.4 (no se usa; se calcula),exprezo-355-cigarros-marlboro-ruby-fresh-cajetilla-c
Exprezo,mayorista,2026-08-12,,,Cigarros Marlboro Rojo 100 Capsula Cajetilla con 20 Cigarros c/u,,,pza,1,86.72,86.72,1,,MXN,,sitio_reporta_unidad=96.4 (no se usa; se calcula),exprezo-356-cigarros-marlboro-rojo-100-capsula-cajet
Exprezo,mayorista,2026-08-12,,,Cigarros Marlboro Blosson Mist Cajetilla con 20 Cigarros c/u,,,pza,1,85.55,85.55,1,,MXN,,sitio_reporta_unidad=96.0 (no se usa; se calcula),exprezo-357-cigarros-marlboro-blosson-mist-cajetilla
Exprezo,mayorista,2026-08-12,,,Cajetilla de Cigarros Marlboro Caribbean Fusion 20 pzas.,,20 pza,pza,20,85.55,4.2775,1,,MXN,,sitio_reporta_unidad=96.0 (no se usa; se calcula),exprezo-358-cajetilla-de-cigarros-marlboro-caribbean
Exprezo,mayorista,2026-08-12,,,Cigarros Marlboro Crafted Cajetilla con 15 Cigarros c/u,,,pza,1,58.0,58.0,1,,MXN,,sitio_reporta_unidad=67.0 (no se usa; se calcula),exprezo-359-cigarros-marlboro-crafted-cajetilla-con-
Exprezo,mayorista,2026-08-12,,,Cigarros Camel Amarillos Cajetilla con 20 Pzas,,20 pza,pza,20,88.2,4.41,1,,MXN,,sitio_reporta_unidad=100.3 (no se usa; se calcula),exprezo-360-cigarros-camel-amarillos-cajetilla-con-2
Exprezo,mayorista,2026-08-12,,,Cigarros Montana Shots Cajetilla con 25 Cigarros c/u,,,pza,1,95.93,95.93,1,,MXN,,sitio_reporta_unidad=106.6 (no se usa; se calcula),exprezo-361-cigarros-montana-shots-cajetilla-con-25-
Exprezo,mayorista,2026-08-12,,,Cigarros Montana Shots Classics 14 Pzas,,14 pza,pza,14,45.78,3.27,1,,MXN,,sitio_reporta_unidad=50.9 (no se usa; se calcula),exprezo-362-cigarros-montana-shots-classics-14-pzas
Exprezo,mayorista,2026-08-12,,,Cigarros Montana shots Classics 20 pzas,,20 pza,pza,20,64.67,3.2335,1,,MXN,,sitio_reporta_unidad=71.9 (no se usa; se calcula),exprezo-363-cigarros-montana-shots-classics-20-pzas
Exprezo,mayorista,2026-08-12,,,Cigarros Marlboro Blanco Cajetilla con 20 Cigarros c/u,,,pza,1,98.29,98.29,1,,MXN,,sitio_reporta_unidad=109.0 (no se usa; se calcula),exprezo-364-cigarros-marlboro-blanco-cajetilla-con-2
Exprezo,mayorista,2026-08-12,,,Cigarros Marlboro Fusion Garden Cajetilla con 20 Cigarros c/u,,,pza,1,85.55,85.55,1,,MXN,,sitio_reporta_unidad=96.0 (no se usa; se calcula),exprezo-365-cigarros-marlboro-fusion-garden-cajetill
Exprezo,mayorista,2026-08-12,,,Cigarros Faros con filtro 10 Pzas,,10 pza,pza,10,62.3,6.23,1,,MXN,,sitio_reporta_unidad=72.0 (no se usa; se calcula),exprezo-366-cigarros-faros-con-filtro-10-pzas
Exprezo,mayorista,2026-08-12,,,Cajetilla de Cigarros Pall Mall Hawaii con 20 Pzas.,,20 pza,pza,20,94.95,4.7475,1,,MXN,,sitio_reporta_unidad=105.5 (no se usa; se calcula),exprezo-367-cajetilla-de-cigarros-pall-mall-hawaii-c
Exprezo,mayorista,2026-08-12,,,Cigarros Montana Shots Cajetilla con 15 Cigarros c/u,,,pza,1,64.91,64.91,1,,MXN,,sitio_reporta_unidad=72.1 (no se usa; se calcula),exprezo-368-cigarros-montana-shots-cajetilla-con-15-
Exprezo,mayorista,2026-08-12,,,Cigarros Benson & Hedges Cajetilla con 20 Cigarros c/u,,,pza,1,101.08,101.08,1,,MXN,,sitio_reporta_unidad=112.0 (no se usa; se calcula),exprezo-369-cigarros-benson-hedges-cajetilla-con-20-
Exprezo,mayorista,2026-08-12,,,Cajetilla de Cigarros Marlboro Crafted ICe Mix 20 Pzas,,20 pza,pza,20,65.74,3.287,1,,MXN,,sitio_reporta_unidad=76.0 (no se usa; se calcula),exprezo-370-cajetilla-de-cigarros-marlboro-crafted-i
Exprezo,mayorista,2026-08-12,,,Cajetilla de Cigarros Winston Red 25 Pzas,,25 pza,pza,25,70.54,2.8216,1,,MXN,,sitio_reporta_unidad=85.2 (no se usa; se calcula),exprezo-371-cajetilla-de-cigarros-winston-red-25-pza
Exprezo,mayorista,2026-08-12,,,Cigarros Marlboro Ice Express Cajetilla con 20 Cigarros c/u,,,pza,1,86.72,86.72,1,,MXN,,sitio_reporta_unidad=96.4 (no se usa; se calcula),exprezo-372-cigarros-marlboro-ice-express-cajetilla-
Exprezo,mayorista,2026-08-12,,,Jugo Boing Sabor Mango 500 Ml,,500 ml,ml,1,13.04,13.04,1,,MXN,,sitio_reporta_unidad=14.5 (no se usa; se calcula),exprezo-373-jugo-boing-sabor-mango-500-ml
Exprezo,mayorista,2026-08-12,,,Jugo Boing Sabor Guayaba 500 Ml,,500 ml,ml,1,13.04,13.04,1,,MXN,,sitio_reporta_unidad=14.5 (no se usa; se calcula),exprezo-374-jugo-boing-sabor-guayaba-500-ml
Exprezo,mayorista,2026-08-12,,,Jugo Boing Sabor Manzana 500 Ml,,500 ml,ml,1,13.04,13.04,1,,MXN,,sitio_reporta_unidad=14.5 (no se usa; se calcula),exprezo-375-jugo-boing-sabor-manzana-500-ml
Exprezo,mayorista,2026-08-12,,,Jugo Boing Sabor Mango 250 Ml,,250 ml,ml,1,8.11,8.11,1,,MXN,,sitio_reporta_unidad=9.1 (no se usa; se calcula),exprezo-376-jugo-boing-sabor-mango-250-ml
Exprezo,mayorista,2026-08-12,,,Jugo Boing Sabor Mango 1 Litro,,1000 ml,ml,1,24.21,24.21,1,,MXN,,sitio_reporta_unidad=26.9 (no se usa; se calcula),exprezo-377-jugo-boing-sabor-mango-1-litro
Exprezo,mayorista,2026-08-12,,,Jugo Boing Sabor Manzana 250 Ml,,250 ml,ml,1,8.11,8.11,1,,MXN,,sitio_reporta_unidad=9.1 (no se usa; se calcula),exprezo-378-jugo-boing-sabor-manzana-250-ml
Exprezo,mayorista,2026-08-12,,,Jugo Boing Sabor Uva 500 Ml,,500 ml,ml,1,13.04,13.04,1,,MXN,,sitio_reporta_unidad=14.5 (no se usa; se calcula),exprezo-379-jugo-boing-sabor-uva-500-ml
Exprezo,mayorista,2026-08-12,,,Jugo Boing Sabor Guayaba 250 Ml,,250 ml,ml,1,8.11,8.11,1,,MXN,,sitio_reporta_unidad=9.1 (no se usa; se calcula),exprezo-380-jugo-boing-sabor-guayaba-250-ml
Exprezo,mayorista,2026-08-12,,,Bebida Rehidratante Electrolit Sabor Mora Azul 625 ml,,625 ml,ml,1,19.17,19.17,1,,MXN,,sitio_reporta_unidad=19.9 (no se usa; se calcula),exprezo-381-bebida-rehidratante-electrolit-sabor-mor
Exprezo,mayorista,2026-08-12,,,Bebida Rehidratante Electrolit Sabor Uva 625 ml,,625 ml,ml,1,19.17,19.17,1,,MXN,,sitio_reporta_unidad=19.9 (no se usa; se calcula),exprezo-382-bebida-rehidratante-electrolit-sabor-uva
Exprezo,mayorista,2026-08-12,,,Jugo Boing Sabor Uva 250 Ml,,250 ml,ml,1,8.11,8.11,1,,MXN,,sitio_reporta_unidad=9.1 (no se usa; se calcula),exprezo-383-jugo-boing-sabor-uva-250-ml
Exprezo,mayorista,2026-08-12,,,Jugo Boing Sabor Manzana 1 Litro,,1000 ml,ml,1,24.21,24.21,1,,MXN,,sitio_reporta_unidad=26.9 (no se usa; se calcula),exprezo-384-jugo-boing-sabor-manzana-1-litro
Exprezo,mayorista,2026-08-12,,,Bebida Rehidratante Electrolit Sabor Fresa Kiwi 625 ml,,625 ml,ml,1,19.17,19.17,1,,MXN,,sitio_reporta_unidad=19.9 (no se usa; se calcula),exprezo-385-bebida-rehidratante-electrolit-sabor-fre
Exprezo,mayorista,2026-08-12,,,Jugo Boing Sabor Guayaba 1 Litro,,1000 ml,ml,1,24.21,24.21,1,,MXN,,sitio_reporta_unidad=26.9 (no se usa; se calcula),exprezo-386-jugo-boing-sabor-guayaba-1-litro
Exprezo,mayorista,2026-08-12,,,Jugo Boing Sabor Fresa 500 Ml,,500 ml,ml,1,13.04,13.04,1,,MXN,,sitio_reporta_unidad=14.5 (no se usa; se calcula),exprezo-387-jugo-boing-sabor-fresa-500-ml
Exprezo,mayorista,2026-08-12,,,Bebida Energética Volt Blue Sabor Mora Azul 473 Ml,,473 ml,ml,1,15.45,15.45,1,,MXN,,sitio_reporta_unidad=17.8 (no se usa; se calcula),exprezo-388-bebida-energ-tica-volt-blue-sabor-mora-a
Exprezo,mayorista,2026-08-12,,,Bebida Rehidratante Electrolit Sabor Fresa 625 ml,,625 ml,ml,1,19.17,19.17,1,,MXN,,sitio_reporta_unidad=19.9 (no se usa; se calcula),exprezo-389-bebida-rehidratante-electrolit-sabor-fre
Exprezo,mayorista,2026-08-12,,,Bebida Rehidratante Electrolit Sabor Coco 625 ml,,625 ml,ml,1,19.17,19.17,1,,MXN,,sitio_reporta_unidad=19.9 (no se usa; se calcula),exprezo-390-bebida-rehidratante-electrolit-sabor-coc
Exprezo,mayorista,2026-08-12,,,Refresco Coca-Cola Original 600 Ml,,600 ml,ml,1,16.58,16.58,1,,MXN,,sitio_reporta_unidad=18.5 (no se usa; se calcula),exprezo-391-refresco-coca-cola-original-600-ml
Exprezo,mayorista,2026-08-12,,,Bebida Rehidratante Electrolit Sabor Manzana 625 ml,,625 ml,ml,1,19.17,19.17,1,,MXN,,sitio_reporta_unidad=19.9 (no se usa; se calcula),exprezo-392-bebida-rehidratante-electrolit-sabor-man
Exprezo,mayorista,2026-08-12,,,Agua Bonafont Natural 1.5 L,,5000 ml,ml,1,89.9,89.9,1,,MXN,,sitio_reporta_unidad=8.9 (no se usa; se calcula),exprezo-393-agua-bonafont-natural-1-5-l
Exprezo,mayorista,2026-08-12,,,Agua Bonafont Natural 1 L,,1000 ml,ml,1,80.0,80.0,1,,MXN,,sitio_reporta_unidad=7.9 (no se usa; se calcula),exprezo-394-agua-bonafont-natural-1-l
Exprezo,mayorista,2026-08-12,,,Jugo Boing Sabor Fresa 250 Ml,,250 ml,ml,1,8.11,8.11,1,,MXN,,sitio_reporta_unidad=9.1 (no se usa; se calcula),exprezo-395-jugo-boing-sabor-fresa-250-ml
Exprezo,mayorista,2026-08-12,,,Refresco Coca-Cola Original 355 Ml,,355 ml,ml,1,204.0,204.0,1,,MXN,,sitio_reporta_unidad=18.9 (no se usa; se calcula),exprezo-396-refresco-coca-cola-original-355-ml
Exprezo,mayorista,2026-08-12,,,Gatorade Sabor Ponche De Frutas 1 L,,1000 ml,ml,1,22.83,22.83,1,,MXN,,sitio_reporta_unidad=26.0 (no se usa; se calcula),exprezo-397-gatorade-sabor-ponche-de-frutas-1-l
Exprezo,mayorista,2026-08-12,,,Gatorade Sabor Lima-Limón 1 L,,1000 ml,ml,1,22.83,22.83,1,,MXN,,sitio_reporta_unidad=26.0 (no se usa; se calcula),exprezo-398-gatorade-sabor-lima-lim-n-1-l
Exprezo,mayorista,2026-08-12,,,Jugo Boing Sabor Uva 1 Litro,,1000 ml,ml,1,24.21,24.21,1,,MXN,,sitio_reporta_unidad=26.9 (no se usa; se calcula),exprezo-399-jugo-boing-sabor-uva-1-litro
Exprezo,mayorista,2026-08-12,,,Bebida Rehidratante Sabor Moras Gatorade 1 L,,1000 ml,ml,1,22.83,22.83,1,,MXN,,sitio_reporta_unidad=26.0 (no se usa; se calcula),exprezo-400-bebida-rehidratante-sabor-moras-gatorade
Exprezo,mayorista,2026-08-12,,,Jugo Boing Sabor Fresa 1 L,,1000 ml,ml,1,24.21,24.21,1,,MXN,,sitio_reporta_unidad=26.9 (no se usa; se calcula),exprezo-401-jugo-boing-sabor-fresa-1-l
Exprezo,mayorista,2026-08-12,,,Néctar Del Valle Generosa Sabor Mango 413 Ml,,413 ml,ml,1,14.0,14.0,1,,MXN,,sitio_reporta_unidad=16.5 (no se usa; se calcula),exprezo-402-n-ctar-del-valle-generosa-sabor-mango-41
