fuente,tipo_fuente,fecha_captura,url,categoria,producto_raw,marca,presentacion,unidad_base,cantidad_empaque,precio_empaque,precio_unitario,min_piezas,precio_escalon,moneda,minimo_compra_pedido,notas,id_producto_proveedor
Exprezo,mayorista,2026-08-12,,,Chiles La Costeña Chipotle Adobados 105 Gr,,105 g,g,1,13.4,13.4,1,,MXN,,sitio_reporta_unidad=15.8 (no se usa; se calcula),exprezo-12-chiles-la-coste-a-chipotle-adobados-105-
Exprezo,mayorista,2026-08-12,,,"Chocolate Abuelita De Mesa #6, 540 Gr",,540 g,g,1,115.0,115.0,1,,MXN,,sitio_reporta_unidad=115.0 (no se usa; se calcula),exprezo-13-chocolate-abuelita-de-mesa-6-540-gr
Exprezo,mayorista,2026-08-12,,,Frijoles La Costeña Negros Refritos 580 Gr,,580 g,g,1,172.0,172.0,1,,MXN,,sitio_reporta_unidad=16.0 (no se usa; se calcula),exprezo-14-frijoles-la-coste-a-negros-refritos-580-
Exprezo,mayorista,2026-08-12,,,Mayonesa Mccormick #16 390g+ pilón 20%,,390 g,g,1,42.25,42.25,1,,MXN,,sitio_reporta_unidad=45.0 (no se usa; se calcula),exprezo-15-mayonesa-mccormick-16-390g-pil-n-20-
Exprezo,mayorista,2026-08-12,,,Mermelada McCormick fresa 270 gr.,,270 g,g,1,26.67,26.67,1,,MXN,,sitio_reporta_unidad=30.4 (no se usa; se calcula),exprezo-16-mermelada-mccormick-fresa-270-gr-
Exprezo,mayorista,2026-08-12,,,Salsa Catsup del Monte Squeeze 220 gr,,220 g,g,1,11.46,11.46,1,,MXN,,sitio_reporta_unidad=13.5 (no se usa; se calcula),exprezo-17-salsa-catsup-del-monte-squeeze-220-gr
Exprezo,mayorista,2026-08-12,,,Tajín Chile En Polvo 142 Gr,,142 g,g,1,35.41,35.41,1,,MXN,,sitio_reporta_unidad=38.5 (no se usa; se calcula),exprezo-18-taj-n-chile-en-polvo-142-gr
Exprezo,mayorista,2026-08-12,,,Puré La Costeña De Tomate Condimentado 350 Gr,,350 g,g,1,11.7,11.7,1,,MXN,,sitio_reporta_unidad=13.7 (no se usa; se calcula),exprezo-19-pur-la-coste-a-de-tomate-condimentado-35
Exprezo,mayorista,2026-08-12,,,Fécula De Maíz Maizena Natural 160 Gr,,160 g,g,1,20.61,20.61,1,,MXN,,sitio_reporta_unidad=22.9 (no se usa; se calcula),exprezo-20-f-cula-de-ma-z-maizena-natural-160-gr
Exprezo,mayorista,2026-08-12,,,Leche Condensada La Lecherita 100 gr,,100 g,g,1,10.21,10.21,1,,MXN,,sitio_reporta_unidad=11.4 (no se usa; se calcula),exprezo-21-leche-condensada-la-lecherita-100-gr
