sku,nombre,categoria,tipo,codigo_barras,costo_compra,precio_venta_fc,margen_bruto_pct,markup_sobre_costo_pct,precio_teorico_costo_x1_6,dif_vs_teorico_pct,precio_similares,precio_del_ahorro,precio_exprezo,ref_mercado_min,dif_vs_mercado_pct,fecha_ref_competencia
FC-F817BC3A,Sibicos,Otro,marca,,33.65,43.75,23.1,30.0,53.84,-18.7,,,,,,
FC-24511711,Silica Shine Sily 3/1 Mora,Higiene,marca,7502224511711,45.64,73.03,37.5,60.0,73.02,0.0,,,,,,
FC-24511636,Silica Shine Sily 3/1 Naran,Higiene,marca,7502224511636,44.76,63.0,29.0,40.8,71.62,-12.0,,,,,,
FC-54073302,Silica Shine Sily Oleo Argan,Higiene,marca,7502254073302,44.76,71.62,37.5,60.0,71.62,0.0,,,,,,
FC-24511629,Silica Shine uva,Higiene,marca,7502224511629,44.76,63.0,29.0,40.8,71.62,-12.0,,,,,,
FC-49853867,Softlub Extra Cond Extra,Higiene,marca,75022149853867,45.4,64.0,29.1,41.0,72.64,-11.9,,,,,,
FC-23001331,Sr I Ting,Producto,marca,75010723001331,73.6,117.76,37.5,60.0,117.76,0.0,,,,,,
FC-BE0A0E46,Sumitex Intravenoso- Pu X 25 Mm C/1 Azul,Botiquín,marca,,9.26,12.04,23.1,30.0,14.82,-18.8,,,,,,
FC-6C2878CF,Susp 125 Mg/Ml,Otro,marca,,130.24,169.32,23.1,30.0,208.38,-18.7,,,,,,
FC-08485316,Tabcin Eferv,Otro,marca,7501008485316,37.73,49.05,23.1,30.0,60.37,-18.8,,,,,,
FC-56360429,Talco desodorante pies,Higiene,marca,7501056360429,71.8,101.0,28.9,40.7,114.88,-12.1,,,,,,
FC-88915491,Tarmin 2 Mg /12,Otro,marca,75022088915491,58.5,77.0,24.0,31.6,93.6,-17.7,,,,,,
FC-40030963,Teatrical Cel-Ma Nutrit,Cuidado personal,marca,650240030963,62.25,88.0,29.3,41.4,99.6,-11.6,,,,,,
FC-40013898,Teatrical Lanol/Ros,Cuidado personal,marca,650240013898,30.36,43.0,29.4,41.6,48.58,-11.5,,,,,,
FC-34062421,Tela adhesiva,Botiquín,marca,75030034062421,27.0,44.0,38.6,63.0,43.2,1.9,,,,,,
FC-58792792,Tempra,Producto,marca,7501058792792,59.9,96.0,37.6,60.3,95.84,0.2,,,,,,
FC-54521161,Tempra,Otro,marca,75010954521161,48.8,78.08,37.5,60.0,78.08,0.0,,,,,,
FC-60101231,"Tempra ,",Otro,marca,7506460101231,59.69,77.6,23.1,30.0,95.5,-18.7,,,,,,
FC-48691005,Tensolastic Plus venda elástica 10 cm x 5 m,Botiquín,marca,7501048691005,26.48,40.0,33.8,51.1,42.37,-5.6,,,,,,
FC-48691104,Tensolastic Plus venda elástica 15 cm x 5 m,Botiquín,marca,7501048691104,38.31,58.0,33.9,51.4,61.3,-5.4,,,,,,
FC-48690800,Tensolastic Plus venda elástica 5 cm x 5 m,Botiquín,marca,7501048690800,14.42,22.0,34.5,52.6,23.07,-4.6,,,,,,
FC-48690909,Tensolastic Plus venda elástica 7 cm x 5 m,Botiquín,marca,7501048690909,21.14,32.0,33.9,51.4,33.82,-5.4,,,,,,
FC-F967863B,Terficho,Otro,marca,,46.05,59.87,23.1,30.0,73.68,-18.7,,,,,,
FC-26462061,Ternura Ortodontic Miel C3,Bebés,marca,7501026462061,22.3,29.0,23.1,30.0,35.68,-18.7,,,,,,
FC-72300171,Ting polvo decolorante,Cuidado personal,marca,7501072300171,80.46,113.0,28.8,40.4,128.74,-12.2,,,,,,
FC-41500096,Tiraleche de cristal,Botiquín,marca,7501441500096,31.77,48.0,33.8,51.1,50.83,-5.6,,,,,,
FC-56034041,Toallitas húmedas antibacterial,Higiene,marca,75064256034041,15.29,24.47,37.5,60.0,24.46,0.0,,,,,,
FC-43471900,Toallitas húmedas C/120,Higiene,marca,7501943471900,21.46,34.34,37.5,60.0,34.34,0.0,,,,,,
FC-43454811,Toallitas húmedas cuidado puro,Higiene,marca,7501943454811,39.6,63.37,37.5,60.0,63.36,0.0,,,,,,
FC-3E863E37,Tratidri,Otro,marca,,47.47,61.72,23.1,30.0,75.95,-18.7,,,,,,
FC-70612368,Treda,Otro,marca,7501070612368,152.0,198.0,23.2,30.3,243.2,-18.6,,,,,,
FC-88947797,Tribedoce,Otro,marca,75022088947797,18.0,23.4,23.1,30.0,28.8,-18.8,,,,,,
FC-80953017,Trojan,Producto,marca,7501080953017,49.0,78.41,37.5,60.0,78.4,0.0,,,,,,
FC-86A95D07,Tropharma,Otro,marca,,44.53,57.89,23.1,30.0,71.25,-18.8,,,,,,
FC-65054135,TUMS,Botiquín,marca,7501065054043,37.48,57.0,34.2,52.1,59.97,-5.0,,,,,,
FC-1DAD5EF1,Tusilen Ad 1 Ibe 240/30/50Mg/100,Producto,marca,,24.22,31.49,23.1,30.0,38.75,-18.7,,,,,,
FC-75354321,Tylenol,Otro,marca,75010075354321,50.0,65.0,23.1,30.0,80.0,-18.8,,,,,,
FC-405A75E3,Ursodesoxicolico,Otro,marca,,217.23,282.4,23.1,30.0,347.57,-18.8,,,,,,
FC-022543CD,Valclan,Otro,marca,,37.22,48.39,23.1,30.0,59.55,-18.7,,,,,,
FC-D06E54FE,Valclan,Otro,marca,,51.18,66.54,23.1,30.0,81.89,-18.7,,,,,,
FC-D11D586A,Valgab 3 Ibe /6Ml,Producto,marca,,19.41,25.24,23.1,30.0,31.06,-18.7,,,,,,
FC-BE2ACF63,Valnait Capsulas,Producto,marca,,4.56,5.93,23.1,30.0,7.3,-18.8,,,,,,
FC-930E0B1B,Vandil,Otro,marca,,20.58,26.76,23.1,30.0,32.93,-18.7,,,,,,
FC-4C621D07,Vanmoxol,Otro,generico,,18.03,28.85,37.5,60.0,28.85,0.0,,,,,,
FC-56323066,Vaseline FaseLine puro,Cuidado personal,marca,7506306249356,27.0,41.0,34.1,51.9,43.2,-5.1,,,,,,
FC-56323059,Vaseline puro,Cuidado personal,marca,7506306249042,45.5,69.0,34.1,51.6,72.8,-5.2,,,,,,
FC-48640775,Venda de yeso 10 cm x 2.75 m C/12,Botiquín,marca,7501048640775,18.05,28.0,35.5,55.1,28.88,-3.0,,,,,,
FC-48640799,Venda de yeso 15 cm x 2.75 m C/12,Botiquín,marca,7501048640799,24.84,38.0,34.6,53.0,39.74,-4.4,,,,,,
FC-46640629,Venda de yeso 20 cm x 2.75 m,Botiquín,marca,7501046640629,40.28,61.0,34.0,51.4,64.45,-5.4,,,,,,
FC-48640751,Venda de yeso 5 cm x 2.75 m C/12,Botiquín,marca,7501048640751,14.53,22.0,34.0,51.4,23.25,-5.4,,,,,,
FC-174824A0,Vernisen,Otro,marca,,12.38,16.1,23.1,30.0,19.81,-18.7,,,,,,
FC-35246309,Vick Drops Tengibre Pastillas Drops Tengibre,Botiquín,marca,7500435246309,37.53,60.05,37.5,60.0,60.05,0.0,,,,,,
FC-01246730,Vicks Vaporub pomada 12 g,Botiquín,marca,75916565,21.25,42.0,49.4,97.6,34.0,23.5,,,,,,
FC-02012475,Vicks Vaporub ungüento 100 G,Botiquín,marca,7590002012475,125.12,188.0,33.4,50.3,200.19,-6.1,,,,,,
FC-02012468,Vicks Vaporub ungüento 50G,Botiquín,marca,7590002012468,82.41,124.0,33.5,50.5,131.86,-6.0,,,,,,
FC-60101521,Vitacilina,Producto,marca,7506460101521,100.8,161.28,37.5,60.0,161.28,0.0,,,,,,
FC-76000277,Vitacilina Cre Humectante Humectante,GENERAL,marca,7506376000277,277.0,374.0,25.9,35.0,443.2,-15.6,,,,,,
FC-76000284,Vitacilina Ros-Sab,Cuidado personal,marca,7506376000284,81.47,115.0,29.2,41.2,130.35,-11.8,,,,,,
FC-759A5EF9,Wermy,Otro,marca,,24.89,32.36,23.1,30.0,39.82,-18.7,,,,,,
FC-50D044FF,Wermy,Otro,marca,,24.51,31.87,23.1,30.0,39.22,-18.7,,,,,,
FC-69A3C416,Wexpec,Otro,marca,,16.65,21.65,23.1,30.0,26.64,-18.7,,,,,,
FC-99425580,X-Treme Titan,Cuidado personal,marca,7501199425580,11.31,16.0,29.3,41.5,18.1,-11.6,,,,,,
FC-A23F290E,Zitriasol,Otro,generico,,34.61,55.38,37.5,60.0,55.38,0.0,,,,,,
FC-3D0ED22B,Zukedib,Otro,marca,,27.98,36.38,23.1,30.0,44.77,-18.7,,,,,,
FC-52D2A43A,Zukedib,Otro,marca,,29.08,37.81,23.1,30.0,46.53,-18.7,,,,,,
