sim_sku,descripcion,marca,precio,linea,jerarquia,forma,cantidad,concentraciones,ingredientes,link,fuente
3180,LEVOCETIRIZINA 0.5MG SOL,INVOKER,64.0,ANTIHISTAMINICOS,MEDICAMENTOS,solucion,,0.5mg 100ml,levocetirizina,,excel
3181,METOCLOPRAMIDA 100MG/100ML SOL,CARNOTPRIM,171.0,ESTOMACALES (GASTRO),MEDICAMENTOS,solucion,,100mg 100ml,metoclopramida,,excel
3182,PIROFOS FER SOL+1COM VITB1/B6/B12 115ML,ANEREX,188.0,MULTIVITAMINICOS,MEDICAMENTOS,solucion,1,1043.5mg 115ml 48.3mg,pirofos,,excel
3184,BAUMANOMETRO DIGITAL DE MUÑECA,,619.0,CURACION Y MEDICION,MATERIAL DE CURACION,,1,,baumanometro,,excel
3185,PRUEBA DE EMBARAZO DIGITAL CLEAR BLUE,,214.01,CURACION Y MEDICION,MATERIAL DE CURACION,,1,,prueba,,excel
3186,GEL LUBRICANTE CORPORAL COMESTIBLE,,79.0,SEXUALIDAD,SALUD SEXUAL,solucion,,,comestible,,excel
3188,FENOFIBRATO 160MG 30CAP,CONTROLIP,189.0,CARDIOVASCULARES,MEDICAMENTOS,capsula,30,160mg,fenofibrato,,excel
3190,TRIMEBUTIN/SIMET 200/75MG 24COMP CARNOT,LIBERTRIM SII,419.0,ESTOMACALES (GASTRO),MEDICAMENTOS,tableta,24,200mg 75mg,trimebutin + simet,,excel
3197,NORFLOX/FENAZOP 400/100MG 16TAB ASOFARMA,MICTASOL,379.0,ANTIBIOTICOS,MEDICAMENTOS,tableta,16,100mg 400mg,norflox + fenazop,,excel
3198,METFORMINA 500MG 60TAB LP,AKSPRI,99.0,DIABETES,MEDICAMENTOS,tableta,60,500mg,metformina,,excel
3199,METFORMINA 850MG 30TAB LP,DINORAX,69.0,DIABETES,MEDICAMENTOS,tableta,30,850mg,metformina,,excel
3200,DROSPIRENONA/ETINILESTRADIOL 3/0.02MG,ILIMIT 24/4,309.0,HORMONALES,MEDICAMENTOS,tableta,28,0.02mg 3mg,drospirenona + etinilestradiol,,excel
3203,CELECOXIB 200MG 10CAP GEN,CORTAX,99.0,ANALGESICOS,MEDICAMENTOS,capsula,10,200mg,celecoxib,,excel
3211,ANILLO VIBRADOR ALFA 1 PZA,,91.0,SEXUALIDAD,SALUD SEXUAL,,1,,anillo,,excel
3212,TIRAS REACTIVAS GMATE 25 PZAS,,189.0,CURACION Y MEDICION,MATERIAL DE CURACION,,25,,tiras,,excel
3213,LANCETAS NANOLET 25 PZAS,,59.0,CURACION Y MEDICION,MATERIAL DE CURACION,,25,,lancetas,,excel
3214,TIRAS REACT ONE TOUCH 50PZAS,,479.0,CURACION Y MEDICION,MATERIAL DE CURACION,,50,,tiras,,excel
322,BETAMETASONA/GENTA/CLOTRI 40GR CREMA,BARMICIL COMPUESTO,32.0,ENFERMEDADES DE LA PIEL,MEDICAMENTOS,crema,,1000mg 100mg 40000mg 50mg,betametasona + genta + clotri,,excel
3222,CONDON ALFA EXTR CLIMAX TEXT 2PZAS,,44.0,SEXUALIDAD,SALUD SEXUAL,,2,,,,excel
3223,CONDON ALFA CLIMAX ULTRASEN 2PZAS,,44.0,SEXUALIDAD,SALUD SEXUAL,,2,,,,excel
3224,ITOPRIDA 50MG 30TAB,DAGLA,99.0,ESTOMACALES (GASTRO),MEDICAMENTOS,tableta,30,50mg,itoprida,,excel
3228,BENZOCAINA 10MG 24PAST GRANEODIN B,GARDE,119.0,RESPIRATORIOS,MEDICAMENTOS,pastilla,24,10mg,benzocaina,,excel
3229,METFOR/SITA 850/50MG 28COMP MERCK MSD,JANUMET,499.0,DIABETES,MEDICAMENTOS,tableta,28,50mg 850mg,metfor,,excel
323,DEXTROMETORFANO JBE 120ML,BALSEDRINA,23.0,RESPIRATORIOS,MEDICAMENTOS,jarabe,,100ml 120ml 300mg,dextrometorfano,,excel
3230,SITAGLIPTINA 100MG 14COMP MERCK,FAZIQUE,449.0,DIABETES,MEDICAMENTOS,tableta,14,100mg,sitagliptina,,excel
324,DIFENHIDRAMINA 25MG 30CAP,BENADRYL,33.0,ANTIHISTAMINICOS,MEDICAMENTOS,capsula,30,25mg,difenhidramina,,excel
3245,TIRAS REACT ACCU-CHEK ACT 25PZAS,,244.01,CURACION Y MEDICION,MATERIAL DE CURACION,,25,,tiras,,excel
325,DIMENHIDRINATO 50MG 12CAP,APO MINA,28.0,ESTOMACALES (GASTRO),MEDICAMENTOS,capsula,12,50mg,dimenhidrinato,,excel
3250,CUBREBOCA DR SIMI TRIPLE PLIEGUE 3PZAS,,19.0,CURACION Y MEDICION,MATERIAL DE CURACION,,3,,cubreboca,,excel
3251,CUBREBOCA LISO DOBLE 5PZAS,,10.0,CURACION Y MEDICION,MATERIAL DE CURACION,,5,,cubreboca,,excel
3261,JENGIBRE/CARBON ACT/TE VDE 60CAP,,149.0,ESTOMACALES (GASTRO),SUPLEMENTOS,capsula,60,10mg,jengibre + carbon,,excel
3264,CUBREBOCA LAV SANITI ADULT 1PZA AZUL,,43.0,CURACION Y MEDICION,MATERIAL DE CURACION,,1,,cubreboca,,excel
3267,VIT D3 4000UI 30TAB MASTICABLES,HISTOFIL,149.0,RESPIRATORIOS,MEDICAMENTOS,tableta,30,4000ui,,,excel
3271,GLUCOSAMINA/CONDR 1500/1200MG 15SOB,KERNOLINE,389.0,ANALGESICOS,MEDICAMENTOS,polvo,15,1200mg 1500mg,glucosamina + condr,,excel
3273,TADALAFIL 20MG 1TAB,ALZOCID,79.0,SEXUALIDAD,MEDICAMENTOS,tableta,1,20mg,tadalafil,,excel
3274,PASSIFLORA/VALERIANA 30ML SOL,SIMPLEX NITE,106.0,RELAJANTES,MEDICAMENTOS,solucion,,100ml 30ml,passiflora + valeriana,,excel
3276,CUBREBOCAS KN95 1PZA,,39.0,CURACION Y MEDICION,MATERIAL DE CURACION,,1,,cubrebocas,,excel
3280,IVERMECTINA 6MG 4TAB,IVERMIN,101.0,ESTOMACALES (GASTRO),MEDICAMENTOS,tableta,4,6mg,ivermectina,,excel
329,SENOSIDOS A Y B 12MG 30CAP,LAXACAPS,46.0,ESTOMACALES (GASTRO),MEDICAMENTOS,capsula,30,12mg,senosidos,,excel
3293,AC ASCORBICO/JALEA REAL/ZINC 30TAB,,79.0,RESPIRATORIOS,SUPLEMENTOS,tableta,30,10mg 25mg 300mg,vitaminac + jalea,,excel
3301,FLUTICASONA 27.5MCG/50MCL 120DOSIS,AVAMYS 2A,449.0,RESPIRATORIOS,MEDICAMENTOS,suspension,,27.5mcg,fluticasona,,excel
3303,AC ASCORBICO/WELLMUNE 300/200MG 10S,,179.0,RESPIRATORIOS,SUPLEMENTOS,polvo,10,200mg 300mg,vitaminac + wellmune,,excel
3304,AC ASCORBICO 300MG 10 SOB EFER,,94.01,RESPIRATORIOS,SUPLEMENTOS,polvo,10,300mg,vitaminac,,excel
3306,HIDROSMINA 200MG 20CAP,AXIRAS,419.0,CARDIOVASCULARES,MEDICAMENTOS,capsula,20,200mg,hidrosmina,,excel
3314,AC FUSIDICO/BETA 20/1MG CREMA,ACELER-CO,119.0,ENFERMEDADES DE LA PIEL,MEDICAMENTOS,crema,,1mg 20mg,fusidico,,excel
3315,NEBIVOLOL 5MG 14TAB,CORETEL-N,239.0,CARDIOVASCULARES,MEDICAMENTOS,tableta,14,5mg,nebivolol,,excel
3316,AC ASCORBICO 500MG 30CAP,RAMICO,76.0,RESPIRATORIOS,MEDICAMENTOS,capsula,30,500mg,vitaminac,,excel
3317,TIRAS REACTIVAS 50+25PZAS,,479.0,CURACION Y MEDICION,MATERIAL DE CURACION,,25,,tiras,,excel
3319,TADALAFIL 5MG 14TAB,CHRISALE,229.0,SEXUALIDAD,MEDICAMENTOS,tableta,14,5mg,tadalafil,,excel
3321,SIMI B12 CIANOCO 1MG 30TAB MAST,REDBELGY,63.0,MULTIVITAMINICOS,MEDICAMENTOS,tableta,30,1mg,,,excel
3329,AC ASCORBICO/WELLMUNE 300/50MG JBE,XTRA C JUNIOR,79.0,RESPIRATORIOS,SUPLEMENTOS,jarabe,,15ml 300mg 50mg,vitaminac + wellmune,,excel
3330,CUBREBOCAS KN95/KF94 INFANTIL PIEZA,,39.0,CURACION Y MEDICION,MATERIAL DE CURACION,,1,,cubrebocas,,excel
3333,GABAPENTINA/VIT B1/VIT B12 30TAB,CALNEREN,420.0,SISTEMA NERVIOSO,MEDICAMENTOS,tableta,30,0.2mg 100mg 300mg,gabapentina,,excel
3334,MICRODACYN SOL ANTISEP SPRAY 120ML,,227.0,CURACION Y MEDICION,MATERIAL DE CURACION,spray,,120ml,microdacyn,,excel
3335,MICRODACYN SOL BUCOFARINGEO 240ML,,335.01,CURACION Y MEDICION,MATERIAL DE CURACION,solucion,,240ml,microdacyn,,excel
3337,MELATONINA 3MG 60TAB ORAL,BENEDORM,94.0,SISTEMA NERVIOSO,MEDICAMENTOS,tableta,60,3mg,melatonina,,excel
3343,AC ASCORBICO/VIT D3 60CAP,,149.0,RESPIRATORIOS,SUPLEMENTOS,capsula,60,150mg 5mcg,vitaminac,,excel
3347,AMINOACIDOS PVO XGEAR 400GR FRUTO RJO,,409.0,DEPORTISTAS,SUPLEMENTOS,polvo,,400000mg,aminoacidos,,excel
3348,PROT XGEAR WHEY PROTEIN CHOCOLATE 450GR,,439.0,DEPORTISTAS,SUPLEMENTOS,polvo,,450000mg,,,excel
3349,PROT XGEAR SLENDER BLEND CHOCOLATE 450GR,,409.0,DEPORTISTAS,SUPLEMENTOS,polvo,,450000mg,,,excel
335,VIT FUTURAS MAMAS 90 CAP SIMIBABY,REVITRON,151.0,MATERNIDAD Y LACTANTES,MEDICAMENTOS,capsula,90,,,,excel
3350,TADALAFIL 20MG 4TAB ALFA,CHRISALE,169.0,SEXUALIDAD,MEDICAMENTOS,tableta,4,20mg,tadalafil,,excel
3354,ANTICUERPOS AFINOPUR ADULT 20TAB,ANAFERON,319.0,RESPIRATORIOS,MEDICAMENTOS,tableta,20,,anticuerpos,,excel
3356,CITICOLINA 500MG 10TAB,SOMAZINA,269.0,SISTEMA NERVIOSO,MEDICAMENTOS,tableta,10,500mg,citicolina,,excel
3357,MAGNESIO OXIDO 208MG 60CAP,,89.0,MULTIVITAMINICOS,SUPLEMENTOS,capsula,60,100mg 208mg,magnesio,,excel
3366,CARBOCISTEINA 375MG/5ML SOL 150ML,ARBISTIN,86.0,RESPIRATORIOS,MEDICAMENTOS,solucion,,150ml 375mg 5ml,carbocisteina,,excel
3367,DUTASTERIDA/TAMSU 0.5/0.4MG 30CAP GSK,ASOFLON DUO,799.0,ESPECIALIDAD,MEDICAMENTOS,capsula,30,0.4mg 0.5mg,dutasterida + tamsu,,excel
3380,ENOXAPARINA 40MG/0.4ML 2 JER PRELL,BOLENTAX,389.0,CARDIOVASCULARES,MEDICAMENTOS,solucion,2,0.4ml 40mg,enoxaparina,,excel
3384,ESOMEPRAZOL 40MG 14CAP LR,AMABLY,129.0,ESTOMACALES (GASTRO),MEDICAMENTOS,capsula,14,40mg,esomeprazol,,excel
3386,ORLISTAT/L CARNITI 60/200MG 21CAP,REDUSTAT BOOST,239.0,PESO Y METABOLISMO,MEDICAMENTOS,capsula,21,200mg 60mg,orlistat + carniti,,excel
3387,OMEPRAZOL/BICAR SOD 20/1100MG 30CAP,INHIBITRON TWIT,333.0,ESTOMACALES (GASTRO),MEDICAMENTOS,capsula,30,1100mg 20mg,omeprazol + bicar,,excel
3392,DESVENLAFAXINA 50MG 14TAB LP,FAPRIS,499.0,SISTEMA NERVIOSO,MEDICAMENTOS,tableta,14,50mg,desvenlafaxina,,excel
3393,ANASTROZOL 1MG 28TAB,ACETRAZ,435.0,ESPECIALIDAD,MEDICAMENTOS,tableta,28,1mg,anastrozol,,excel
34,AMPICILINA 500MG 20CAP O TAB,ACILMED,48.0,ANTIBIOTICOS,MEDICAMENTOS,capsula,20,500mg,ampicilina,,excel
3405,ANTICUERPOS AFINOPUR INF 20TAB,ANAFERON INF,319.0,RESPIRATORIOS,MEDICAMENTOS,tableta,20,,anticuerpos,,excel
3406,CUBREBOCA LAV SANITIZADO INF 1PZA,,36.01,CURACION Y MEDICION,MATERIAL DE CURACION,,1,,cubreboca,,excel
3410,CANDESAR/HIDRO 16/12.5MG 28TAB (GEN),ARAMISTAN,199.0,CARDIOVASCULARES,MEDICAMENTOS,tableta,28,12.5mg 16mg,candesar + hidro,,excel
3412,LERCANIDIPINO 10MG 30TAB,EVIPRESS,239.0,CARDIOVASCULARES,MEDICAMENTOS,tableta,30,10mg,lercanidipino,,excel
3426,LOXCELL QUINF/ALBEND 200/400MG SUSP 20ML,AH-MICOL,83.0,ESTOMACALES (GASTRO),MEDICAMENTOS,suspension,,200mg 20ml 400mg,loxcell + albend,,excel
3434,TIZANIDINA 2MG 20TAB,NADIAMYR,184.0,SISTEMA NERVIOSO,MEDICAMENTOS,tableta,20,2mg,tizanidina,,excel
3435,PARACETAMOL/CLORZO 300/250MG 30TAB,FIXERAL,189.0,ANALGESICOS,MEDICAMENTOS,tableta,30,250mg 300mg,paracetamol + clorzo,,excel
3436,METFOR/SITA 500/50MG 28TAB MSD,JANUMET,599.0,DIABETES,MEDICAMENTOS,tableta,28,500mg 50mg,metfor,,excel
3451,FLURBIPROFENO 8.75MG 24PAST GRANEODIN F,GRANEODIN F,169.0,RESPIRATORIOS,MEDICAMENTOS,pastilla,24,8.75mg,flurbiprofeno,,excel
3455,PRUEBA RAPIDA ANTIGENOS COVID-19 1PZA,,149.0,CURACION Y MEDICION,MATERIAL DE CURACION,,1,,prueba,,excel
346,VITAMINA C/R H/NIÑOS 30TAB MAST DR SIMI,,36.01,RESPIRATORIOS,SUPLEMENTOS,tableta,30,,ninos,,excel
3466,CUO PROTECT 100MG 30TAB LR,ASA 100,69.0,CARDIOVASCULARES,MEDICAMENTOS,tableta,30,100mg,,,excel
3467,EZETIMIBA 10MG 20 Y/O 21TAB,EDIZAT,559.0,CARDIOVASCULARES,MEDICAMENTOS,tableta,21,10mg,ezetimiba,,excel
347,VITAMINA C/R H/NIÑOS 90TAB MAST DR SIMI,,79.0,RESPIRATORIOS,SUPLEMENTOS,tableta,90,,ninos,,excel
3479,GLUCOSAMINA/MELOXIC 1500/15MG PVO 15SOB,NOVOVARTALON,539.0,ANALGESICOS,MEDICAMENTOS,polvo,15,1500mg 15mg,glucosamina + meloxic,,excel
3482,SUPEROXIDODISMUTASA 30CAP ETERNAL SEC,,319.0,CUIDADO DE LA PIEL,SUPLEMENTOS,capsula,30,250ui,superoxidodismutasa,,excel
3483,SULFATO PLATA 0.029GR/100ML SOL 120ML,,169.0,CURACION Y MEDICION,MATERIAL DE CURACION,solucion,,100ml 120ml 29mg,sulfato,,excel
3484,ESPORAS BAC CLAUSII 4BILL UFC SUSP 5AMP,ENTEROGERMINA,99.0,ESTOMACALES (GASTRO),MEDICAMENTOS,suspension,,,esporas,,excel
3487,5-HTP + VITAMINA B6 30CAP,5HTP+B6,129.0,RELAJANTES,SUPLEMENTOS,capsula,30,,,,excel
3488,AGUA DE MAR ISOTONICA INF SPRAY 50ML,,119.0,CURACION Y MEDICION,MATERIAL DE CURACION,spray,,50ml,,,excel
3490,ELECTROLITO ORAL UVA 500ML,ELECTROLIT,25.5,REHIDRATANTES,MEDICAMENTOS,solucion,,500ml,electrolito,,excel
3497,FOSFOMICINA 3GR PVO GRANULADO 1SOB,ACECNOU,369.0,ANTIBIOTICOS,MEDICAMENTOS,polvo,1,3000mg,fosfomicina,,excel
3500,VALSARTAN/HIDRO/AMLODI 14COMP,EXFORGE HCT,929.0,CARDIOVASCULARES,MEDICAMENTOS,tableta,14,12.5mg 160mg 5mg,valsartan + hidro + amlodi,,excel
3502,PRE-WORKOUT PONCHE FRU 150GR XGEAR,,349.0,DEPORTISTAS,SUPLEMENTOS,polvo,,150000mg,,,excel
3504,ELECTROLITO PVO 10SOB XGEAR CITRUS,,85.0,REHIDRATANTES,SUPLEMENTOS,polvo,10,,electrolito,,excel
3505,ELECTROL 0% AZU PONCHE 500ML HIDRATASIM,,25.5,REHIDRATANTES,SUPLEMENTOS,solucion,,500ml,electrol,,excel
3517,FLUCONAZOL/TINIDA 37.5/500MG 4TAB,AFUMIX,199.0,ANTIMICOTICOS,MEDICAMENTOS,tableta,4,37.5mg 500mg,fluconazol + tinida,,excel
3521,QUETIAPINA 100MG 60TAB,ALREX,299.0,SISTEMA NERVIOSO,MEDICAMENTOS,tableta,60,100mg,quetiapina,,excel
3522,LEVETIRACETAM 1000MG 30TAB,ALEMAP,179.0,SISTEMA NERVIOSO,MEDICAMENTOS,tableta,30,1000mg,levetiracetam,,excel
3528,CBD TINTURA 125MG SABOR NJA 30ML GOTAS,,389.01,RELAJANTES,SUPLEMENTOS,gotas,,125mg 30ml,,,excel
3531,GELASIMI FORTE 30CAP GEL ETERNAL SECRET,,109.01,CUIDADO DE LA PIEL,SUPLEMENTOS,capsula,30,,gelasimi,,excel
3533,GOMITAS LTEANINA 50PZAS MULTIGOMI INF,,139.0,RELAJANTES,SUPLEMENTOS,,50,,gomitas,,excel
3537,LACTOBACILLUS PED FCO SOL 6ML SIMIBABY,,254.01,MATERNIDAD Y LACTANTES,SUPLEMENTOS,solucion,,6ml,lactobacillus,,excel
3538,ANTISEPT NASAL CLORO/OXIGENO AD SOL 30ML,,224.01,CURACION Y MEDICION,MATERIAL DE CURACION,solucion,,30ml,antisept + oxigeno,,excel
3545,VIT D3 5000UI 30CAP GEL SIMI D3,DETRESGEL,109.0,RESPIRATORIOS,MEDICAMENTOS,capsula,30,5000ui,,,excel
3546,GOMITAS S/AZUC VINAG MANZ 60PZAS,,209.0,PESO Y METABOLISMO,SUPLEMENTOS,,60,500mg,gomitas,,excel
3548,CREATINA 5GR POLVO 150GR XGEAR,,240.0,DEPORTISTAS,SUPLEMENTOS,polvo,,150000mg 5000mg,creatina,,excel
3549,TRIGLICERIDOS AC CAPRILICO 270ML XGEAR,,247.0,DEPORTISTAS,SUPLEMENTOS,emulsion,,270ml,trigliceridos,,excel
3556,RIVAROXABAN 20MG 28TAB SANOFI,LOVENTRAX,969.0,CARDIOVASCULARES,MEDICAMENTOS,tableta,28,20mg,rivaroxaban,,excel
3557,RIVAROXABAN 10MG 30TAB SANOFI,LOVENTRAX,919.0,CARDIOVASCULARES,MEDICAMENTOS,tableta,30,10mg,rivaroxaban,,excel
3559,MONTELUKAST/LEVOCETI 10/5MG 14TAB,MISDAPRE RAC,609.0,RESPIRATORIOS,MEDICAMENTOS,tableta,14,10mg 5mg,montelukast + levoceti,,excel
3560,MINI BALA VIBRA DAMA/CABALLER ALFA 1PZA,,198.0,SEXUALIDAD,SALUD SEXUAL,,1,,caballer,,excel
3561,SUBSAL BISMUTO PEPTO BISMOL 4TAB MAST,ITAMOL,20.0,ESTOMACALES (GASTRO),MEDICAMENTOS,tableta,4,262.4mg,subsal + bismuto,,excel
3562,COMBO NARHEMO UNG 30GR+NARHEMO 30TAB,NARHEMO,159.0,ANTIINFLAMATORIOS,MEDICAMENTOS,,30,30000mg,combo,,excel
3564,ARNICA 6C 30TAB,ARNICA NARTEX,55.0,ANALGESICOS,MEDICAMENTOS,tableta,30,,arnica,,excel
3566,CITIDIN 5 URIDIN 5 5/3MG 30CAP,NUCLEO MCP FORTE,434.0,SISTEMA NERVIOSO,MEDICAMENTOS,capsula,30,3mg 5mg,citidin,,excel
3576,LEVODOPA/CARBIDOPA 250/25MG 100TAB,CLOISONE,389.0,SISTEMA NERVIOSO,MEDICAMENTOS,tableta,100,250mg 25mg,levodopa + carbidopa,,excel
3577,ANTISEP NASAL CLORO/OXIGENO INF SOL 30ML,,224.01,CURACION Y MEDICION,MATERIAL DE CURACION,solucion,,30ml,antisep + oxigeno,,excel
3579,ALCANF/MENT/EUCALP UNG 12GR VICK VAPORUB,DUALS NORDIN,31.9,RESPIRATORIOS,MEDICAMENTOS,unguento,,100000mg 12000mg 1330mg 2820mg 5260mg,alcanf + eucalp,,excel
358,CEFTRIAXONA 500MG 1AMP,ACROCEF,49.0,ANTIBIOTICOS,MEDICAMENTOS,solucion,1,2ml 500mg,ceftriaxona,,excel
3582,CBD TINTURA 250MG SABOR NJA 30ML GOTAS,,499.0,RELAJANTES,SUPLEMENTOS,gotas,,250mg 30ml,,,excel
3583,CBD TINTURA 500MG SABOR NJA 30ML GOTAS,,699.0,RELAJANTES,SUPLEMENTOS,gotas,,30ml 500mg,,,excel
3585,PROTECTORES P/LACTANCIA 24PZAS SIMIBABY,,59.0,MATERNIDAD Y LACTANTES,MATERNIDAD,,24,,protectores + lactancia,,excel
3586,HUEVO MASTURBADOR 1PZA,,119.0,SEXUALIDAD,SALUD SEXUAL,,1,,huevo,,excel
3587,GEL LUBRICANTE VAGINAL 60GR ALFA KINKY,,67.01,SEXUALIDAD,SALUD SEXUAL,gel,,60000mg,vaginal,,excel
3592,PROT XGEAR SLENDER BLEND 1350GR,,889.0,DEPORTISTAS,SUPLEMENTOS,polvo,,1.35e+06mg,,,excel
3598,BUMETANIDA 1MG 20TAB,MICCIL,124.0,CARDIOVASCULARES,MEDICAMENTOS,tableta,20,1mg,bumetanida,,excel
3609,ATOMOXETINA 40MG 14CAP,AITTARET,459.0,SISTEMA NERVIOSO,MEDICAMENTOS,capsula,14,40mg,atomoxetina,,excel
3610,PIDOTIMOD 800MG 20TAB,ADIMOD,759.0,ESPECIALIDAD,MEDICAMENTOS,tableta,20,800mg,pidotimod,,excel
3611,GOTAS LUBRICANTES OCULARES 10ML,,379.0,OFTALMOLOGICOS,MATERIAL DE CURACION,solucion,,10ml,lubricantes,,excel
3612,ASPIRADOR NASAL SIMIBABY 1PZA,,134.0,MATERNIDAD Y LACTANTES,MATERNIDAD,,1,,aspirador,,excel
3614,PROT S/AZUC CHOCO XGEAR 330ML,,74.0,DEPORTISTAS,SUPLEMENTOS,,,330ml,,,excel
3615,COMBO GEL DENTAL 50ML+DEDAL SIMIBABY,,59.0,MATERNIDAD Y LACTANTES,MATERNIDAD,gel,2,50ml,combo,,excel
362,AMIKACINA 500MG/2ML 2AMP,A M K,60.0,ANTIBIOTICOS,MEDICAMENTOS,solucion,2,2ml 500mg,amikacina,,excel
3620,BROMHEXINA/OXEL 60/120MG JARABE 225ML,FLUXEDAN,159.0,RESPIRATORIOS,MEDICAMENTOS,jarabe,,100ml 120mg 225ml,bromhexina,,excel
3621,OSELTAMIVIR 6MG/ML SUSP 60ML,SELTAFERON,267.0,RESPIRATORIOS,MEDICAMENTOS,suspension,,60ml 6mg,oseltamivir,,excel
3622,ELECTROLITO ORAL MORA AZUL 500ML,ELECTROLIT,25.5,REHIDRATANTES,MEDICAMENTOS,solucion,,500ml,electrolito,,excel
3627,BARRA TOPICA ARNICA 15GR SIMIBABY,,81.0,MATERNIDAD Y LACTANTES,MATERNIDAD,unguento,,15000mg,,,excel
3628,ELECTROLITO 0% AZU UVA 500ML HIDRATASIM,,25.5,REHIDRATANTES,SUPLEMENTOS,solucion,,500ml,electrolito,,excel
3629,ELECTROLITO PVO 10SOB XGEAR MANGO-CHILE,,99.01,REHIDRATANTES,SUPLEMENTOS,polvo,10,,electrolito,,excel
3630,ACICLOVIR/LIDOCAINA 5G/2G 100ML SOLSPRAY,CICLOFERON XTRM,369.0,ENFERMEDADES DE LA PIEL,MEDICAMENTOS,solucion,,100ml 2000mg 5000mg,aciclovir + lidocaina,,excel
3638,BUTILHIO(HIOSCINA) 10MG 12 TAB BUSCAPINA,BIOMESINA,98.0,ESTOMACALES (GASTRO),MEDICAMENTOS,tableta,12,10mg,butilhioscina,,excel
3640,CARBOXIMETILCELULOSA 0.5% SOL OFT 10ML,,0,,MATERIAL DE CURACION,solucion,,10ml,carboximetilcelulosa,,excel
3641,INOSITOL 500MG 30CAP,,99.01,MULTIVITAMINICOS,SUPLEMENTOS,capsula,30,500mg,inositol,,excel
3642,BERBERINA (AGRACEJO) 500MG+FIBRA 30CAP,,79.0,MULTIVITAMINICOS,SUPLEMENTOS,capsula,30,500mg,berberina,,excel
3649,PEZONERA DE SILICON SIMIBABY 2PZAS,,96.0,MATERNIDAD Y LACTANTES,MATERNIDAD,,2,,pezonera,,excel
3650,AC ASCORBICO/ZINC 1000/10MG 10TAB EFER,OXITAL ZN,85.0,RESPIRATORIOS,MEDICAMENTOS,tableta,10,10mg,vitaminac,,excel
3651,PALMITATO RET/ERGOC/AC ASC 4AMP ADEROGYL,ADEROGYL,119.0,RESPIRATORIOS,MEDICAMENTOS,solucion,4,1200ui 499.65mg,palmitato + ergoc,,excel
3652,BIBERON ANTICOLICO 260ML,,189.0,MATERNIDAD Y LACTANTES,MATERNIDAD,,1,260ml,biberon,,excel
3653,EXTRAC MANUAL P/LECHE MATERNA SIMIBABY,,269.0,MATERNIDAD Y LACTANTES,MATERNIDAD,,1,,extrac + leche,,excel
3656,GOMITAS COLAG AC HIA 60PZAS GELASIMI ES,,149.0,CUIDADO DE LA PIEL,SUPLEMENTOS,,60,,gomitas,,excel
366,CALCITRIOL 0.25MCG 50CAP,ALBRINOL,170.0,ANALGESICOS,MEDICAMENTOS,capsula,50,0.25mcg,calcitriol,,excel
367,HIDROCORTISONA 500MG 1AMP,EXTADEN,79.0,ANTIINFLAMATORIOS,MEDICAMENTOS,solucion,1,500mg,hidrocortisona,,excel
368,HIDROCORTISONA/ZINC/LIDO/ALUM UNG 20GR,ANSTK,40.0,ANALGESICOS,MEDICAMENTOS,unguento,,1000mg 180mg 2.5mg 20000mg 35mg 50mg,hidrocortisona,,excel
3704,GOMITAS LACTOBACILLUS SPOROG 60PZAS,,159.0,ESTOMACALES (GASTRO),SUPLEMENTOS,,60,,gomitas,,excel
3705,PARCHE LEON ARNICA 3% 12X18CM,,84.0,ANTIINFLAMATORIOS,MATERIAL DE CURACION,parche,1,,,,excel
3706,PROT XGEAR ZERO CARB CHOCOLATE 450GR,,439.0,DEPORTISTAS,SUPLEMENTOS,polvo,,450000mg,,,excel
3707,ELECTROL 0%AZU FRES-KIW 500ML HIDRATASIM,,25.5,REHIDRATANTES,SUPLEMENTOS,solucion,,0% 500ml,electrol,,excel
3708,ROSUVASTAT/EZETIMIBA 20MG/10MG 10TAB,NAXZALLA,319.0,CARDIOVASCULARES,MEDICAMENTOS,tableta,10,10mg 20mg,rosuvastat + ezetimiba,,excel
3709,GUAIF 1.6GR/100ML JBE 120ML MIEL VICK 44,VICK 44 EXP,152.0,RESPIRATORIOS,MEDICAMENTOS,jarabe,,100ml 120ml 1600mg,guaif,,excel
3710,GUAIFEN/OXOL 2/1GR 140ML JBE HISTIACIL,FENOCOL,149.0,RESPIRATORIOS,MEDICAMENTOS,jarabe,,1000mg 100ml 140ml 2000mg,guaifen,,excel
3712,PROGESTERONA 100MG ORAL/VAG 15CAP,GESLUTIN,344.0,HORMONALES,MEDICAMENTOS,capsula,15,100mg,progesterona,,excel
3717,FIBRA ACACIA/LINAZA/CHIA PVO 10GR 10SOB,FIBOTAX,91.0,ESTOMACALES (GASTRO),SUPLEMENTOS,polvo,,10000mg 15000mg,fibra + linaza,,excel
3719,PARACETAMOL 100MG/ML SOL PED 30ML TEMPRA,ADINOL,159.0,ANALGESICOS,MEDICAMENTOS,solucion,,100mg 30ml,paracetamol,,excel
372,DICLOFENACO 1MG/ML SOL OFT 5ML,3A OFTENO,41.0,OFTALMOLOGICOS,MEDICAMENTOS,solucion,,1mg 1ml 5ml,diclofenaco,,excel
3722,MEMANTINA 20MG 28TAB,AKATINOL,299.0,SISTEMA NERVIOSO,MEDICAMENTOS,tableta,28,20mg,memantina,,excel
