sim_sku,descripcion,marca,precio,linea,jerarquia,forma,cantidad,concentraciones,ingredientes,link,fuente
4054,COMPLEJO B 20TAB EFERV TUBO DURAZ-MARACU,,99.01,MULTIVITAMINICOS,SUPLEMENTOS,tableta,20,4000mg,complejo,,excel
4055,MULTIVITAMINICO 20TAB EFERV TUBO NARANJA,,99.01,MULTIVITAMINICOS,SUPLEMENTOS,tableta,20,4000mg,multivitaminico,,excel
4057,GEL ENERGETICO XGEAR SABOR PITAYA 30GR,,0,DEPORTISTAS,SUPLEMENTOS,gel,,30000mg,energetico,,excel
4059,GOMITAS MACA 150MG 60 PZAS ALFA,,219.0,SEXUALIDAD,SUPLEMENTOS,,60,150mg,gomitas,,excel
406,DOMPERIDONA 10MG 30TAB,BIOLIX,143.0,ESTOMACALES (GASTRO),MEDICAMENTOS,tableta,30,10mg,domperidona,,excel
4060,GOMITAS ELDERBERRY 60 PZAS MULTIGOMI,,219.0,RESPIRATORIOS,SUPLEMENTOS,,60,,gomitas,,excel
4061,GOMITAS S/AZUC VINAGMANZ 60PZA MULTIGOMI,,189.0,PESO Y METABOLISMO,SUPLEMENTOS,,60,,gomitas,,excel
4062,CREATINA 5GR MUJER PVO 189GR XGEAR,,319.0,DEPORTISTAS,SUPLEMENTOS,polvo,,189000mg 5000mg,creatina,,excel
4065,VITD3 400UI GEL ORAL 50GR SIMI SPACE,,29.0,MULTIVITAMINICOS,SUPLEMENTOS,gel,,400ui 50000mg,,,excel
4066,JENGIBRE 30MG GEL ORAL 50GR SIMI SPACE,,29.0,MULTIVITAMINICOS,SUPLEMENTOS,gel,,30mg 50000mg,jengibre,,excel
4067,COLAGENO/VITC GEL ORAL 50GR SIMI SPACE,,29.0,MULTIVITAMINICOS,SUPLEMENTOS,gel,,20000mg 50000mg 75mg,colageno,,excel
4068,ELECTROLITO ORAL JAMAICA 500ML,ELECTROLIT,25.5,REHIDRATANTES,MEDICAMENTOS,solucion,,500ml,electrolito,,excel
4069,ENZIMAS DIGESTIVAS 60TAB,,199.0,PESO Y METABOLISMO,SUPLEMENTOS,tableta,60,,enzimas,,excel
407,METAMIZOL/BUTIL 250/10MG 10GRAG,BENFOL,36.0,ESTOMACALES (GASTRO),MEDICAMENTOS,tableta,10,10mg 250mg,metamizol + butil,,excel
4071,AMBROXOL/DEXT 22.5/22.5MG 20 TAB,TUSIGEN NF,49.0,RESPIRATORIOS,MEDICAMENTOS,tableta,20,22.5mg,ambroxol,,excel
4073,GOMITAS COLAG AC S/AZUCAR 60 PZAGELASIMI,,189.0,CUIDADO DE LA PIEL,SUPLEMENTOS,,60,,gomitas + azucar,,excel
4074,GOMITAS VITC/ZINC/VIT D 60PZAS MULTIGOMI,,149.0,RESPIRATORIOS,SUPLEMENTOS,,60,,gomitas,,excel
408,AC MEFENAMICO 500MG 20TAB,ARTRIDEN,34.0,ANALGESICOS,MEDICAMENTOS,tableta,20,500mg,mefenamico,,excel
4084,VITAMINAS / HIERRO 30TAB,AUTRIN 600,449.0,MULTIVITAMINICOS,MEDICAMENTOS,tableta,30,,hierro,,excel
4085,EMPAGLIFLOZINA 25MG 10TAB,JARDIANZ,429.0,DIABETES,MEDICAMENTOS,tableta,10,25mg,empagliflozina,,excel
4086,SULFASALAZINA 500MG LP 60TAB,,359.0,ANTIINFLAMATORIOS,MEDICAMENTOS,tableta,60,500mg,sulfasalazina,,excel
4088,CARAMELOS VITC/D/ZINC ZERO 10PZAS BONDAD,,39.0,RESPIRATORIOS,SUPLEMENTOS,,10,,caramelos,,excel
4091,MOMETAS/AZELASTI 50/140MCG 150DOSIS SUSP,BAI,669.0,RESPIRATORIOS,MEDICAMENTOS,suspension,,140mcg,mometas + azelasti,,excel
4092,SEMAGLUTIDA 7MG 30TAB RYBELSUS,RYBELSUS,3599.0,DIABETES,MEDICAMENTOS,tableta,30,7mg,semaglutida,,excel
4093,SEMAGLUTIDA 3MG 10TAB RYBELSUS,RYBELSUS,877.0,DIABETES,MEDICAMENTOS,tableta,10,3mg,semaglutida,,excel
41,BENCILPENICILI B 1200000U/5ML,BENCELIN,34.0,ANTIBIOTICOS,MEDICAMENTOS,suspension,,0ui 5ml,bencilpenicili,,excel
410,MELOXICAM 7.5MG 14TAB,ANFLATOX,40.0,ANTIINFLAMATORIOS,MEDICAMENTOS,tableta,14,7.5mg,meloxicam,,excel
4101,TROXERUTINA/CUMARINA 30TAB VENALOT DEPOT,VENALOT DEPT,659.0,CARDIOVASCULARES,MEDICAMENTOS,tableta,30,180mg 30mg,troxerutina + cumarina,,excel
4103,METFOR/LINAGLIP 850MG/2.5MG 60TAB GEN,TRAYENTA DUO,1099.0,DIABETES,MEDICAMENTOS,tableta,60,2.5mg 850mg,metfor + linaglip,,excel
4104,PARACETAMOL 80MG 30 TAB MAST MEJORALITO,ANTIDOLITO,72.0,ANALGESICOS,MEDICAMENTOS,tableta,30,80mg,paracetamol,,excel
4105,RACECADOTRILO 100MG 9 CAP HIDRASEC,HIDRASEC,280.0,ESTOMACALES (GASTRO),MEDICAMENTOS,capsula,9,100mg,racecadotrilo,,excel
4106,ERITROPOYETINA HUMANA 4000UI/ML 6AMP,ALVERITIN,961.0,,MEDICAMENTOS,inyectable,6,4000ui,eritropoyetina,,excel
4107,DESVENLAFAXINA 100MG LP 14 TAB,ARABRIXEN,258.0,SISTEMA NERVIOSO,MEDICAMENTOS,tableta,14,100mg,desvenlafaxina,,excel
412,GENTAMICINA 160MG/2ML 1AMP,GARAKACIN 80,19.0,ANTIBIOTICOS,MEDICAMENTOS,solucion,1,160mg 2ml,gentamicina,,excel
4122,GABAPENTINA/VITB1/VITB12 30CAP GAVINDO N,CALNEREN,969.0,SISTEMA NERVIOSO,MEDICAMENTOS,capsula,30,0.2mg 100mg 300mg,gabapentina,,excel
4123,RACECADOTRILO 30MG PVO 18SOB HIDRASEC,HIDRASEC,229.0,ESTOMACALES (GASTRO),MEDICAMENTOS,polvo,18,30mg,racecadotrilo,,excel
4125,ADEMETIONINA 500MG 10TAB SAMYR,SAMYR,210.0,ESPECIALIDAD,MEDICAMENTOS,tableta,10,500mg,ademetionina,,excel
4126,GOMITAS OMEGA KIDS 60PZAS MULTIGOMI,,165.0,MULTIVITAMINICOS,SUPLEMENTOS,,60,,gomitas,,excel
4128,MAGNESIO/COMPLEJO B PVO 5 GR 15 SOBRES,,199.0,MULTIVITAMINICOS,SUPLEMENTOS,polvo,15,5000mg,magnesio + complejo,,excel
4150,METFOR/EMPAGLI 850MG/12.50MG 30TAB,JARDIANZ DUO,1131.0,DIABETES,MEDICAMENTOS,tableta,30,12.5mg 850mg,metfor + empagli,,excel
4151,METFOR/EMPAGLI 1000MG/12.5MG 30TAB,JARDIANZ DUO,1131.0,DIABETES,MEDICAMENTOS,tableta,30,1000mg 12.5mg,metfor + empagli,,excel
4152,MESALAZINA 500MG LR 30TAB SALOFALK,MUSIMIR,389.0,ESTOMACALES (GASTRO),MEDICAMENTOS,tableta,30,500mg,mesalazina,,excel
4153,OLMESARTAN/AMLODIPINO/HIDROCLORO 28TAB,ALMETEC TRI,699.0,CARDIOVASCULARES,MEDICAMENTOS,tableta,28,12.5mg 40mg 5mg,olmesartan + amlodipino + hidrocloro,,excel
4154,ATORVASTATINA/EZETIMIBA 20MG/10MG 30TAB,ATOZET,549.0,CARDIOVASCULARES,MEDICAMENTOS,tableta,30,10mg 20mg,atorvastatina + ezetimiba,,excel
4155,CALOSTRO BOVINO POLVO 1GR 102GR,,249.01,MULTIVITAMINICOS,SUPLEMENTOS,polvo,,1000mg 102000mg,calostro,,excel
4156,SEMILLA CHIA GEL ORAL 50GR SIMI SPACE,,29.0,MULTIVITAMINICOS,SUPLEMENTOS,gel,,400mg 50000mg,semilla,,excel
4157,GLUTATION GEL ORAL 50GR SIMI SPACE,,29.0,MULTIVITAMINICOS,SUPLEMENTOS,gel,,50000mg 50mg,glutation,,excel
416,AMOXICILINA/AC CLA 125MG 60ML,ACARBIXIN,42.0,ANTIBIOTICOS,MEDICAMENTOS,polvo,,125mg 31.25mg 5ml 60ml,amoxicilina + clavulanico,,excel
4160,NEOMICI/POLI/FLU/LIDO OTICA 5ML SYNALAR,SYNALAR 0,139.0,ANTIBIOTICOS,MEDICAMENTOS,solucion,,0ui 1ml 20mg 3.5mg 5ml,neomici,,excel
417,AMOXICILINA/AC CLA 250MG 60ML,ACARBIXIN,64.0,ANTIBIOTICOS,MEDICAMENTOS,polvo,,250mg 5ml 60ml 62.5mg,amoxicilina + clavulanico,,excel
4181,ACIDO TIOCTICO 600MG 30TAB THIOCTACID,LIPOTIC,1049.0,DIABETES,MEDICAMENTOS,tableta,30,600mg,,,excel
4182,DAPAGLIFL/METF 10/1000MG LP 14TAB GEN,DAPA-MET XR,349.0,DIABETES,MEDICAMENTOS,tableta,14,1000mg 100mg 10mg,dapaglifl,,excel
4183,DIOSMECTITA 3G 8 SOB SUSP IPRIKENE CACAO,IPRIKENE,299.0,ESTOMACALES (GASTRO),MEDICAMENTOS,suspension,8,3000mg,diosmectita,,excel
4184,GOMITAS COMPLEJO B 60 PZAS MULTIGOMI,,189.0,MULTIVITAMINICOS,SUPLEMENTOS,,60,12mcg 300mcg 500mcg,gomitas,,excel
4185,NAD/ARANDANO/MAGNESIO/ RESV POLVO 68GR,,319.0,MULTIVITAMINICOS,SUPLEMENTOS,polvo,,200mg 25mg 400mg 50mg 68000mg,arandano + magnesio,,excel
4186,CLORHEXIDINA GEL BIO 50ML PERIOXIDIN,,236.0,HIGIENE,MATERIAL DE CURACION,gel,,50ml,clorhexidina,,excel
4187,GOMITAS OMEGA ADULTO 60PZAS MULTIGOMI,,161.0,MULTIVITAMINICOS,SUPLEMENTOS,,60,407mg,gomitas,,excel
419,PALETAS MIEL DE ABEJA 16PZAS PALETOSIMI,,44.0,RESPIRATORIOS,SUPLEMENTOS,paleta,16,,paletas,,excel
4190,JERINGA P/INSU 0.5ML 31X6 10PZA ULTRA F,,52.0,CURACION Y MEDICION,MATERIAL DE CURACION,,10,0.5ml,,,excel
4191,JERINGA P/INSU 0.3ML 31X610PZAS ULTRA F,,52.0,CURACION Y MEDICION,MATERIAL DE CURACION,,10,0.3ml,,,excel
4192,JERINGA P/INSU 1ML 31X6 10PZAS ULTRA F,,52.0,CURACION Y MEDICION,MATERIAL DE CURACION,,10,1ml,,,excel
4193,MYO-INOSITOL/D-CHIRO INOSITOL 15SOBRES,,319.0,MULTIVITAMINICOS,SUPLEMENTOS,polvo,15,2000mg 400mg,chiro,,excel
4194,PRUEBA DE EMBARAZO DIGITAL SIMIBABY,,139.0,CURACION Y MEDICION,MATERIAL DE CURACION,,1,,prueba,,excel
4195,AGUA DE MAR INF/ADU 100ML SPRAY STERIMAR,,219.0,CURACION Y MEDICION,MATERIAL DE CURACION,solucion,,100ml,,,excel
4196,HONGO MELENA LEON SIMI GLUT+ FORTE 30CAP,,123.0,SISTEMA NERVIOSO,SUPLEMENTOS,capsula,30,500mg 80mg,hongo + forte,,excel
4197,S TUBEROSUM 300MG 30CAP RAPID C2K,,349.0,PESO Y METABOLISMO,SUPLEMENTOS,capsula,30,300mg,tuberosum,,excel
42,BENCILPENICILI PROCAI 400000UI/2ML,APOPENCIL,21.0,ANTIBIOTICOS,MEDICAMENTOS,suspension,,0ui 2ml 400000ui,bencilpenicili,,excel
4208,INSULINA HUMANA INTERMEDIA 100UI 10ML,HUMULIN N,139.0,DIABETES,MEDICAMENTOS,suspension,,100ui 10ml,,,excel
4209,INSULINA HUMANA RAPIDA 100UI 10ML,GLINUX R,169.0,DIABETES,MEDICAMENTOS,suspension,,100ui 10ml,,,excel
4211,DEXKETOPROFENO 50MG/2ML 3AMP,DESKEFLAS,369.0,ANALGESICOS,MEDICAMENTOS,solucion,3,2ml 50mg,dexketoprofeno,,excel
4212,GOMITAS BETABEL/CQ10/VIT B12 60PZAS,,189.0,CARDIOVASCULARES,SUPLEMENTOS,,60,100mg 12mcg 200mg,gomitas,,excel
4213,ATORVASTATINA/EZETIMIBA 10MG/10MG 30TAB,ATOZET,549.0,CARDIOVASCULARES,MEDICAMENTOS,tableta,30,10mg,atorvastatina + ezetimiba,,excel
4214,PROT LIQUI XGEAR KIWI-SANDIA 15G 1S 34ML,,49.0,DEPORTISTAS,SUPLEMENTOS,solucion,,15000mg 34ml,,,excel
4215,GOMITAS CURCUMA/JENGI 60 PZAS MULTIGOMI,,189.0,ESTOMACALES (GASTRO),SUPLEMENTOS,,60,150mg 25mg,gomitas + jengi,,excel
4216,MAGNESIO/GABA/L TEANINA/L TRIPTO 150GR,,297.01,RELAJANTES,SUPLEMENTOS,polvo,,125mg 150000mg 150mg 250mg 50mg 5mg,magnesio + teanina + tripto,,excel
4217,GOMITAS MIX DE HONGOS DIA TRAVIS 60PZA,,259.0,MULTIVITAMINICOS,SUPLEMENTOS,,60,290mg,gomitas,,excel
4218,GOMITAS MIX DE HONGOS NOCHE TRAVIS 60PZA,,259.0,MULTIVITAMINICOS,SUPLEMENTOS,,60,290mg,gomitas,,excel
4225,DAPAGLIFL/METF 10/1000MG 28TAB XIGDUO XR,XIGDUO XR,1399.0,DIABETES,MEDICAMENTOS,tableta,28,1000mg 10mg,dapaglifl,,excel
4239,MULTIVITAMINAS 50 + 30TAB CENTRUM SILVER,,179.0,MULTIVITAMINICOS,MEDICAMENTOS,tableta,30,,multivitaminas,,excel
424,METFOR/GLIB 500/2.5MG 60TAB,APOMETGLU,49.0,DIABETES,MEDICAMENTOS,tableta,60,2.5mg 500mg,metfor,,excel
4240,DEXKETOPROFENO 25MG/10ML SOL ORAL 10ML,KERAL,309.0,ANALGESICOS,MEDICAMENTOS,solucion,,10ml 25mg,dexketoprofeno,,excel
4241,ALFA CETOANALOGOS AMINOAC 630MG 100TAB,CETOLAN,859.0,ESPECIALIDAD,MEDICAMENTOS,tableta,100,630mg,,,excel
4243,PROPOLEO/MIEL 10% SOL 40ML SPRAY BUCAL,,89.0,RESPIRATORIOS,SUPLEMENTOS,solucion,,40ml,propoleo,,excel
4248,SIMIVF KIDS FORTE JBE 240ML,,92.0,MULTIVITAMINICOS,SUPLEMENTOS,jarabe,,240ml,simivf,,excel
425,CLARITROMICINA 250MG 10TAB,ADEL,88.0,ANTIBIOTICOS,MEDICAMENTOS,tableta,10,250mg,claritromicina,,excel
4257,INSULINA GLARGINA 100UI/ML SOL INY 5PZA,ABASAGLAR,1199.0,DIABETES,MEDICAMENTOS,solucion,5,100ui,,,excel
4258,TESTOSTERONA/ESTRADIOL 100/5MG/1ML 1PZ,DESPAMEN,0,HORMONALES,MEDICAMENTOS,solucion,1,1ml 5mg,testosterona + estradiol,,excel
4259,PREDNISOLONA 3MG/ML SOLUCION 100ML,ADAREX,399.0,ANTIINFLAMATORIOS,MEDICAMENTOS,solucion,,100ml 3mg,prednisolona,,excel
426,CLARITROMICINA 500MG 10TAB,ADEL,133.0,ANTIBIOTICOS,MEDICAMENTOS,tableta,10,500mg,claritromicina,,excel
4260,DAPAGLIFLOZINA 10MG 28TAB (GEN),DAPOSAR,449.0,DIABETES,MEDICAMENTOS,tableta,28,10mg,dapagliflozina,,excel
4261,CAMARA ESPACIADORA ADULTO + 10 AÑOS 1PZA,,499.0,CURACION Y MEDICION,MATERIAL DE CURACION,,1,,camara,,excel
4262,VIT B1/B2/B12 3MG/2MG/6MCG 10ML 10AMP,,299.0,MULTIVITAMINICOS,SUPLEMENTOS,solucion,10,10ml 2mg 3mg 6mcg,,,excel
4263,GOMITAS FIBRA 5GR 72PZAS MULTIGOMI,,189.0,ESTOMACALES (GASTRO),SUPLEMENTOS,,72,5000mg,gomitas,,excel
4264,GOMITAS MULTI MUJER 60PZAS MULTIGOMI,,189.0,MULTIVITAMINICOS,SUPLEMENTOS,,60,,gomitas,,excel
4265,GOMITAS GLUCO/CONDROI 60PZAS MULTIGOMI,,189.0,ANALGESICOS,SUPLEMENTOS,,60,,gomitas + condroi,,excel
4266,PROT S/AZUC FRESA XGEAR 330ML,,74.0,DEPORTISTAS,SUPLEMENTOS,,,330ml,,,excel
4267,ELECTROLITO 0%AZUC UVA XGEAR 10TAB EFER,,109.01,REHIDRATANTES,SUPLEMENTOS,tableta,10,0%,electrolito,,excel
427,KETOPROFENO 100MG 15CAP,ARTHRIL,39.0,ANALGESICOS,MEDICAMENTOS,capsula,15,100mg,ketoprofeno,,excel
4271,APIXABAN 5.0MG 20TAB ELICUIS,ELICUIS,609.0,CARDIOVASCULARES,MEDICAMENTOS,tableta,20,5mg,apixaban,,excel
4272,APIXABAN 2.5MG 20TAB ELICUIS,ELICUIS,609.0,CARDIOVASCULARES,MEDICAMENTOS,tableta,20,2.5mg,apixaban,,excel
4273,PARECOXIB 40MG/2ML 2FA+2AMP DYNASTAT,,579.0,ANALGESICOS,MEDICAMENTOS,solucion,2,2ml 40mg,parecoxib,,excel
428,MELOXICAM 15MG 10TAB,AFLAMID,40.0,ANTIINFLAMATORIOS,MEDICAMENTOS,tableta,10,15mg,meloxicam,,excel
4298,SOMATROPINA 12MG (36UI) SOL INY JER PRE,GENOTROPIN C,3483.0,HORMONALES,MEDICAMENTOS,suspension,,12mg 36ui,somatropina,,excel
4299,INSULINA GLARGINA 300UI/ML SOL JER PRE,TOUJEO,999.0,DIABETES,MEDICAMENTOS,solucion,,300ui,,,excel
43,BENCILPENICILI PROCAI 800000UI/2ML,APOPENCIL,25.0,ANTIBIOTICOS,MEDICAMENTOS,suspension,,0ui 2ml 800000ui,bencilpenicili,,excel
4300,LIRAGLUTIDA 6MG/ML PLUMA 3PZAS SAXENDA,SAXENDA,2799.0,DIABETES,MEDICAMENTOS,suspension,3,6mg,liraglutida,,excel
4301,GUAIFEN/OXOLA JBE 140ML INF HISTIACIL,GUAXOQUIM,149.0,RESPIRATORIOS,MEDICAMENTOS,jarabe,,1000mg 140ml 2000mg,guaifen + oxola,,excel
4302,DICLOFENACO 15MG PARCHE 5PZAS VOLTAREN,DIOXAFLEX,159.0,ANTIINFLAMATORIOS,MEDICAMENTOS,parche,5,15mg,diclofenaco,,excel
4303,BUFENINA/DIFENIL/AMINO 25ML SOL GTS,FLUMIL,159.0,ANTIHISTAMINICOS,MEDICAMENTOS,solucion,,100ml 2000mg 25ml 75mg,bufenina + difenil + amino,,excel
4304,ATORVASTATINA/EZETIMIBA 40MG/10MG 30TAB,ATOZET,549.0,CARDIOVASCULARES,MEDICAMENTOS,tableta,30,10mg 40mg,atorvastatina + ezetimiba,,excel
4305,FENOFIBRATO/ATORVAST 160MG/20MG 15TAB,VAXTIFEN,369.0,CARDIOVASCULARES,MEDICAMENTOS,tableta,15,160mg 20mg,fenofibrato + atorvast,,excel
4306,PIRFEN 10G/100G 3.5GR CREMA KITOCREAM,,99.0,CUIDADO DE LA PIEL,MATERIAL DE CURACION,crema,,100000mg 10000mg 3500mg,pirfen,,excel
4307,PIRFEN/DISUL 8G/.16G 3.5GR GEL KITOCELLQ,,99.0,CUIDADO DE LA PIEL,MATERIAL DE CURACION,gel,,16000mg 16mg 3500mg 8000mg,pirfen + disul,,excel
4308,NAD/RESVERATROL/COENZIMA Q10 30CAP,,219.0,MULTIVITAMINICOS,SUPLEMENTOS,capsula,30,100mg 300mg,resveratrol + coenzima,,excel
4310,GOMITAS RESVERATROL 60PZAS ETERNAL SECR,,189.0,MULTIVITAMINICOS,SUPLEMENTOS,,60,200mg,gomitas,,excel
4311,RACECADOTRILO 10MG PVO 18SOB HIDRASEC,HIDRASEC,209.0,ESTOMACALES (GASTRO),MEDICAMENTOS,polvo,18,10mg,racecadotrilo,,excel
4312,CUBREBOCA INF DR SIMI TRIPLE PLIE 5PZAS,,31.0,CURACION Y MEDICION,MATERIAL DE CURACION,,5,,cubreboca,,excel
432,DIFENHIDRAMINA 250MG JBE 120ML,BENADRYL,20.0,ANTIHISTAMINICOS,MEDICAMENTOS,jarabe,,100ml 120ml 250mg,difenhidramina,,excel
4352,PIDOTIMOD 400MG/7ML 10FRASC SOL INF,ADIMOD,389.0,ESPECIALIDAD,MEDICAMENTOS,solucion,10,400mg 44mg 7ml,pidotimod,,excel
4353,GOTAS LUBRICANTES OFT 10ML SYSTANE ULTRA,,499.0,OFTALMOLOGICOS,MATERIAL DE CURACION,solucion,,10ml,lubricantes,,excel
4355,GOMITAS PROBIOTICOS 60PZA ADUL MULTIGOMI,,189.0,ESTOMACALES (GASTRO),SUPLEMENTOS,,60,,gomitas,,excel
4356,GOMITAS PROBIOTICOS 60PZAS INF MULTIGOMI,,189.0,ESTOMACALES (GASTRO),SUPLEMENTOS,,60,,gomitas,,excel
4357,PREDNISOLONA/SULFA 5ML SUSP OFT,DELTAMID OFTENO,129.0,OFTALMOLOGICOS,MEDICAMENTOS,solucion,,5ml,prednisolona + sulfa,,excel
4358,VENDAS ADHESIVA NIÑOS WARNER 30PZAS,,26.0,CURACION Y MEDICION,MATERIAL DE CURACION,,30,,vendas,,excel
4359,PROBIOTICOS/PRE/ARAND/JAMAICA 30CAP,,329.0,ESTOMACALES (GASTRO),SUPLEMENTOS,capsula,30,,probioticos + arand + jamaica,,excel
436,BROMHEXINA 80MG/100ML SOL INF,BISOLVON,34.0,RESPIRATORIOS,MEDICAMENTOS,solucion,,100ml 80mg,bromhexina,,excel
437,BROMHEXINA 160MG/100ML SOL AD,BISOLVON,31.0,RESPIRATORIOS,MEDICAMENTOS,solucion,,100ml 160mg,bromhexina,,excel
4397,PARCHE ADHESIVO (6X8) 5PZAS CURAMED,,24.0,CURACION Y MEDICION,MATERIAL DE CURACION,parche,5,,,,excel
4398,CARBONATO D CALCIO 750MG 24TAB TUMS,TUMS,44.0,ESTOMACALES (GASTRO),MEDICAMENTOS,tableta,24,750mg,carbonato,,excel
440,LANSOPRAZOL 30MG 14CAP,ALIZOL,86.0,ESTOMACALES (GASTRO),MEDICAMENTOS,capsula,14,30mg,lansoprazol,,excel
4401,TOBILLERA ELASTICA ADUL 1PZA,,89.0,CURACION Y MEDICION,MATERIAL DE CURACION,,1,,tobillera,,excel
4402,VIT C/BIOTINA LIPO 300MG GEL ORAL 6SOB,,129.0,MULTIVITAMINICOS,SUPLEMENTOS,gel,,300mg 30mcg,biotina,,excel
4403,MEZC DE HONGOS LIPO 250MG GEL ORAL 6SOB,,169.0,MULTIVITAMINICOS,SUPLEMENTOS,gel,,250mg 50mg,,,excel
4404,GLUTATION LIPO 250MG GEL ORAL 6SOB,,169.0,MULTIVITAMINICOS,SUPLEMENTOS,gel,,250mg,glutation,,excel
441,METFOR/GLIB 500/5MG 60TAB,APOMETGLU,58.0,DIABETES,MEDICAMENTOS,tableta,60,500mg 5mg,metfor,,excel
4429,AGUJA P/PLUMA 31GX5MM 10PZAS ULTRA FINE,,69.0,CURACION Y MEDICION,MATERIAL DE CURACION,,10,,aguja + pluma,,excel
4430,LUTEINA/ ZEAXATINA/VIT A 30CAPGEL,,134.0,MULTIVITAMINICOS,SUPLEMENTOS,capsula,30,10mg 2mg 600mcg,luteina + zeaxatina,,excel
4431,GLICINATO DE MAGNESIO 1250MG PVO 135G,,299.0,RELAJANTES,SUPLEMENTOS,polvo,,1250mg 135000mg,glicinato,,excel
4433,PROTEINA XGEAR BARRA FRESA 55GR,,69.0,DEPORTISTAS,SUPLEMENTOS,barra,,55000mg,proteina,,excel
4434,PROTEINA XGEAR BARRA PRETZEL 55GR,,69.0,DEPORTISTAS,SUPLEMENTOS,barra,,55000mg,proteina,,excel
4461,DORZOLAMIDA/TIMOLOL/BRIMONIDINA SOL 5ML,KRYTANTEK OFTENO,569.0,OFTALMOLOGICOS,MEDICAMENTOS,solucion,,20mg 2mg 5mg 5ml,dorzolamida + timolol + brimonidina,,excel
4463,BARRA TOPICA RESPIRATORIA 15GR SIMIBABY,,83.0,RESPIRATORIOS,MATERNIDAD,barra,,15000mg,,,excel
4465,GUANTES MULTIUSOS NITRILO 10 PZS,,40.0,CURACION Y MEDICION,MATERIAL DE CURACION,,10,,guantes,,excel
4466,GOMITAS MULTIVITAMI KIDS 60PZS MULTIGOMI,,0,MULTIVITAMINICOS,SUPLEMENTOS,,60,,gomitas,,excel
4468,OREGANO + VIT D+ZINC 75MG 30CAP GEL,,179.0,MULTIVITAMINICOS,SUPLEMENTOS,capsula,30,75mg,oregano,,excel
4469,MAGNESIO/ VIT E LIPO GEL ORAL 10GR SOB,,169.0,RELAJANTES,SUPLEMENTOS,gel,,10000mg 10mg 35mg 94mg,magnesio,,excel
4470,PALMITATO RET/ERGOC/AC ASC 5AMP ADEROGYL,ADEROGYL,149.0,RESPIRATORIOS,MEDICAMENTOS,solucion,5,3.3mg 499.65mg,palmitato + ergoc,,excel
4471,METFORMINA 1000MG 30TAB,DABEX,79.0,DIABETES,MEDICAMENTOS,tableta,30,1000mg,metformina,,excel
449,AMBROXOL/DEXT 150/113MG INF JBE 120ML,BROGAL T,36.0,RESPIRATORIOS,MEDICAMENTOS,jarabe,,113mg 120ml 150mg,ambroxol,,excel
4494,DIMENHIDRINATO 250MG/100ML JBE INF 120ML,BITDRU,79.0,ESTOMACALES (GASTRO),MEDICAMENTOS,jarabe,,100ml 120ml 250mg,dimenhidrinato,,excel
4497,ALCACHOFA 400MG (CYNARA SCOLYMUS) 60CAP,,169.0,PESO Y METABOLISMO,SUPLEMENTOS,capsula,60,400mg,alcachofa,,excel
4498,CURCUMA 1282MG (CURCUMA LONGA) 90 CAP,,189.0,ANALGESICOS,SUPLEMENTOS,capsula,90,1282mg,curcuma,,excel
4499,SIMIFIBRA CACAO 300GR,,109.01,ESTOMACALES (GASTRO),SUPLEMENTOS,polvo,,300000mg,simifibra,,excel
450,LORATADINA 100MG/100ML JBE 60ML,ALBATRINA,39.0,ANTIHISTAMINICOS,MEDICAMENTOS,jarabe,,100mg 100ml 60ml,loratadina,,excel
4500,DESONIDA 0.05% CREMA 30GR,,249.0,ENFERMEDADES DE LA PIEL,MEDICAMENTOS,gel,,30000mg,desonida,,excel
4501,PEROXIDO DE BENZOILO 5% GEL 60GR,BENZAC AC,224.0,CUIDADO DE LA PIEL,MEDICAMENTOS,gel,,60000mg,oxigenada,,excel
451,LORATADINA 100MG/100ML SOL30ML,ALBATRINA,21.0,ANTIHISTAMINICOS,MEDICAMENTOS,solucion,,100mg 100ml 30ml,loratadina,,excel
4518,SERENOA REPENS/URTICA 160MG/120MG 20CAP,PROSGUTT,429.0,ESPECIALIDAD,MEDICAMENTOS,capsula,20,120mg 160mg,serenoa + urtica,,excel
4519,NAFAZOLINA 1MG/1ML SOL NASAL 15ML GOTINA,AFAZOL,129.0,RESPIRATORIOS,MEDICAMENTOS,solucion,,15ml 1mg 1ml,nafazolina,,excel
4520,VID D 400UI/VIT E .500MG SOL GTAS 3ML,,289.0,ANALGESICOS,SUPLEMENTOS,solucion,,3ml 400ui 500mg,,,excel
4521,GOMITAS NAD/VITC/VIT B3 40PZAS MULTIGOMI,,219.0,MULTIVITAMINICOS,SUPLEMENTOS,,40,10mg 20mg 300mg,gomitas,,excel
4522,GOMITAS ARGININA 60PZAS MULTIGOMI,,199.0,DEPORTISTAS,SUPLEMENTOS,,60,450mg,gomitas,,excel
453,CIPROFLOXACINO SOL OFT 5ML,AMPROFIX,51.0,ANTIBIOTICOS,MEDICAMENTOS,solucion,,1ml 3mg 5ml,ciprofloxacino,,excel
4553,PARACETAMOL/DEXTRO/FENIL/ PVO 10GR 6SOB,THERAFLU DAY TIME,149.0,RESPIRATORIOS,MEDICAMENTOS,polvo,6,10000mg 10mg 20mg 650mg,paracetamol + dextro + fenil,,excel
4554,DIOSMECTITA 3G 10SOB PVO FRESA IPRIKENE,IPRIKENE,299.0,ESTOMACALES (GASTRO),MEDICAMENTOS,polvo,10,3000mg,diosmectita,,excel
