sim_sku,descripcion,marca,precio,linea,jerarquia,forma,cantidad,concentraciones,ingredientes,link,fuente
4260,DAPAGLIFLOZINA 10MG 28 TABLETAS (GENERICO),,449.0,Diabetes,Medicamentos,tableta,28,10mg,dapagliflozina,https://www.farmaciasdesimilares.com/dapagliflozina_100mg_28tab_gen/p,vtex
3933,CREATINA 5GR POLVO 500GR XGEAR,,450.0,Complementos,Deportistas,polvo,,500000mg 5000mg,creatina,https://www.farmaciasdesimilares.com/creatina_5gr_polvo_500gr_xgear/p,vtex
3548,CREATINA 5 GR XGEAR 150 GR POLVO 1 PIEZA,,240.0,Complementos,Deportistas,polvo,1,150000mg 5000mg,creatina,https://www.farmaciasdesimilares.com/xgear_creatina_5gr_polvo_150gr_xgear/p,vtex
2342,PINAVERIO / DIMETICONA  100/300 MG 16 CAPSULAS,,189.0,Colitis,Funcionamiento gastrointestinal,capsula,16,300mg,pinaverio + dimeticona,https://www.farmaciasdesimilares.com/pinaveriodimeticona_100300mg_16cap/p,vtex
940,GASA 10X10 10 SOBRES,,21.0,Material de curación,"Higiene, curación y diagnóstico",sobre,10,,,https://www.farmaciasdesimilares.com/gasa_10x10_caja_10_sobres/p,vtex
74,COMPLEJO B (VITAMINAS B1 / B6 / B12) 30 TABLETAS,,23.0,Multivitamínico,Medicamentos,tableta,30,,complejo,https://www.farmaciasdesimilares.com/complejo_b_30tab/p,vtex
2315,IBUPROFENO CAPSULAS 600MG 10 CAPSULAS,,34.0,Analgésicos,Medicamentos,capsula,10,600mg,ibuprofeno,https://www.farmaciasdesimilares.com/ibuprofeno_600mg_10cap/p,vtex
162,PARACETAMOL 500 MG 10 TABLETAS,,8.0,Analgésicos,Analgesia,tableta,10,500mg,paracetamol,https://www.farmaciasdesimilares.com/paracetamol_500mg_10tab/p,vtex
1441,SERTRALINA 50 MG 14 TABLETAS,,84.5,Enfermedades mentales,Medicamentos,tableta,14,50mg,sertralina,https://www.farmaciasdesimilares.com/sertralina_50mg_14tab/p,vtex
1126,MISOPROSTOL 200 MCG 28 TABLETAS,,499.0,Funcionamiento gastrointestinal,Medicamentos,tableta,28,200mcg,misoprostol,https://www.farmaciasdesimilares.com/misoprostol_200mcg_28tab/p,vtex
3979,SINUBERASE PROBIOTICOS EN SUSPENSION BACILLUS CLAUSII 4 BILLONES UFC 10 AMPOLLETAS DE 5 ML,,224.0,Lactobacilos,Funcionamiento gastrointestinal,suspension,10,5ml,sinuberase,https://www.farmaciasdesimilares.com/esporas_bac_claus_4bill_10amp_sinuberase/p,vtex
3832,TRIMEBUTINA/SIMETICONA 200/75 MG 24 COMPRIMIDOS,,199.0,Funcionamiento gastrointestinal,Medicamentos,tableta,24,75mg,trimebutina + simeticona,https://www.farmaciasdesimilares.com/trimebutin_simet_200_75mg_24comp/p,vtex
3929,PROTEINA XGEAR ZERO CARBOHIDRATOS VAINILLA 450GR,,419.0,Proteínas,Deportistas,,,450000mg,proteina,https://www.farmaciasdesimilares.com/prot_xgear_zero_carb_vainilla_450gr/p,vtex
3836,MAGNESIO CITRATO 400MG 60 CAPSULAS,,109.0,Multivitamínicos,Suplementos y multivitamínicos,capsula,60,400mg,magnesio,https://www.farmaciasdesimilares.com/magnesio_citrato_400mg_60cap/p,vtex
3642,BERBERINA (POLVO DE AGRACEJO) + FIBRA 30 CAPSULAS,,79.0,Multivitamínicos,Suplementos y multivitamínicos,polvo,30,,berberina + fibra,https://www.farmaciasdesimilares.com/berberina_500mg_fibra_30cap/p,vtex
3656,GOMITAS CON COLAGENO HIDROLIZADO ACIDO HIALURONICO GELASIMI FORTE ETERNAL SECRET 60 GOMITAS,,149.0,Belleza,Suplementos y multivitamínicos,,,,gomitas + colageno,https://www.farmaciasdesimilares.com/eternal_secret_gomitas_colag_ac_hia_60pzas_gelasimi_for/p,vtex
3545,VITAMINA D3 COLECALCIFEROL 5000UI 30 CAPSULAS GELATINA BLANDA,,109.0,Sistema inmune,Aparato respiratorio,capsula,30,5000ui,,https://www.farmaciasdesimilares.com/vitamina_d3_5000ui_30cap_gel_simi_d3/p,vtex
3531,GELASIMI FORTE CAPSULAS GEL BY ETERNAL SECRET 30 CAPSULAS,,109.01,Belleza,Suplementos y multivitamínicos,capsula,30,,gelasimi,https://www.farmaciasdesimilares.com/gelasimi_forte_30cap_gel/p,vtex
918,JERINGA DESECHABLE 5ML 21G X 32MM 3 PIEZAS,,16.0,Material de curación,"Higiene, curación y diagnóstico",,3,21000mg 5ml,,https://www.farmaciasdesimilares.com/jeringa_desechable_5ml_3pzas_21x32/p,vtex
82,DICLOFENACO 100MG 20 TABLETAS,,35.0,Antiinflamatorio,Medicamentos,tableta,20,100mg,diclofenaco,https://www.farmaciasdesimilares.com/diclofenaco_100mg_20tab/p,vtex
785,KETOROLACO 30 MG TABLETAS SUBLINGUALES 4 TABLETAS,,53.0,Analgésicos,Medicamentos,tableta,4,30mg,ketorolaco,https://www.farmaciasdesimilares.com/ketorolaco_30mg_4tab_sub/p,vtex
675,AMANTADINA / CLORFENAMINA / PARACETAMOL 24 CAPSULAS,,33.0,Antigripal,Aparato respiratorio,capsula,24,,amantadina + clorfenamina + paracetamol,https://www.farmaciasdesimilares.com/amantadina_clor_para_24cap/p,vtex
615,LORATADINA 10 MG 20 TABLETAS,,44.0,Antialérgico,Medicamentos,tableta,20,10mg,loratadina,https://www.farmaciasdesimilares.com/loratadina_10mg_20tab/p,vtex
395,DICLOFENACO SODICO / VITAMINAS B1 / B6 / B12 30 TABLETAS,,64.0,Antiinflamatorio,Medicamentos,tableta,30,,diclofenaco,https://www.farmaciasdesimilares.com/diclofenaco_b1_b6_b12_1mg_30tab/p,vtex
3334,MICRODACYN SOLUCION ANTISEPTICA SPRAY 120 ML 1 PIEZA,,227.0,Material de curación,"Higiene, curación y diagnóstico",solucion,1,120ml,microdacyn,https://www.farmaciasdesimilares.com/microdacyn_sol_antisep_spray_120ml/p,vtex
3319,TADALAFIL 5MG 14 TABLETAS,,229.0,Disfunción eréctil,Medicamentos,tableta,14,5mg,tadalafil,https://www.farmaciasdesimilares.com/tadalafil_5mg_14tab/p,vtex
322,BETAMETASONA/GENTAMICINA/CLOTRIMAZOL 40GR CREMA,,32.0,Dermatológico,Medicamentos,crema,,40000mg,betametasona + gentamicina + clotrimazol,https://www.farmaciasdesimilares.com/betametasona_genta_clotri_40gr_crema/p,vtex
3203,CELECOXIB 200 MG 10 CAPSULAS,,99.0,Antiinflamatorio,Medicamentos,capsula,10,200mg,celecoxib,https://www.farmaciasdesimilares.com/celecoxib_200mg_10cap_gen/p,vtex
3175,METOCARBAMOL / IBUPROFENO 375/200MG 12 CAPSULAS,,58.0,Analgésicos,Analgesia,capsula,12,200mg,metocarbamol + ibuprofeno,https://www.farmaciasdesimilares.com/metocarbamol_ibupro_375_200mg_12cap/p,vtex
3155,DAPAGLIFLOZINA 10MG 28 TABLETAS (ASTRA),,799.0,Diabetes,Medicamentos,tableta,28,10mg,dapagliflozina,https://www.farmaciasdesimilares.com/dapagliflozina_10mg_28tab_astra/p,vtex
315,KETOROLACO 10 MG  10 TABLETAS,,25.0,Analgésicos,Medicamentos,tableta,10,10mg,ketorolaco,https://www.farmaciasdesimilares.com/ketorolaco_10mg_10tab/p,vtex
2967,PREGABALINA 150 MG 28 CAPSULAS,,119.0,Medicamentos éticos,Medicamentos,capsula,28,150mg,pregabalina,https://www.farmaciasdesimilares.com/pregabalina_150mg_28cap/p,vtex
2966,PREGABALINA 75MG 14 CAPSULAS,,74.0,Medicamentos éticos,Medicamentos,capsula,14,75mg,pregabalina,https://www.farmaciasdesimilares.com/pregabalina_75mg_14cap/p,vtex
2947,TESTOSTERONA 250 MG/1 ML SOLUCION INYECTABLE 1 PIEZA,,419.0,Medicamentos éticos,Medicamentos,solucion,1,1ml 250mg,testosterona,https://www.farmaciasdesimilares.com/testosterona_250mg_1ml_sol_iny/p,vtex
2788,PARACETAMOL 650 MG 24 TABLETAS,,31.0,Analgésicos,Analgesia,tableta,24,650mg,paracetamol,https://www.farmaciasdesimilares.com/paracetamol_650mg_24tab/p,vtex
2677,PARACETAMOL 250 MG / ACIDO ACETILSALICILICO 250 MG / CAFEINA 65 MG 24 TABLETAS,,54.0,Analgésicos,Analgesia,tableta,24,250mg 65mg,paracetamol,https://www.farmaciasdesimilares.com/paracetamol_ac_acet_caf_24tab/p,vtex
2674,ESCITALOPRAM 10 MG 28 TABLETAS,,112.0,Enfermedades mentales,Medicamentos,tableta,28,10mg,escitalopram,https://www.farmaciasdesimilares.com/escitalopram_10mg_28tab/p,vtex
2668,FLUOXETINA 20 MG 28 CAPSULAS,,99.0,Enfermedades mentales,Medicamentos,capsula,28,20mg,fluoxetina,https://www.farmaciasdesimilares.com/fluoxetina_20mg_28cap/p,vtex
2661,TELMISARTAN 40 MG 14 TABLETAS,,89.0,Antihipertensivo,Medicamentos,tableta,14,40mg,telmisartan,https://www.farmaciasdesimilares.com/telmisartan_40mg_14tab/p,vtex
261,METFORMINA 850 MG 30 TABLETAS,,30.0,Diabetes,Medicamentos,tableta,30,850mg,metformina,https://www.farmaciasdesimilares.com/metformina_850mg_30tab/p,vtex
2577,METFORMINA 750 MG 30 TABLETAS LIBERACION PROLONGADA,,62.0,Diabetes,Medicamentos,tableta,30,750mg,metformina,https://www.farmaciasdesimilares.com/metformina_750mg_30tab_lp/p,vtex
2518,DIOSMINA / HESPERIDINA 450/50MG 20 TABLETAS,,173.0,Flebotónico,Medicamentos,tableta,20,50mg,diosmina + hesperidina,https://www.farmaciasdesimilares.com/diosmina_hesper_450_50mg_20tab/p,vtex
2475,MIRTAZAPINA 30 MG 10 TABLETAS DISPERSABLES,,219.0,Enfermedades mentales,Medicamentos,tableta,10,30mg,mirtazapina,https://www.farmaciasdesimilares.com/mirtazapina_30mg_10tab_disper/p,vtex
2276,MAGALDRATO/DIMETICONA 80MG/10MG 10SOBRES,,56.0,Gastritis,Funcionamiento gastrointestinal,,10,10mg 80mg,magaldrato + dimeticona,https://www.farmaciasdesimilares.com/malgadrato_dimet_80mg_10mg_10sob/p,vtex
2200,NEOMICINA / CAOLIN / PECTINA 20 TABLETAS,,58.0,Antidiarreico,Funcionamiento gastrointestinal,tableta,20,,neomicina + caolin + pectina,https://www.farmaciasdesimilares.com/neomicina_caoli_pectin_20tab/p,vtex
2152,PROTEINA LOW CARB CHOCOLATE 450 GR X GEAR,,314.0,Proteínas,Deportistas,,,450000mg,proteina,https://www.farmaciasdesimilares.com/prot_low_carb_chocolate_450gr_x_gear/p,vtex
1995,MELATONINA 5MG 20 TABLETAS SUBLINGUALES,,91.0,Medicamentos éticos,Medicamentos,tableta,20,5mg,melatonina,https://www.farmaciasdesimilares.com/melatonina_5mg_20tab_subl/p,vtex
1903,VENLAFAXINA 75 MG 20 CAPSULAS LIBERACION PROLONGADA,,134.0,Enfermedades mentales,Medicamentos,capsula,20,75mg,venlafaxina,https://www.farmaciasdesimilares.com/venlafaxina_75mg_20cap_lp/p,vtex
1862,BUTILHIOSCINA HIOSCINA / IBUPROFENO 20/400 MG 10 TABLETAS,,76.0,Analgésicos,Analgesia,tableta,10,400mg,butilhioscina + ibuprofeno,https://www.farmaciasdesimilares.com/butilhioscina_hioscina_ibuprofeno_10tab/p,vtex
1853,IBUPROFENO 400 MG 10 CAPSULAS,,21.0,Analgésicos,Analgesia,capsula,10,400mg,ibuprofeno,https://www.farmaciasdesimilares.com/ibuprofeno_400mg_10cap/p,vtex
1808,SIMIFIBRA FORTE SALVADO  POLVO 300 GR 1 PIEZA,,109.01,Laxante,Funcionamiento gastrointestinal,polvo,1,300000mg,simifibra,https://www.farmaciasdesimilares.com/simifibra_forte_300gr/p,vtex
1803,ATORVASTATINA 20 MG 10 TABLETAS,,66.0,Hipolipemiante,Medicamentos,tableta,10,20mg,atorvastatina,https://www.farmaciasdesimilares.com/atorvastatina_20mg_10tab/p,vtex
128,LOPERAMIDA 2 MG 12 TABLETAS,,12.5,Antidiarreico,Funcionamiento gastrointestinal,tableta,12,2mg,loperamida,https://www.farmaciasdesimilares.com/loperamida_2mg_12tab/p,vtex
119,IBUPROFENO 800 MG 10 TABLETAS,,31.0,Analgésicos,Medicamentos,tableta,10,800mg,ibuprofeno,https://www.farmaciasdesimilares.com/ibuprofeno_800mg_10tab/p,vtex
1127,LOSARTAN POTASICO 50MG 30 TABLETAS,,66.0,Antihipertensivo,Medicamentos,tableta,30,50mg,losartan,https://www.farmaciasdesimilares.com/losartan_potasico_50mg_30tab/p,vtex
1107,PARACETAMOL/IBUPROFENO 325MG/200MG 20TABLETAS,,46.0,Analgésicos,Analgesia,,20,200mg 325mg,paracetamol + ibuprofeno,https://www.farmaciasdesimilares.com/paracetamol_ibuprofeno_32mg_200mg_20tab/p,vtex
863,SIMICOLAGENO 60 CAPSULA GELATINA BLANDA,,51.0,Belleza,Suplementos y multivitamínicos,capsula,60,,simicolageno,https://www.farmaciasdesimilares.com/simicolageno_60cap/p,vtex
466,OMEGA 3 150 MG SIMIOMEGA 100 CAPSULAS,,93.0,Circulatorio,Suplementos y multivitamínicos,capsula,100,150mg,omega,https://www.farmaciasdesimilares.com/omega_3_150mg_100cap_simiomega/p,vtex
324,DIFENHIDRAMINA 25 MG 30 CAPSULAS,,33.0,Antialérgico,Medicamentos,capsula,30,25mg,difenhidramina,https://www.farmaciasdesimilares.com/difenhidramina_25mg_30cap/p,vtex
3028,BLOQUEADOR FACIAL/CORPORAL FPS50+125GR ETERNAL,,154.0,Protector solar,Cuidado de la piel y belleza,,,125000mg,,https://www.farmaciasdesimilares.com/eternal_secret_bloqueador_50_125gr_facial_y_corp/p,vtex
2501,AGRIFEN PARACETAMOL 500 MG / CAFEINA 25 MG / FENILEFRINA 5 MG / CLORFENAMINA 4 MG 10 TABLETAS,,23.0,Antigripal,Aparato respiratorio,tableta,10,25mg 4mg 500mg 5mg,agrifen,https://www.farmaciasdesimilares.com/agrifen_clorfenamina_10tab/p,vtex
1455,ORLISTAT 120 MG 21 CAPSULAS,,159.0,Peso y metabolismo,Peso y metabolismo,capsula,21,120mg,orlistat,https://www.farmaciasdesimilares.com/orlistat_120mg_21cap/p,vtex
1450,ACIDO ASCORBICO 2 GR SABOR NARANJA 10 COMPRIMIDOS EFERVESCENTES,,61.0,Sistema inmune,Aparato respiratorio,tableta,10,2000mg,,https://www.farmaciasdesimilares.com/ac_ascorbico_2gr_10comp_efer/p,vtex
1071,AMLODIPINO 5MG 10 TABLETAS,,35.0,Antihipertensivo,Medicamentos,tableta,10,5mg,amlodipino,https://www.farmaciasdesimilares.com/amlodipino_5mg_10tab/p,vtex
4219,FIJADOR DE CEJAS 10ML GEL GELASIMI,,159.0,Belleza,Cuidado de la piel y belleza,gel,,10ml,fijador,https://www.farmaciasdesimilares.com/fijador_de_cejas_10ml_gel_gelasimi/p,vtex
4107,DESVENLAFAXINA 100MG LIBERACION PROLONGADA 14 TABLETAS,,258.0,Enfermedades mentales,Medicamentos,tableta,14,100mg,desvenlafaxina,https://www.farmaciasdesimilares.com/desvenlafaxina_100mg_lp_14_tab/p,vtex
4073,GOMITAS COLAGENO ACIDO HIALURONICO SIN/AZUCAR 60 PIEZAS GELASIMI,,189.0,Belleza,Suplementos y multivitamínicos,,60,,gomitas + azucar,https://www.farmaciasdesimilares.com/gomitas_colag_ac_s_azucar_60_pzagelasimi/p,vtex
4062,CREATINA 5GR MUJER POLVO 189GR XGEAR,,319.0,Complementos,Deportistas,polvo,,189000mg 5000mg,creatina,https://www.farmaciasdesimilares.com/creatina_5gr_mujer_pvo_189gr_xgear/p,vtex
4061,GOMITAS SIN AZUCAR VINAGRE MANZANA 60 PIEZAS MULTIGOMI,,189.0,Peso y metabolismo,Peso y metabolismo,,60,,gomitas,https://www.farmaciasdesimilares.com/gomitas_s_azuc_vinagmanz_60pza_multigomi/p,vtex
3980,ENTEROGERMINA PROBIOTICO CON 2 BILLONES DE UFC 10 AMPOLLETAS DE 5 ML,,229.0,Lactobacilos,Funcionamiento gastrointestinal,inyectable,2,5ml,enterogermina,https://www.farmaciasdesimilares.com/esporas_bac_claus_2bill_10amp_enteroger/p,vtex
3827,METFORMINA / SITAGLIPTINA  850/50MG 28 COMPRIMIDOS,,289.0,Diabetes,Medicamentos,tableta,28,50mg,metformina + sitagliptina,https://www.farmaciasdesimilares.com/metformina_sita_850_50_mg_28comp/p,vtex
3853,PRUEBA DE EMBARAZO ANÁLOGA SIMIBABY,,50.0,Material de diagnóstico,"Higiene, curación y diagnóstico",,,,prueba,https://www.farmaciasdesimilares.com/simibaby_prueba_de_embarazo_analoga/p,vtex
3815,LINAGLIPTINA 5MG 10 TABLETAS,,448.0,Diabetes,Medicamentos,tableta,10,5mg,linagliptina,https://www.farmaciasdesimilares.com/linagliptina_5mg_10tab/p,vtex
3754,OMEPRAZOL 20 MG 120 CAPSULAS,,147.0,Funcionamiento gastrointestinal,Medicamentos,capsula,120,20mg,omeprazol,https://www.farmaciasdesimilares.com/omeprazol_20mg_120cap/p,vtex
3706,PROTEINAS XGEAR ZERO CARBOHIDRATOS CHOCOLATE 450 GR 1 PIEZA,,439.0,Proteínas,Deportistas,,1,450000mg,proteinas,https://www.farmaciasdesimilares.com/xgear_prot_xgear_zero_carb_chocolate_450gr/p,vtex
3641,INOSITOL 500 MG 30 CAPSULAS,,99.01,Multivitamínicos,Suplementos y multivitamínicos,capsula,30,500mg,inositol,https://www.farmaciasdesimilares.com/inositol_500mg_30cap/p,vtex
772,CIPROTERONA  / ETINILESTRADIOL 2 /.035 MG 21 TABLETAS,,224.0,Medicamentos éticos,Medicamentos,tableta,21,35mg,ciproterona + etinilestradiol,https://www.farmaciasdesimilares.com/ciproteronaetinilest_21tab/p,vtex
76,DEXAMETASONA SOLUCION INYECTABLE 8MG/2ML 1 PIEZA,,14.0,Antiinflamatorio,Medicamentos,solucion,1,2ml 8mg,dexametasona,https://www.farmaciasdesimilares.com/dexametasona_8mg2ml_1amp/p,vtex
604,DEXAMETASONA/LIDOCAINA/VITAMINA B1 B6 B12 6 AMPOLLETAS,,75.0,Antiinflamatorio,Medicamentos,inyectable,6,,dexametasona + lidocaina,https://www.farmaciasdesimilares.com/dexametasona_lidocaina_b1b6b12_6amp/p,vtex
3495,PARCHE TERMICO SWEET SECRET BY ETERNAL SECRET 3 PIEZAS,,58.0,Analgésicos,Analgesia,parche,3,,,https://www.farmaciasdesimilares.com/eternal_secret_parche_termico_sweet_secret_3pzas/p,vtex
279,PREDNISONA 5 MG 20 TABLETAS,,21.0,Antiinflamatorio,Medicamentos,tableta,20,5mg,prednisona,https://www.farmaciasdesimilares.com/prednisona_5mg_20tab/p,vtex
2496,CARAMELOS SIMILYPTUS  10 PIEZAS,,24.0,Gripa y tos,Aparato respiratorio,,10,,caramelos,https://www.farmaciasdesimilares.com/caramelos_similyptus_10pzas/p,vtex
1929,CLOPIDOGREL 75 MG 28 TABLETAS,,89.0,Medicamentos éticos,Medicamentos,tableta,28,75mg,clopidogrel,https://www.farmaciasdesimilares.com/clopidogrel_75mg_28tab/p,vtex
178,SALBUTAMOL AEROSOL PARA INHALACION .1328GR 200 DOSIS 1 PIEZA,,64.0,Aparato respiratorio,Aparato respiratorio,spray,1,1.328e+06mg,salbutamol,https://www.farmaciasdesimilares.com/salbutamol_1328gr_200_dosis/p,vtex
1596,ACIDO ACETILSALICILICO 100MG ADULTO 30 COMPRIMIDOS,,24.0,Medicamentos éticos,Medicamentos,tableta,30,100mg,,https://www.farmaciasdesimilares.com/ac_acetilsalicilico_100mg_ad_30comp/p,vtex
1440,BENCIDAMINA SOLUCION 360 ML 1 PIEZA,,69.0,Antiinflamatorios,Analgesia,solucion,1,360ml,bencidamina,https://www.farmaciasdesimilares.com/bencidamina_sol_360ml/p,vtex
80,DICLOFENACO 1.16G/100G 60GR GEL,,42.0,Analgésicos,Analgesia,gel,,100000mg 1160mg 60000mg,diclofenaco,https://www.farmaciasdesimilares.com/diclofenaco_1_16g_100g_60gr_gel/p,vtex
688,BROMURO DE PINAVERIO 100 MG 14 TABLETAS,,60.0,Funcionamiento gastrointestinal,Medicamentos,tableta,14,100mg,bromuro,https://www.farmaciasdesimilares.com/bromuro_pinaverio_100mg_14tab/p,vtex
50,BUTILHIOSCINA 10 MG 10 TABLETAS,,29.0,Analgésicos,Analgesia,tableta,10,10mg,butilhioscina,https://www.farmaciasdesimilares.com/butilhioscina_10mg_10tab/p,vtex
3587,GEL LUBRICANTE VAGINAL ALFA KINKY 60GR 1 PIEZA,,67.01,Gel lubricante,Salud sexual,gel,1,60000mg,vaginal,https://www.farmaciasdesimilares.com/alfa_gel_lubricante_vaginal_60gr_alfa_kinky/p,vtex
3566,MONOFOSFATO DISODICO CITIDIN 5 5 MG/ TRIFOSTATO TRISODICO URIDIN 5 3 MG 30 CAPSULAS,,434.0,Medicamentos éticos,Medicamentos,capsula,30,3mg 5mg,monofosfato,https://www.farmaciasdesimilares.com/citidin_5_uridin_5_53mg_30cap/p,vtex
3524,PARCHES ANTIACNE 44 PIEZAS SIMISKN,,168.0,Dermatológico,Cuidado de la piel y belleza,parche,44,,parches,https://www.farmaciasdesimilares.com/eternal_secret_parches_antiacne_44pzas_simiskn/p,vtex
3522,LEVETIRACETAM 1000 MG 30 TABLETAS,,179.0,Anticonvulsivo,Medicamentos,tableta,30,1000mg,levetiracetam,https://www.farmaciasdesimilares.com/levetiracetam_1000mg_30tab/p,vtex
3521,QUETIAPINA 100 MG 60 TABLETAS,,299.0,Enfermedades mentales,Medicamentos,tableta,60,100mg,quetiapina,https://www.farmaciasdesimilares.com/quetiapina_100mg_60tab/p,vtex
3505,ELECTROLITO 0% AZUCAR PONCHE 500ML HIDRATASIM,,25.5,Líquido,Rehidratantes,,,500ml,electrolito,https://www.farmaciasdesimilares.com/electrol_0_azu_ponche_500ml_hidratasim/p,vtex
3483,SULFATO DE PLATA 0.029GR/100ML SOLUCION 120 ML 1 PIEZA,,169.0,Material de curación,"Higiene, curación y diagnóstico",solucion,1,100ml 120ml 29mg,sulfato,https://www.farmaciasdesimilares.com/sulfato_plata_0_029gr_100ml_sol_120ml/p,vtex
3466,CUO PROTECT 100 MG 30 TABLETAS LIBERACION RETARDADA,,69.0,Analgésicos,Medicamentos,tableta,30,100mg,,https://www.farmaciasdesimilares.com/cuo_protect_100mg_30tab_lr/p,vtex
2857,PIRFENIDONA 8G/100G 3.5GR GEL KITOSCELL,,99.01,Dermatológico,Cuidado de la piel y belleza,gel,,100000mg 3500mg 8000mg,pirfenidona,https://www.farmaciasdesimilares.com/pirfen_8g-100g_3-5gr_gel_kitocell/p,vtex
2850,MINOXIDIL SOLUCION 5GR/100ML 60 ML 1 PIEZA,,249.0,Dermatológico,Cuidado de la piel y belleza,solucion,1,100ml 5000mg 60ml,minoxidil,https://www.farmaciasdesimilares.com/minoxidil_5gr_100ml_sol_60ml/p,vtex
2261,NAPROXENO/LIDOCAINA 10G/2G GEL TOPICO 35GR,,43.0,Analgésicos,Analgesia,gel,,10000mg 2000mg 35000mg,naproxeno + lidocaina,https://www.farmaciasdesimilares.com/naproxeno_lidoca_10g_2g_gel_topico_35gr/p,vtex
100,FENAZOPIRIDINA 100 MG 20 TABLETAS,,27.0,Antibiótico,Medicamentos,tableta,20,100mg,fenazopiridina,https://www.farmaciasdesimilares.com/fenazopiridina_100mg_20tab/p,vtex
964,CINTA MICROPOROSA BLANCA 1.25 X 10MTS 1 PIEZA,,12.0,Material de curación,"Higiene, curación y diagnóstico",,1,,cinta,https://www.farmaciasdesimilares.com/cinta_microporosa_bca_1_25x10mts/p,vtex
917,JERINGA DESECHABLE 3ML 21G X 32MM 4 PIEZAS,,18.0,Material de curación,"Higiene, curación y diagnóstico",,4,21000mg 3ml,,https://www.farmaciasdesimilares.com/jeringa_desechable_3ml_4pzas_21x32/p,vtex
851,VENDA ELASTICA 10CM X 5MTS DOCTOR SIMI 1 PIEZA,,16.0,Material de curación,"Higiene, curación y diagnóstico",,1,,elastica,https://www.farmaciasdesimilares.com/venda_elastica_10cmx5mts_dr_simi/p,vtex
799,TERBINAFINA 1%  SOLUCION SPRAY 30 ML 1 PIEZA,,51.0,Antimicótico,Medicamentos,solucion,1,30ml,terbinafina,https://www.farmaciasdesimilares.com/terbinafina_clorh_30ml_sol_1_spray/p,vtex
794,OXIMETAZOLINA ADULTO 50MG/100ML SOLUCION NASAL 20 ML 1 PIEZA,,34.0,Antigripal,Aparato respiratorio,solucion,1,100ml 20ml 50mg,oximetazolina,https://www.farmaciasdesimilares.com/oximetazolina_ad_50mg_100ml_sol_20ml/p,vtex
778,TAMSULOSINA 0.40MG 20 CAPSULAS,,99.0,Medicamentos éticos,Medicamentos,capsula,20,0.4mg,tamsulosina,https://www.farmaciasdesimilares.com/tamsulosina_clorh_0_40mg_20cap/p,vtex
708,TERBINAFINA 250 MG 28 TABLETAS,,229.0,Antimicótico,Medicamentos,tableta,28,250mg,terbinafina,https://www.farmaciasdesimilares.com/terbinafina_250mg_28tab/p,vtex
690,"OMEGA 3,6,9 SIMIOMEGA PLUS 60 CAPSULAS",,86.0,Circulatorio,Suplementos y multivitamínicos,capsula,60,,omega,https://www.farmaciasdesimilares.com/omega_3_6_9_60cap_simiomega_plus/p,vtex
68,PARACETAMOL/CAFEINA/FENILEFRINA/CLORFENAMINA 10TABLETAS SIMIFLU,,12.0,Antigripal,Aparato respiratorio,,10,,paracetamol + cafeina + fenilefrina + clorfenamina,https://www.farmaciasdesimilares.com/parace_cafe_fenil_clorfen_10tab_simiflu/p,vtex
633,CETIRIZINA 10 MG 10 TABLETAS,,60.0,Antialérgico,Medicamentos,tableta,10,10mg,cetirizina,https://www.farmaciasdesimilares.com/cetirizina_10mg_10tab/p,vtex
632,ACIDO ASCORBICO 1 GR SABOR NARANJA 10 TABLETAS EFERVESCENTES,,51.0,Sistema inmune,Aparato respiratorio,tableta,10,1000mg,,https://www.farmaciasdesimilares.com/ac_ascorbico_1gr_10tab_efer/p,vtex
630,SENOSIDOS AB 8.6MG 60 TABLETAS,,54.0,Laxante,Funcionamiento gastrointestinal,tableta,60,8.6mg,senosidos,https://www.farmaciasdesimilares.com/senosidos_ab_8_6mg_60tab/p,vtex
621,TERBINAFINA CLORHIDRATO CREMA 15 GR 1 PIEZA,,34.0,Antimicótico,Medicamentos,crema,1,15000mg,terbinafina,https://www.farmaciasdesimilares.com/terbinafina_clorhidrato_15gr/p,vtex
599,ELECTROLITOS ORALES COCO 500 ML 1 PIEZA,,25.5,Líquido,Rehidratantes,,1,500ml,electrolitos,https://www.farmaciasdesimilares.com/electrolito_oral_coco_500ml/p,vtex
595,AZITROMICINA 500 MG 3 TABLETAS,,110.0,Antibiótico,Medicamentos,tableta,3,500mg,azitromicina,https://www.farmaciasdesimilares.com/azitromicina_500mg_3tab/p,vtex
522,AMOXICILINA / ACIDO CLAVULANICO 875MG 10 TABLETAS,,99.0,Antibiótico,Medicamentos,tableta,10,875mg,amoxicilina,https://www.farmaciasdesimilares.com/amoxicilina_ac_cla_875mg_10tab/p,vtex
520,FLUCONAZOL 150MG 1 CAPSULA,,35.0,Antimicótico,Medicamentos,capsula,1,150mg,fluconazol,https://www.farmaciasdesimilares.com/fluconazol_150mg_1cap/p,vtex
510,IBUPROFENO  2GR/100ML SUSPENSION 120 ML 1 PIEZA,,31.0,Analgésicos,Analgesia,suspension,1,100ml 120ml 2000mg,ibuprofeno,https://www.farmaciasdesimilares.com/ibuprofeno_2gr_100ml_susp_120ml/p,vtex
