id,sku,nombre,codigo_barras,principio_activo,presentacion,tipo_ficha,clave_monografia,fuente_texto,estado
287,FC-08802838,Crema Nivea Softmilk,4005808802838,Emolientes / humectantes,400 mL,dermocosmetico,,fabricante,pendiente
160,FC-1DAD5EF1,Tusilen adulto jarabe,7502209810365,Dextrometorfano / Guaifenesina / Fenilefrina,118 ML,medicamento,dextrometorfano + guaifenesina + fenilefrina,instructivo,pendiente
1063,EQ-SAN025,Revenox 60 Tab 3 Mg,714908100228,Melatonina,Frasco con 60 tabletas,suplemento_o_natural,,fabricante,pendiente
1059,EQ-NOV179,Acetif 10 Tab 500 Mg,7501075727425,PARACETAMOL,Caja con 10 tabletas,medicamento,paracetamol,instructivo,pendiente
1061,EQ-AMS292,Pantoprazol 7 Tab 20 Mg,,Pantoprazol,Caja con 7 tabletas,medicamento,pantoprazol,instructivo,pendiente
1058,EQ-MAV263,Galaver Gel 10 Sob 80mg/10mg/10 Ml,7502009745522,Magaldrato / Dimeticona,Caja con 10 sobres de 10 mL,medicamento,magaldrato + dimeticona,instructivo,pendiente
1062,EQ-SON233,Zimeton 20 Tab 130/50/40 Mg,,Pancreatina / Extracto de bilis / Dimeticona,Caja con 20 tabletas,suplemento_o_natural,,fabricante,pendiente
1064,EQ-QUI091,Magsokon 1 Caja 26 G,,Sulfato de magnesio,Bolsa 26 g,medicamento,sulfato de magnesio,instructivo,pendiente
1060,EQ-GEP049,X-Trid 12 Caps 15mg/5mg/2mg/250mg,7502227427392,,Caja con 12 cápsulas,revisar_clasificacion,,fabricante,pendiente
1056,EQ-PBY007,Max Sens Tropicana Mix 1 Blister 3+1,7503014377197,,3+1 extra delgados Tropicana Mix,revisar_clasificacion,,fabricante,pendiente
1065,EQ-PYG016,Metanucil 1 Polvo Sabor Natural 504 G,0020800790246,Plantago psyllium,Bote 504 g sabor natural,medicamento,plantago psyllium,instructivo,pendiente
544,FC-FEAECBF1,Mercurio Tepezcohuite,3311000001087,Producto homeopatico / natural,50 g,suplemento_o_natural,,fabricante,pendiente
362,FC-19006623,Saba buenas noches,7501019050664,Celulosa absorbente,C/8,cuidado_personal_o_material,,fabricante,pendiente
539,FC-FFC25DD1,Perilla N4,,Material plastico,PIEZA,cuidado_personal_o_material,,fabricante,pendiente
186,FC-22150801,Jabon Grisi Avena,7501022150801,Jabon / tensioactivos,125 G,cuidado_personal_o_material,,fabricante,pendiente
724,FC-08100013,Eucalín jarabe miel y propóleo 120 ml,714908100013,Mezcla de Plantas y propoleo,120 ML,medicamento,mezcla de plantas y propoleo,instructivo,pendiente
1066,EQ-BRL072-1,Lo Bruquin 2 Tab 150/200 Mg,,,,revisar_clasificacion,,fabricante,pendiente
1070,FC-30713851,Gelcavit Platinum capsulas 1.39 g C/30,7501130713851,"Coenzima Q-10, aceite de primula, aceite de germen de trigo, vitaminas y minerales",Caja 30 capsulas de 1.39 g,suplemento_o_natural,,fabricante,pendiente
1069,FC-20089077,Exzon tabletas masticables 490 mg C/90 sabor uva,7503020089077,"Fibra soluble de maiz, bioflavonoides citricos, Bacillus coagulans, vitaminas A, C y D3",Caja 90 tabletas masticables de 490 mg,suplemento_o_natural,,fabricante,pendiente
1071,FC-30713547,Gelcavit Colors capsulas 0.62 g C/30,7501130713547,"Aceite de germen de trigo, vitaminas y minerales",Caja 30 capsulas de 0.62 g,suplemento_o_natural,,fabricante,pendiente
1073,FC-09749063,Sol Sun protector solar facial crema hidratacion profunda,7502009749063,Acido hialuronico y aloe vera,Crema facial en tubo,medicamento,acido hialuronico y aloe vera,instructivo,pendiente
1072,FC-MULIER30,Gelcavit Mulier capsulas 1.54 g C/30,7501130709847,"Isoflavonas de soya, lecitina de soya, vitaminas y minerales",Caja 30 capsulas de 1.04 g,suplemento_o_natural,,fabricante,pendiente
361,FC-33950209,Pediasure vainilla,7501033956294,Suplemento nutricional,237 ML,suplemento_o_natural,,fabricante,pendiente
1074,FMX-506935,Normogotero-Sensimedical Piezas C/1 S/Aguja,,,,revisar_clasificacion,,fabricante,pendiente
188,FC-14119032,Jabón azufre con miel,7503014119032,,,revisar_clasificacion,,fabricante,pendiente
1077,FMX-302947,Citrato Magnesio/Lecitina Soya-Naturex Capsulas C/30,,,,revisar_clasificacion,,fabricante,pendiente
1081,FMX-501619,Eucalin-Miel Jarabe C/120 Ml,,,,revisar_clasificacion,,fabricante,pendiente
1083,FMX-502465,Colageno-Naturex Tabletas C/60,,,,revisar_clasificacion,,fabricante,pendiente
1079,FMX-502700,La-Femme Capsulas C/30,,,,revisar_clasificacion,,fabricante,pendiente
1082,FMX-505937,Pleniform-40 Tabletas C/30,,,,revisar_clasificacion,,fabricante,pendiente
1084,FMX-301721,Vita/Kid/C Jarabe C/240 Ml,,,,revisar_clasificacion,,fabricante,pendiente
1085,FMX-500999,Gelcavit-Ho Capsulas C/30,7501130709830,"Cápsulas con L Arginina, Lecitina y Vitaminas",Caja 30 capsulas de 1.13 g,suplemento_o_natural,,fabricante,pendiente
1092,FMX-300861,Fotosun-Uv100 Crema C/125 Ml 50-Fps,,,,revisar_clasificacion,,fabricante,pendiente
184,FC-40036965,Jabon Asepxia Bicarbon,6502400369656,Jabon / tensioactivos,100 G,cuidado_personal_o_material,,fabricante,pendiente
1089,FMX-302884,Sol-Sun Crema C/50 Gr 50-Fps/Ah Av,,,,revisar_clasificacion,,fabricante,pendiente
762,FC-53601339,Daclafin subsalicilato bismuto susp. 120 mL,7502253601339,Subsalicilato de bismuto,Frasco 120 mL,medicamento,subsalicilato de bismuto,instructivo,pendiente
1097,FMX-303091,Piojitos Shampoo C/150 Gr,793969285204,Agentes surfactantes,150G,cuidado_personal_o_material,,fabricante,pendiente
1096,FMX-300936,Lady-Femm Parche C/1,7502009747144,HIERRO/CARBON ACTIVADO,C/1,medicamento,hierro + carbon activado,instructivo,pendiente
1093,FMX-302138,Biotina-Naturex Capsulas C/30,7502259892144,Vitamina E/ ACEITE DE GERMEN DE TRIGO,C/30,suplemento_o_natural,,fabricante,pendiente
1098,FMX-500311,Ali-Gomitas Gomitas C/60,7501590281495,INULINA/INOSITOL/COLINA,C/60,medicamento,inulina + inositol + colina,instructivo,pendiente
1095,FMX-302907,Iverkram Capsulas C/30,7501590288715,PSIDIUM GUAJAVA/ MELISSA OFFICINALIS,C/30,medicamento,psidium guajava + melissa officinalis,instructivo,pendiente
1090,FMX-504851,Pioklean Spray C/130 Ml,7502008986933,Mezcla de Hierbas,130 mL,medicamento,mezcla de hierbas,instructivo,pendiente
1094,FMX-302906,Vizano Capsulas C/30,7501590288838,ZINC,C/30,medicamento,zinc,instructivo,pendiente
1091,FMX-502473,Dibenel-Max Capsulas C/30,7501590282829,"QUERCITINA, OMEGA 3 Y 6, VIT Y MIN",C/30,suplemento_o_natural,,fabricante,pendiente
1108,FMX-505399,Saludol-Corporal Gel C/100 Gr,714908105650,"MENTOL, CANEDULA,ARNICA,SABILA",100 G,suplemento_o_natural,,fabricante,pendiente
1101,FMX-301546,Montelukast-Neolpharma Tabletas 5 Mg C/20,7501384545574,MONTELUKAST,C/20,medicamento,montelukast,instructivo,pendiente
1106,FMX-303355,Taflavix Frasco C/40,714908105940,VALERIANA,C/40,medicamento,valeriana,instructivo,pendiente
1104,FMX-504790,Gelcavit-Gem Capsulas C/30,7501130742134,,C/30,revisar_clasificacion,,fabricante,pendiente
1099,FMX-502046,Calazin Suspension Topica C/180 Ml,637420223803,Calamina,180 mL,medicamento,calamina,instructivo,pendiente
284,FC-54500216,Crema Nivea de Tarro Crist,7501054500216,Emolientes / humectantes,400 ML,dermocosmetico,,fabricante,pendiente
1102,FMX-301516,Aceite bebé Jaloma manzanilla y caléndula 120 ml,759684154881,parafina,120 mL,cuidado_personal_o_material,,fabricante,pendiente
1100,FMX-502376,Norapred Tabletas 50 Mg C/20,7501537102395,PREDNISONA,C/20,medicamento,prednisona,instructivo,pendiente
1109,FMX-502386,Guaxoquim Jarabe C/140 Ml,7502223112193,guaifenesina/oxolamina,100 mL,medicamento,guaifenesina + oxolamina,instructivo,pendiente
1103,FMX-301081,Hudiclor Tabletas 250 Mg C/28,780083148980,TERBINAFINA,C/28,medicamento,terbinafina,instructivo,pendiente
1107,FMX-507495,Senloir Tabletas 10 Mg C/20,780083148904,MONTELUKAST,C/20,medicamento,montelukast,instructivo,pendiente
1105,FMX-300591,Bio-Clap-Repelente Spray C/60 Ml,759684471452,"Citronela, té de limón",60 mL,medicamento,"citronela, te de limon",instructivo,pendiente
1110,FMX-302287,Belapiel/Piernas-Cansadas Crema C/200 Gr,7502009748196,"CENTELLA ASIATICA, CASTAÑA DE INDIAS",200 G,medicamento,"centella asiatica, castana de indias",instructivo,pendiente
1111,FMX-505289,Diclofenaco/Complejo-B-Ultra Grageas C/30,7502216790865,DICLOFENACO C/COMPLEJO B,C/30,medicamento,diclofenaco c + complejo b,instructivo,pendiente
323,FC-54503095,Crema Nivea Tarro,7501054503095,Emolientes / humectantes,100 ML,dermocosmetico,,fabricante,pendiente
292,FC-54504535,Crema corporal Nivea Milk,7501054504535,Emolientes / humectantes,400 ML,dermocosmetico,,fabricante,pendiente
1075,FMX-301138,Cinta-Microporosa-Codifarma 2.5 Cm X 5 M C/1 Blanco,,,,revisar_clasificacion,,fabricante,pendiente
171,FC-55280956,Desodorante Obao Men Tattoo Rebel (Hombre),7509552780956,Antitranspirante / desodorante,R-ON 65 G,cuidado_personal_o_material,,fabricante,pendiente
1113,FMX-307626,Bromuro-Pinaverio-Alpharma Tabletas 100 Mg C/14,7501384505271,BROMURO DE PINAVERIO,C/14,medicamento,bromuro de pinaverio,instructivo,pendiente
569,FC-56371159,Jabon Dove Exfoliacion,7501056371159,Jabon / tensioactivos,135 G,cuidado_personal_o_material,,fabricante,pendiente
1114,FMX-303280,Melnotex Tabletas 5 Mg C/20,7502274792115,MELATONINA,C/20,suplemento_o_natural,,fabricante,pendiente
1112,FMX-302206,Belapiel/Golpes Ungüento C/75 Gr,7502009748011,ARNICA/CANEDULA/ALOE VERA,75 G,suplemento_o_natural,,fabricante,pendiente
1116,FMX-506781,Cateter/Intravenoso-Sumitex Pu 24 G X 19 Mm C/1 Amarillo,7506022316493,,C/1,revisar_clasificacion,,fabricante,pendiente
1115,FMX-301025,Mascarilla-Nebulizacion-Sensimedical Bolsa C/1 Con Nebulizador Pediatrica,7506022330901,,C/1,revisar_clasificacion,,fabricante,pendiente
634,FC-54558682,Nivea Milk Crema corp 400 ML,7501054558682,Emolientes / humectantes,400 ML,dermocosmetico,,fabricante,pendiente
1120,FMX-300644,Guante/Esteril-Protec Clasico C/100 Mediano,7501048942442,,100 PZ,revisar_clasificacion,,fabricante,pendiente
1118,FMX-301565,Jeringa-Sensimedical 60 Ml Pivote/Concentrico,7506022307897,,C/1,revisar_clasificacion,,fabricante,pendiente
1119,FMX-302168,Venda/Stick 5 Cm X 4.5 M C/1 Azul,7506484500126,,1 ROLLO,revisar_clasificacion,,fabricante,pendiente
581,FC-54549796,Crema Nivea Milk Nutritiva,7501054549796,Emolientes / humectantes,100 mL,dermocosmetico,,fabricante,pendiente
1117,FMX-503320,Solucion-Pisa Cs 0.9 C/1000 Ml,7501125100130,,1000 mL,revisar_clasificacion,,fabricante,pendiente
1121,FMX-504321,Aguja-Hipodermica-Sensimedical 22 G X 32 Mm C/1 Negro,,,C/1,revisar_clasificacion,,fabricante,pendiente
318,FC-56326142,Crema Ponds Suave y Tersa,7501056326142,,100 G,revisar_clasificacion,,fabricante,pendiente
289,FC-56330309,Crema Ponds Clarant B3,7501056330309,,100 G,revisar_clasificacion,,fabricante,pendiente
215,FC-56330378,Ponds desmaquillante Bio-Hydra dual,7501056330378,,200 ML,revisar_clasificacion,,fabricante,pendiente
240,FC-56340025,Crema Para Peinar Sedal Restauracion Inst,7501056340025,,300 ML,revisar_clasificacion,,fabricante,pendiente
726,FC-9890973,Lactiv adulto proinulina bióticos sobres C/6,7502259890973,proinulina bióticos,C/6,medicamento,proinulina bioticos,instructivo,pendiente
433,FC-62746643,Ajolotius menta eucalipto pastillas,7500462746643,con azúcar,C/10,medicamento,con azucar,instructivo,pendiente
155,FC-57925EF3,Reglusan,7501075714739,GLIBENCLAMIDA,50 TABLETAS,medicamento,glibenclamida,instructivo,pendiente
577,FC-56340117,Crema Para Peinar Sedal Liso Perfecto,7501056340117,,300 mL,revisar_clasificacion,,fabricante,pendiente
253,FC-56340124,Crema Para Peinar Sedal Ceramida,7501056340124,,300 ML,revisar_clasificacion,,fabricante,pendiente
236,FC-56340131,Crema Para Peinar Sedal Rizos Definidos,7501056340131,,300 ML,revisar_clasificacion,,fabricante,pendiente
239,FC-56360429,Talco para pies Rexona Efficient Orig,7501056360429,Talco / zinc undecilenato,200 G,cuidado_personal_o_material,,fabricante,pendiente
610,FC-58367129,Condón Sico Negro Feel,7501058367129,Latex,C/3,cuidado_personal_o_material,,fabricante,pendiente
551,FC-5D59ED54,Mercurio Cloruro De Magnesio Cajita,3311000000776,Producto homeopatico / natural,bolsa 100g,suplemento_o_natural,,fabricante,pendiente
446,FC-58792792,Tempra,7501058792792,Paracetamol/fenilefrina/carbinoxamina,C/12 400mg/20mg/4mg,medicamento,paracetamol + fenilefrina + carbinoxamina,instructivo,pendiente
534,FC-578F060C,Mercurio Borax Polvo,3311000003739,Producto homeopatico / natural,C/50,suplemento_o_natural,,fabricante,pendiente
392,FC-59225411,Leche en polvo Nido Kinder,7501059225411,,360 g,revisar_clasificacion,,fabricante,pendiente
516,FC-5A697CC2,Mercurio Aceite Olivo,3311000001582,Producto homeopatico / natural,50 mL,suplemento_o_natural,,fabricante,pendiente
459,FC-65095947,Centrum Silver + 50,7501065095947,Multivitaminico + minerales,C/30,suplemento_o_natural,,fabricante,pendiente
251,FC-61111501,Talco Desodorante ODolex,7501361111501,Antitranspirante / desodorante,150 G,cuidado_personal_o_material,,fabricante,pendiente
217,FC-61113000,Talco Desodorante ODolex,7501361113000,Antitranspirante / desodorante,300 g,cuidado_personal_o_material,,fabricante,pendiente
218,FC-61123009,Talco Desodorante Odolex Naturals,7501361123009,Antitranspirante / desodorante,300 G,cuidado_personal_o_material,,fabricante,pendiente
252,FC-61124013,Talco Desodorante Odolex Fresh,7501361124013,Antitranspirante / desodorante,150 G,cuidado_personal_o_material,,fabricante,pendiente
380,FC-68900127,Gasa 10 x 10,7501868900127,Material de curacion,PAQ 10,cuidado_personal_o_material,,fabricante,pendiente
48,FC-64EB83AA,Compl,,,1 FRASCO AMPULA,revisar_clasificacion,,fabricante,pendiente
552,FC-66055303,Prueba Embarazo Meditest,7506022315281,Gonadotropina corionica (test),C/1,medicamento,gonadotropina corionica (test),instructivo,pendiente
349,FC-68901124,Alcohol Etilico Azul 71.6,7501868901124,Alcohol etilico,500 ML,cuidado_personal_o_material,,fabricante,pendiente
514,FC-62034164,Mercurio Espiritus Untar,3311000001605,Producto homeopatico / natural,50 mL,suplemento_o_natural,,fabricante,pendiente
619,FC-64560163,Iodex Cristal,7501064560163,Mentol + eucalipto,60 G,medicamento,mentol + eucalipto,instructivo,pendiente
194,FC-67905186,Blumen coconut líquido,7506267905186,Surfactantes,221 ML,cuidado_personal_o_material,,fabricante,pendiente
339,FC-68900226,Alcohol Etilico Rojo 96°,7501868900226,Alcohol etilico,250 ML,cuidado_personal_o_material,,fabricante,pendiente
337,FC-68900264,Alcohol Etilico Rojo 96°,7501868900264,Alcohol etilico,125 ML,cuidado_personal_o_material,,fabricante,pendiente
348,FC-68901117,Alcohol Etilico Azul 71.6,7501868901117,Alcohol etilico,250 ML,cuidado_personal_o_material,,fabricante,pendiente
347,FC-68901131,Alcohol Etilico Azul 71.6,7501868901131,Alcohol etilico,1 L,cuidado_personal_o_material,,fabricante,pendiente
372,FC-68910041,Algodón 25g,7501868910041,,25g,revisar_clasificacion,,fabricante,pendiente
338,FC-68960257,Alcohol Etilico Rojo 96°,7501868900257,Alcohol etilico,1 L,cuidado_personal_o_material,,fabricante,pendiente
93,FC-6B2ADEE9,Protect aerosol 200 dosis,7501109900008,Budesonida + Formoterol,12.80 G,medicamento,budesonida + formoterol,instructivo,pendiente
221,FC-72300171,Talco Desodorante Ting polvo,7501072300171,Antitranspirante / desodorante,85 G,cuidado_personal_o_material,,fabricante,pendiente
270,FC-75001865,Brillantina Palmolive,75001865,Surfactantes / formula corporal,115 mL,cuidado_personal_o_material,,fabricante,pendiente
178,FC-75062897,Desodorante Rexona Bamboo 48H,75062897,Antitranspirante / desodorante,STICK 45 G,cuidado_personal_o_material,,fabricante,pendiente
183,FC-75062927,Desodorante Rexona Pom-Dry 48 H,75062927,Antitranspirante / desodorante,STICK 45 G,cuidado_personal_o_material,,fabricante,pendiente
192,FC-75069223,Rexona Sport Stick,75069223,Antitranspirante,45 g,cuidado_personal_o_material,,fabricante,pendiente
452,FC-80950139,Condones Trojan Pro-Tech,7501080950139,Latex,3 pzs,cuidado_personal_o_material,,fabricante,pendiente
384,FC-76000277,Vitacilina crema humectante,7506376000277,,100 G,revisar_clasificacion,,fabricante,pendiente
742,FC-75717914,Nineka suspensión neomicina/caolín/pectina,7501075717914,Neomicina + Caolin + Pectina,Frasco ~100 mL,medicamento,neomicina + caolin + pectina,instructivo,pendiente
216,FC-76040436,Desodorante Para Pies Mexsana,7502276040436,Antitranspirante / desodorante,SPRAY 150 ML,cuidado_personal_o_material,,fabricante,pendiente
745,FC-75723137,Novakosid senosidos A-B 8.6 mg C/20,7501075723137,Senosidos A-B 8.6 mg,C/20,medicamento,senosidos a-b,instructivo,pendiente
528,FC-A680F97E,Mercurio Yodo Tomar,3311000001506,Producto homeopatico / natural,frasco 50 mL,suplemento_o_natural,,fabricante,pendiente
50,FC-7F90064A,Ampicilina,7501349021051,AMPICILINA,1 FRASCO AMPULA,medicamento,ampicilina,instructivo,pendiente
223,FC-82740011,Nuvel quita esmalte humectante lanolina,7501082740011,,125 ML,revisar_clasificacion,,fabricante,pendiente
299,FC-82790016,Talco Nuvel Pura para bebé,7501082790016,Talco / zinc undecilenato,200 g,cuidado_personal_o_material,,fabricante,pendiente
200,FC-82790504,Nuvel desmaquillante bifásico oil,7501082790504,,125 ML,revisar_clasificacion,,fabricante,pendiente
766,FC-82200016,Aktyzar omeprazol Solfran capsulas C/120,7501482200016,Omeprazol 20 mg,C/120,medicamento,omeprazol,instructivo,pendiente
603,FC-80596011,Aderogyl ampolletas C/4,3664798059601,Vitamina C + Vitamina A + Vitamina D3 + Complejo B,Amp C/4,suplemento_o_natural,,fabricante,pendiente
496,FC-85097661,Antiflu-Des Jr Antigripal,7501088509766,Clorhidrato de amantadina/Maleato de clorfenamina/Paracetamol,Jarabe 60 mL 500 mg/20 mg/3000 mg/,medicamento,clorhidrato de amantadina + maleato de clorfenamina + paracetamol,instructivo,pendiente
379,FC-83510531,Protec gel Antibacterial,7501048351053,Alcohol etilico,250 ML,cuidado_personal_o_material,,fabricante,pendiente
307,FC-86472048,Cepillo Dent Mayor Alcance Pro,7501086472048,Material sintetico,1 PZ,cuidado_personal_o_material,,fabricante,pendiente
386,FC-83351691,Agua Oxigenada Protec,7501048335169,,230 ML 2.5 a 3.5%,revisar_clasificacion,,fabricante,pendiente
611,FC-83683367,Condón Sico Rojo Feel,7501058368126,Latex,C/3,cuidado_personal_o_material,,fabricante,pendiente
587,FC-84500607,Cinta micropore blanca 2.5 cm x 9.1 m,7506484500607,,1 pz,revisar_clasificacion,,fabricante,pendiente
276,FC-84431050,Acetona Jaloma chico,7596844310502,,60 ML,revisar_clasificacion,,fabricante,pendiente
278,FC-84437151,Acetona Jaloma mediano,7596844371510,,120 ML,revisar_clasificacion,,fabricante,pendiente
212,FC-84900280,Jaloma Agua de Rosas,7596849002808,,130 ML,revisar_clasificacion,,fabricante,pendiente
635,FC-85171113,Condón Sico Invisible C/3,7501685171113,Latex,C/3,cuidado_personal_o_material,,fabricante,pendiente
609,FC-85171118,Condón Sico,7501685171118,Latex,C/3,cuidado_personal_o_material,,fabricante,pendiente
472,FC-85592111,Scabisan,7501088559211,PERMETRINA,CREMA 60 G,medicamento,permetrina,instructivo,pendiente
672,FC-8645080,Canesten V Crema 3 dias 20 g + 3 aplicadores,7501318645080,Clotrimazol 2%,Tubo 20 g + 3 aplicadores,medicamento,clotrimazol 2%,instructivo,pendiente
730,FC-06910906,Broncolin Bicoestol pastillas naranja C/16,714706910906,,C/16,revisar_clasificacion,,fabricante,pendiente
739,FC-09745560,Bioxover (Dropropizina) jarabe 120 mL,7502009745560,Dropropizina,Frasco 120 mL,medicamento,dropropizina,instructivo,pendiente
733,FC-4391156,Jaloma pomada labios sabores 3 g,759684391255,Vaselia,3 g,medicamento,vaselia,instructivo,pendiente
734,FC-84154058,Jaloma Bebé vaselina lavanda 60 g,759684154058,,60 g,revisar_clasificacion,,fabricante,pendiente
346,FC-86901100,Alcohol Etilico Azul 71.6,7501868901100,Alcohol etilico,125 ML,cuidado_personal_o_material,,fabricante,pendiente
740,FC-09745584,Oppelver lactulosa jarabe 125 mL,7502009745584,Lactulosa 10 g/15 mL,Frasco 125 mL + vaso,medicamento,lactulosa,instructivo,pendiente
274,FC-86494262,Cepillo Oral-B Indicat,7501086494262,Material sintetico,1 pz,cuidado_personal_o_material,,fabricante,pendiente
491,FC-88923551,Cilocid,7502208892355,ACIDO FOLICO,C/20,medicamento,acido folico,instructivo,pendiente
373,FC-89100101,Algodón 200 g,7501868910010,,200 G,revisar_clasificacion,,fabricante,pendiente
738,FC-09745027,Galaver gel 250 mL (Magaldrato / Dimeticona),7502009745027,Magaldrato / Dimeticona,Frasco 250 mL,medicamento,magaldrato + dimeticona,instructivo,pendiente
427,FC-21042481,Crema Manzanilla ricitos de oro 100 ml,7501022104248,,,revisar_clasificacion,,fabricante,pendiente
258,FC-92504539,Cera Ego Brillo,7506192504539,Cera / resina,25 G,cuidado_personal_o_material,,fabricante,pendiente
419,FC-14980596,Prudence Mora,7502214980596,,3pzs,revisar_clasificacion,,fabricante,pendiente
425,FC-24004581,Pastillas Ajolotius Elderberry Grosellero,7506452400458,,C/10,revisar_clasificacion,,fabricante,pendiente
488,FC-89810021,Shampoo Herklin,7501089810021,Surfactantes,60 ML,cuidado_personal_o_material,,fabricante,pendiente
423,FC-54504870,Balsamo para Labios Labello Clasico,7501054504870,,1 pz,revisar_clasificacion,,fabricante,pendiente
422,FC-45045281,Balsamo Para Labios Labello Hidro Care,7501054504528,,1 pz,revisar_clasificacion,,fabricante,pendiente
424,FC-52400212,Pastillas Ajolotius Jengibre Hedera,7506452400212,Jengibre/Hedera,C/10,medicamento,jengibre + hedera,instructivo,pendiente
176,FC-93025797,Desodorante Axe Men Dark Temp (Hombre),7791293025797,Antitranspirante / desodorante,SPRAY 150 ML,cuidado_personal_o_material,,fabricante,pendiente
172,FC-93025919,Desodorante Axe Excite Seco (hombre),7791293025919,Antitranspirante / desodorante,SPRAY 152 ML,cuidado_personal_o_material,,fabricante,pendiente
673,FC-9303047,Cicloferon Crema 5% 2 g,7501299303047,Aciclovir 5%,Tubo 2 g,medicamento,aciclovir 5%,instructivo,pendiente
170,FC-93037806,Desodorante Rexona Men Marine (hombre),7791293037806,Antitranspirante / desodorante,SPRAY 150 ML,cuidado_personal_o_material,,fabricante,pendiente
177,FC-93038223,Desodorante Rexona Men Sport,7791293038223,Antitranspirante / desodorante,SPRAY 150 ML,cuidado_personal_o_material,,fabricante,pendiente
145,FC-A2B284E0,Hialuronato De Sodio 4Mg,75058661,Hialuronato de sodio,10 ML,medicamento,hialuronato de sodio,instructivo,pendiente
666,FC-9511421,Pasta Lassar Andromaco 30 g,7501289511421,Oxido de zinc 25%,Frasco 30 g,medicamento,oxido de zinc 25%,instructivo,pendiente
309,FC-95129166,Cepillo Dent Oral-B Limpieza Intens 2,7506195129166,Material sintetico,2 PZ,cuidado_personal_o_material,,fabricante,pendiente
519,FC-931B4809,Mercurio Aceite Coco,3311000001476,Producto homeopatico / natural,50 mL,suplemento_o_natural,,fabricante,pendiente
430,FC-52400038,Ajolotius menta eucalipto sin azúcar pastillas,7506452400038,menta /eucalipto,c/10,medicamento,menta + eucalipto,instructivo,pendiente
543,FC-9507CD66,Mercurio Haba Alcanforada,3311000003388,Producto homeopatico / natural,C/50,suplemento_o_natural,,fabricante,pendiente
431,FC-62746698,Ajolotius Jarbe con Bioalimentos/propoleo y vitamina C y A,7500462746698,Bioalimentos / propoleo,JARABE,medicamento,bioalimentos + propoleo,instructivo,pendiente
526,FC-D3D28E20,Mercurio Yodo Untar,3311000000493,Producto homeopatico / natural,frasco 50 mL,suplemento_o_natural,,fabricante,pendiente
120,FC-DE106642,AMPIGRIM INFANTIL(Metamizol + Dexametasona + Vit. B),780083140939,Ampicilina,3 AMPOLLETA,medicamento,ampicilina,instructivo,pendiente
49,FC-D210172A,Ampicilina,7501349022874,AMPICILINA,1 FRASCO AMPULA,medicamento,ampicilina,instructivo,pendiente
137,FC-E535DE28,Diurmessel,7501573900375,FUROSEMIDA,20 TABLETAS,medicamento,furosemida,instructivo,pendiente
532,FC-CB5C11ED,Mercurio Magnesia Anisada,3311000003425,Producto homeopatico / natural,C/50,suplemento_o_natural,,fabricante,pendiente
530,FC-D037156B,Mercurio Bismuto Subnitrato,3311000003708,Producto homeopatico / natural,C/50,suplemento_o_natural,,fabricante,pendiente
520,FC-D4AC123B,Mercurio Aceite Almendras,3311000001209,Producto homeopatico / natural,frasco 50 mL,suplemento_o_natural,,fabricante,pendiente
559,FC-DF39BB27,Alevarin cápsulas C/45,7501590281105,,C/45,revisar_clasificacion,,fabricante,pendiente
151,FC-D11D586A,Valgab 3 jarabe 6 mL,7501573907688,Desloratadina,50 MG,medicamento,desloratadina,instructivo,pendiente
83,FC-DB3B2584,Celesbitan,7501537102982,Betametasona,1 FRASCO AMPULA,medicamento,betametasona,instructivo,pendiente
107,FC-DF8ADDAB,Erispan,7502009745218,BETAMETASONA,1 FRASCO AMPULA,medicamento,betametasona,instructivo,pendiente
116,FC-C636D8EA,Ceftriaxona IM 1 g (Inyectable),7506624900519,Ceftriaxona,1 FRASCO AMPULA,medicamento,ceftriaxona,instructivo,pendiente
81,FC-E826D304,Lincomicina /2Ml 6 Ampolletas,7501349021983,Lincomicina,600 MG,medicamento,lincomicina,instructivo,pendiente
43,FC-F183C6E9,Penipot bencilpenicilina procainica,7501349011175,BENCILPENICILINA,1 FRASCO AMPULA,medicamento,bencilpenicilina,instructivo,pendiente
52,FC-5F30F9D4,Clamoxin (Amoxicilina/Clavulánico 500/125 mg),7502009740992,AMOXICILINA/AC. CLAVULANICO,10 TABLETAS,medicamento,amoxicilina + ac. clavulanico,instructivo,pendiente
124,FC-5D9DFA3D,Norquinol,7851207554970,NORQUINOL,20 TABLETAS,medicamento,norquinol,instructivo,pendiente
523,FC-E69F2E63,Madrid Aceite Eucalipto,7506313000575,Aceite de eucalipto,Frasco 40 mL,medicamento,aceite de eucalipto,instructivo,pendiente
535,FC-FBD776D2,Mercurio Perlas De Eter,3311000003487,Producto homeopatico / natural,C/50,suplemento_o_natural,,fabricante,pendiente
590,FC-00170941,XL-3 Xtra C/12,6502400170941,Paracetamol + Fenilefrina + Clorfenamina,C/12,medicamento,paracetamol + fenilefrina + clorfenamina,instructivo,pendiente
180,FC-93025865,desodorante Axe Men Gold Temp,7791293025865,Antitranspirante / desodorante,,cuidado_personal_o_material,,fabricante,pendiente
199,FC-76000284,Vitacilina agua micelar agua rosas,7506376000284,,500 ML,revisar_clasificacion,,fabricante,pendiente
341,FC-77620056,Agua destilada La Flor,7506313000353,,1 L,revisar_clasificacion,,fabricante,pendiente
