linea,folio,fecha,proveedor,ean,descripcion_ticket,cantidad,precio_unitario,subtotal,lote,caducidad,sku_farmacapital,total_ticket,match
1,000004568,2026-09-13,Nadro,7501446000553,ACIDO-FOLICO 5 MG 50 TAB,1,45.80,45.80,,,FC-46000553,526.22,nadro
2,000004568,2026-09-13,Nadro,7501022112250,C-BOOST SUP ALIM COLAGENO FCO90GOM,1,109.91,109.91,,,FC-22112250,526.22,nadro
3,000004568,2026-09-13,Nadro,7502009746321,PREDNIS 1MG/1ML SOL FCO100ML LGEN,1,80.14,80.14,,,FC-09746321,526.22,nadro
4,000004568,2026-09-13,Nadro,7509552875461,SERUM GARNIER EXPRES BOOS 4% 30ML,1,129.78,129.78,,,FC-52875461,526.22,nadro
5,000004568,2026-09-13,Nadro,7501587010404,VIVIOPTAL 30 CAPS,1,160.59,160.59,,,FC-87010404,526.22,nadro
