estado,match,sku,nombre,marca,categoria,ean,src,off_name,brands,img
"MISS","http 404","FC-30133021","Bedoyecta Tri","Grossman","Vitaminas","7501123013302","","","",""
"MISS","http 429","FMX-302206","Belapiel/Golpes Ungüento C/75 Gr","BELA PIEL","Herbolario","7502009748011","","","",""
"MISS","http 429","FMX-302287","Belapiel/Piernas-Cansadas Crema C/200 Gr","ORIGEN NATURAL","Medicamentos","7502009748196","","","",""
"MISS","http 429","EQ-NOV154","Belazix C/20 Tab 5mg","NOVAG","Alergia","7501075723175","","","",""
"MISS","http 429","FC-75710465","Benciefedril jarabe dextrometorfano/guaifenesina","Novag","Respiratorio","7501075710465","","","",""
"MISS","http 404","EQ-AMS398","Bencil/Benz Comp 1 Fa 1.2 U 3 Ml","AMSA","Antibiótico","7501349025271","","","",""
"MISS","http 429","FC-4BD80686","Beneventol","Beneventol","Antibiótico","7502009745928","","","",""
"MISS","http 429","FC-369D1689","Beneventol","Beneventol","Antibiótico","7502009746253","","","",""
"MISS","http 429","FC-9B93AC4C","Beneventol","Beneventol","Antibiótico","7502009745737","","","",""
"MISS","http 429","EQ-SON024","Bentix 1 Cma 40g 3/0.0 %","SON'S","Otro","7502001161511","","","",""
"MISS","http 429","FC-86100158","Benvia Infantil (Dimenhidrinato) 250 mg/100 mL","Loeffler / Russek","Medicamentos","7506386100158","","","",""
"MISS","http 404","EQ-MAV410","Benzocaina 1 Gel 10 G .1/1 G","","Medicamentos","7502009747205","","","",""
"MISS","http 429","FC-08498798","Bepanthen Cutanea","Bepanthen","Otro","7501008498798","","","",""
"MISS","http 404","FC-08427330","Bepanthen Pomada Protectora Contra Rozaduras","Bepanthen","Otro","7501008427347","","","",""
"MISS","http 429","EQ-MAV266","Berniver 2% 1 Ung 15 G","","Medicamentos","7502009745836","","","",""
"MISS","http 404","FC-B8D7C997","Bicarbonato Sobres","Bicarbonato","Herbolario","3311000003715","","","",""
"MISS","http 429","FC-08DB70CB","Bicarbonato Velazquez Grande 200G","Bicarbonato","Suplemento","7503022640153","","","",""
"MISS","http 404","FMX-300591","Bio-Clap-Repelente Spray C/60 Ml","JALOMA","Higiene","759684471452","","","",""
"MISS","http 429","FC-73906469","Biobend bencidamina solucion bucal 360 mL","Biobend","Medicamentos","7501573906469","","","",""
"MISS","http 429","FC-6898B64F","Bioerter Eritromicina Suspensión","Neolpharma","Alergia","7502226292182","","","",""
"MISS","http 429","EQ-BIO003","Biomesina Compuesta 10 Grag 250/10 Mg","","Medicamentos","7501573900115","","","",""
"MISS","http 404","FC-1041884","Biomiral Pleniform 40 isoflavonas soya C/30","Biomiral","Suplemento","7503181041884","","","",""
"MISS","http 404","EQ-BIO100","Biostafex 10 Tab 120 Mg","Biomep","Alergia","7501573904151","","","",""
"MISS","http 429","FMX-302138","Biotina-Naturex Capsulas C/30","Naturex","Vitaminas","7502259892144","","","",""
"MISS","http 404","FC-09745560","Bioxover Dropropizina","Maver","Respiratorio","7502009745560","","","",""
"MISS","http 404","FC-7907117","Bisolvon Solucion Adulto 120 ml","Bisolvon","Respiratorio","7501037907117","","","",""
"MISS","http 429","FC-58DB24C4","Bitenver","Bitenver","Otro","7502009747373","","","",""
"MISS","http 404","EQ-BIO167","Bixen 12 Tab 550 Mg","","Medicamentos","7501573908104","","","",""
"MISS","http 404","FC-67905186","Blumen coconut líquido","Blumen","Higiene","7506267905186","","","",""
"MISS","http 404","FC-67905131","Blumen jabón líquido cherry blossom","Blumen","Higiene","7506267905131","","","",""
"MISS","http 404","EQ-VIT073","Bocetix 1 Sol 50 Mg 150 Ml","","Medicamentos","7501478317421","","","",""
"MISS","http 429","EQ-COL016","Bonazin 1 Fa 50/25/20 Mg","","Medicamentos","0780083139575","","","",""
"MISS","http 404","FC-25304555","Braxigort (Nifuroxazida) suspensión 4.4 g/100 mL","Degort's Chemical","Medicamentos","7501825304555","","","",""
"MISS","http 404","FC-75001865","Brillantina Palmolive","Palmolive","Cuidado personal","75001865","","","",""
"MISS","http 404","FC-73903260","Bromhexina Adulto solución 160 mg/100 mL","Biomep","Respiratorio","7501573903260","","","",""
"MISS","http 429","FC-73903246","Bromhexina Infantil solución 80 mg/100 mL","Biomep","Respiratorio","7501573903246","","","",""
"MISS","http 404","FMX-307626","Bromuro-Pinaverio-Alpharma Tabletas 100 Mg C/14","NEOLPHARMA","Medicamentos","7501384505271","","","",""
"MISS","http 404","FC-06910913","Broncolin Bicoestol pastillas cereza C/16","Broncolin","Producto","714706910913","","","",""
"MISS","http 404","FC-06910487","Broncolin Bicoestol pastillas eucalipto C/16","Broncolin","Herbolario","714706910487","","","",""
"MISS","http 404","FC-06910906","Broncolin Bicoestol pastillas naranja C/16","Broncolin","Producto","714706910906","","","",""
"MISS","http 404","FC-70100307","Broncolin Etiqueta Azul jarabe oral 140 ml","Broncolin","Producto","714706100307","","","",""
"MISS","http 404","FC-06903205","Broncolin paletas vitrolero surtido","Broncolin","Abarrotes","714706903205","","","",""
"MISS","http 429","EQ-BIO188","Broxtorfan Inf 1 Jbe 150/113 Mg/120 Ml","","Medicamentos","7501573908036","","","",""
"MISS","http 404","EQ-BRU016","Brulin (Dexametasona) 3 Fa 8mg/2 Ml","Bruluart","Medicamentos","7501537102586","","","",""
"MISS","http 429","FC-08895042","Bruluaquil AAS/paracetamol/cafeína 250/250/65 mg","Bruluagsa","Cardiovascular","7502208895042","","","",""
"MISS","http 404","FC-103521","Brunadol paracetamol/naproxeno C/10","Brunadol","Analgésico","7501537103521","","","",""
"MISS","http 404","EQ-NOV165","Budenova Susp .125 Mg/Ml 5 Amp 2ml","Novag","Respiratorio","7501075726251","","","",""
"MISS","http 404","FC-447B30F9","Budesonida","Budesonida","Otro","7501349023987","","","",""
"MISS","http 404","FC-281E0F22","Budesonida","Budesonida","Respiratorio","7501349024304","","","",""
"MISS","http 404","FC-C6C20517","Budimin","Budimin","Gastro","7502009748868","","","",""
"MISS","http 429","EQ-SON033","Busconet 1 Fa 250/20mg/5 Ml","SON'S","Analgésico","7502001160019","","","",""
"MISS","http 404","EQ-SON034","Busconet 10 Tab 250/10 Mg","","Medicamentos","7502001160026","","","",""
"MISS","http 404","EQ-AMS463","Butilhioscina 10 Tab 10 Mg","","Medicamentos","7501349024601","","","",""
"MISS","http 404","FC-08491096","Cafiaspirina tartrato C/100","Cafiaspirina","Analgésico","7501008491096","","","",""
"MISS","http 404","FMX-502046","Calazin Suspension Topica C/180 Ml","SOLAR","Medicamentos","637420223803","","","",""
"MISS","http 404","EQ-RAD096","Calcio Efe 12 Comp 500 Mg","Raam","Suplemento","7501563380439","","","",""
"MISS","http 429","FC-08100099","Caltrón 600+D calcio 600 mg / vitamina D 125 UI","Salud Natural","Suplemento","0714908100099","","","",""
"MISS","http 404","FC-8645080","Canesten V Crema 3 dias 20 g + 3 aplicadores","Canesten V","Medicamentos","7501318645080","","","",""
"MISS","http 404","FC-82F88FED","Captopril","Ultra","Hipertensión","7502216792579","","","",""
"MISS","http 404","EQ-LIF006","Carbafen 30 Tab 400/350mg","","Medicamentos","7501836000118","","","",""
"MISS","http 404","FC-885F2723","Carbamazepina","Psicofarma","Otro","7501384541163","","","",""
"MISS","http 404","EQ-MAV320","Cariden 10 Tab 30 Mg","Maver","Medicamentos","7502009746734","","","",""
"MISS","http 429","EQ-MAV318","Cariden 20 Tab 6 Mg","Maver","Hormonales","7502009746727","","","",""
"MISS","http 404","FC-BE0A0E46","Cateter para Venoclisis 22 g","Sumitex","Botiquín","7506022316622","","","",""
"MISS","http 404","FMX-506781","Cateter/Intravenoso-Sumitex Pu 24 G X 19 Mm C/1 Amarillo","SUMITEX","Dispositivo médico","7506022316493","","","",""
"MISS","http 404","FMX-506779","Catéter Sumitex 20G x 33 mm rosa","SUMITEX","Dispositivo médico","7506022316615","","","",""
"MISS","http 404","EQ-MAV142","Cefabroxil 15 Tab 500/30 Mg","Maver","Antibiótico","7502009741500","","","",""
"MISS","http 404","FC-A455EE80","Cefagen","Cefagen","Antibiótico","7502009741296","","","",""
"MISS","http 404","FC-2EDC6E3B","Cefagen","Cefagen","Antibiótico","7502009745119","","","",""
"MISS","http 404","EQ-MAV228","Cefagen 10 Tab 500 Mg","Maver","Antibiótico","7502009745126","","","",""
"MISS","http 404","FC-E374F23E","Cefagen pediátrico","Cefagen","Antibiótico","7502009741302","","","",""
"MISS","http 404","FC-2005DD57","Cefalexina","AMSA","Antibiótico","7501349021181","","","",""
"MISS","http 404","FC-40CE757D","Cefalver","Cefalver","Antibiótico","7502009740480","","","",""
"MISS","http 404","FC-492D652F","Cefalver","Cefalver","Antibiótico","7502009745614","","","",""
"MISS","http 404","FC-22B18244","Cefotaxima IM (Inyectable)","Cefotaxima","Antibiótico","7501349022515","","","",""
"MISS","http 429","FC-357D4A17","Ceftazidima","Ceftazidima","Otro","7501349022799","","","",""
"MISS","http 404","FC-C636D8EA","Ceftriaxona IM 1 g (Inyectable)","Ceftriaxona","Antibiótico","7506624900519","","","",""
"MISS","http 404","FC-E6B50AC3","Celecoxib","Celecoxib","Antiinflamatorio","7502216805361","","","",""
"MISS","http 429","FC-DB3B2584","Celesbitan","Celesbitan","Antiinflamatorio","7501537102982","","","",""
"MISS","no_esta","FC-50959781","Centrum Performance","Centrum","Vitaminas","7501065095978","","","",""
"MISS","http 429","FC-65095947","Centrum Silver + 50","Centrum","Vitaminas","7501065095947","","","",""
"MISS","http 404","FC-72629012","Cepillo Dent Clinic","Clinic","Higiene","7501072629012","","","",""
"MISS","http 404","FC-86472048","Cepillo Dent Mayor Alcance Pro","PRO","Higiene","7501086472048","","","",""
"MISS","http 404","FC-86494262","Cepillo Oral-B Indicat","Oral-B","Higiene","7501086494262","","","",""
"MISS","http 404","FC-6EAD98A9","Cepobrom","Cepobrom","Antibiótico","7502009741289","","","",""
"MISS","http 404","FC-92504539","Cera Ego Brillo","Ego","Cuidado personal","7506192504539","","","",""
"MISS","http 404","FC-92506045","Cera Ego Matte","Ego","Cuidado personal","7506192506045","","","",""
"MISS","http 404","FC-38312374","Cera gel Moco de Gorila Citrus","Moco de Gorila","Cuidado personal","7501438312374","","","",""
"MISS","http 404","EQ-MAV392","Cetilver 1 Gel 8% C/10 G","","Medicamentos","7502009748448","","","",""
"MISS","http 404","EQ-WER038","Charyn 3 Tab 500 Mg","Wermar","Antibiótico","7502240450018","","","",""
"MISS","http 404","FC-26462061","Chupon Ternura Ortodontic Miel C3","Ternura","Higiene","7501026462061","","","",""
"MISS","http 404","FC-26462078","Chupón con miel Ternura","Ternura","Cuidado personal","7501026462245","","","",""
"MISS","http 429","FC-9303047","Cicloferon Crema 5% 2 g","Cicloferon","Medicamentos","7501299303047","","","",""
"MISS","http 429","EQ-AVT203","Cidorix 28 Tab 75 Mg","Avitus","Cardiovascular","7502209858183","","","",""
"MISS","http 404","EQ-HIS045","Cifhir 1 Gel 60g/5 %","","Medicamentos","7502213040871","","","",""
"MISS","http 404","FC-88923551","Cilocid","Cilocid","Otro","7502208892355","","","",""
"MISS","http 404","FC-52200809","Cina 750 mg Caja con 7 tabletas Landsteiner","Landsteiner","Antibiótico","7502225092486","","","",""
"MISS","http 429","FC-3CAA7C5C","Cinarizina","ALPHARMA","Otro","7503004908820","","","",""
"MISS","http 429","EQ-LIF064","Cineprac 20 Tab 200 Mg","","Medicamentos","7501836002969","","","",""
"MISS","http 429","EQ-AMS406","Cinitaprida 25 Comp 1 Mg","AMSA","Gastro","7501349027312","","","",""
"MISS","http 404","FC-84500522","Cinta micropore blanca 2.5 cm x 5 m","","Botiquín","7506484500522","","","",""
"MISS","http 404","FC-84500607","Cinta micropore blanca 2.5 cm x 9.1 m","Cintapore","Dispositivo médico","7506484500607","","","",""
"MISS","http 404","FMX-301139","Cintapore cinta microporosa 1.25 cm x 5 m piel","CINTAPORE","Higiene","7506484500539","","","",""
"MISS","http 404","FMX-301135","Cintapore cinta microporosa blanca 1.25 cm x 5 m","Cintapore","Dispositivo médico","7506484500515","","","",""
"MISS","http 404","FC-84500546","Cintapore cinta microporosa piel 2.5 cm x 5m","Cintapore","Dispositivo médico","7506484500546","","","",""
"MISS","http 404","FC-74A5ABEE","Ciprofloxacino","AMSA","Antibiótico","7501349020894","","","",""
"MISS","http 404","FC-E9C38DC4","Ciprofloxacino G.I","AMSA","Antibiótico","7501349021532","","","",""
"MISS","http 404","EQ-AMS407","Ciprofloxacino solución oftálmica 3 mg/mL AMSA","AMSA","Antibiótico","7501349027817","","","",""
"MISS","http 404","EQ-NOV004","Cirulan 20 Tab 10 Mg","","Medicamentos","7501075710786","","","",""
"MISS","http 404","EQ-AMS428","Cisaprida 30 Tab 5 Mg","AMSA","Medicamentos","7501349028326","","","",""
"MISS","http 429","EQ-AMS472","Citalopram 14 Tab 20 Mg","AMSA","Medicamentos","7501349024922","","","",""
"MISS","http 429","FC-5F30F9D4","Clamoxin (Amoxicilina/Clavulánico 500/125 mg)","Clamoxin","Antibiótico","7502009740992","","","",""
"MISS","http 404","FC-6519183A","Clamoxin (Amoxicilina/Clavulánico 500/125 mg)","Clamoxin","Antibiótico","7502009740206","","","",""
"MISS","http 429","FC-F48FF7EF","Clamoxin (Amoxicilina/Clavulánico susp. 250/62.5)","Clamoxin","Antibiótico","7502009740213","","","",""
"MISS","http 404","FC-F22C72BE","Clamoxin 12H (Amoxicilina/Clavulánico)","Clamoxin","Antibiótico","7502009740763","","","",""
"MISS","http 404","FC-516C2E89","Clamoxin 12H Jr (Amoxicilina/Clavulánico susp.)","Clamoxin","Antibiótico","7502009740503","","","",""
"MISS","http 404","FC-DDFBABDF","Clamoxin 12H Ped (Amoxicilina/Clavulánico susp.)","Clamoxin","Antibiótico","7502009740497","","","",""
"MISS","http 404","FC-09745140","Clamoxín S 600 mg / 42.9 mg / 5 mL Frasco 50 mL Maver","Maver","Antibiótico","7502009745140","","","",""
"MISS","http 404","FC-21012303","Claris toallas desmaquillantes aloe C/40","Claris","Higiene","7502221012303","","","",""
"MISS","http 404","FC-41339950","Claritromicina","AMSA","Antibiótico","7501349021686","","","",""
"MISS","http 404","FC-9A4E4C31","Clindamicina","AMSA","Antibiótico","7501349021860","","","",""
"MISS","http 404","FC-CF18C740","Clindamicina","AMSA","Antibiótico","7501349020788","","","",""
"MISS","http 404","EQ-ALP0526","Clioquinol 1 Cma 3% 20 G","","Medicamentos","7503004908677","","","",""
"MISS","http 404","EQ-HIS087","Clofhiven 200 Dosis 50 Mcg/12.80g","Hispanoamericana","Medicamentos","7502213042752","","","",""
"MISS","http 404","EQ-SON220","Clotrimazol 1 Ov 500 Mg","","Medicamentos","7502001164413","","","",""
"MISS","http 404","EQ-SON164","Clotrinazol Dual 3 Ovs 200mg 1cma 10g","","Medicamentos","7502001163485","","","",""
"MISS","http 429","FC-4F737E93","Cloxan","Cloxan","Respiratorio","7501573902706","","","",""
"MISS","http 404","FC-1DA570E3","Cloxan ambroxol 30 mg","Cloxan","Respiratorio","7501573900337","","","",""
"MISS","http 404","FC-09740268","Cobadex Adulto (Ambroxol/Dextrometorfano) 225-225 mg/100 mL","Maver","Respiratorio","7502009740268","","","",""
"MISS","http 404","EQ-BIO212","Colchicina 30 Tab 1 Mg","Biomep","Otro","7501573909958","","","",""
"MISS","http 404","FC-66888171","Colgate Max Clean Frescura y Limpieza","Colgate","Higiene","7509546688817","","","",""
"MISS","http 404","FC-66873531","Colgate Máxima Protección Anticaries","Colgate","Higiene","7509546687353","","","",""
"MISS","http 404","FC-66534951","Colgate Total 65 mL","Colgate","Higiene","7509546653495","","","",""
"MISS","http 404","EQ-COL120","Collicort Hidrocortisona","Collins","Alergia","780083142537","","","",""
"MISS","http 404","FC-83144302","Collifrin Adulto (Oximetazolina) 0.05% extra humectante","Collins","Respiratorio","0780083144302","","","",""
"MISS","http 429","EQ-BIO017","Colpragin 30 Tab 10 Mg","Biomep","Medicamentos","7501573900436","","","",""
"MISS","http 404","FC-80953017","Condones Trojan Fire & Ice","Trojan","Cuidado personal","7501080953017","","","",""
"MISS","http 404","FC-80950139","Condones Trojan Pro-Tech","Trojan","Producto","7501080950139","","","",""
"MISS","http 404","FC-85171118","Condón Sico","Sico","GENERAL","7501685171118","","","",""
"MISS","http 404","FC-85171113","Condón Sico Invisible C/3","Sico","GENERAL","7501685171113","","","",""
"MISS","http 429","FC-58367129","Condón Sico Negro Feel","Sico","GENERAL","7501058367129","","","",""
"MISS","http 404","FC-83683367","Condón Sico Rojo Feel","Sico","GENERAL","7501058368126","","","",""
"MISS","http 404","FC-50608272","Contac Ultra","Contac","Analgésico","75029650608272","","","",""
"MISS","http 404","EQ-DEG011","Convifer C/Hierro 1 Sol 3/2/.1mg/110","Degort's","Suplemento","7501825300175","","","",""
"MISS","http 404","FC-9490651","Corega Ultra Sin Sabor 40 g","Corega","Higiene","7896009490651","","","",""
"MISS","http 404","FC-34064021","Cotonetes Quirmex 100 pzs","Quirmex","Higiene","7503003406402","","","",""
"MISS","http 404","FC-20501765","Crema Grisi aloe vera para manos","Grisi","Cuidado personal","8101205017656","","","",""
"MISS","http 404","FC-36040450","Crema Grisi concha nácar para manos","Grisi","Cuidado personal","0378360404500","","","",""
"MISS","http 404","FC-36041273","Crema Hinds Clasica Rosa","Hinds","Cuidado personal","0378360412734","","","",""
"MISS","http 404","FC-36041259","Crema Hinds Clásica piel seca 90 ml","Hinds","Cuidado personal","037836041259","","","",""
"MISS","http 404","FC-36041389","Crema Hinds Hidratacion Extrema Almendras ch","Hinds","Cuidado personal","037836041389","","","",""
"MISS","http 404","FC-36041297","Crema Hinds Inspiración piel seca 90 ml","Hinds","Cuidado personal","037836041297","","","",""
"MISS","http 404","FC-36041341","Crema Hinds Natural piel seca 90 ml","Hinds","Cuidado personal","037836041341","","","",""
"MISS","http 404","FC-36041402","Crema Hinds hidratación extra almendras","Hinds","Cuidado personal","0378360414028","","","",""
"MISS","http 404","FC-20501673","Crema Hinds líquida agave azul","Hinds","Cuidado personal","8101205016734","","","",""
"MISS","http 404","FC-07528939","Crema Lubriderm Repa Intens","Lubriderm","Cuidado personal","7501007528939","","","",""
"MISS","http 404","FC-35469151","Crema Lubriderm Uv Fps15","Lubriderm","Cuidado personal","7702035469151","","","",""
"MISS","http 404","FC-31244486","Crema Lubriderm piel normal","Lubriderm","Cuidado personal","7702031244486","","","",""
"MISS","http 404","FC-21042481","Crema Manzanilla ricitos de oro 100 ml","Manzanilla","Herbolario","7501022104248","","","",""
"MISS","no_esta","FC-42270027","Crema Nivea Facial 7 en 1","Nivea","Cuidado personal","42270027","","","",""
"MISS","no_esta","FC-54549796","Crema Nivea Milk Nutritiva","Nivea","Cuidado personal","7501054549796","","","",""
"MISS","http 404","FC-54500216","Crema Nivea de Tarro Crist","Nivea","Cuidado personal","7501054500216","","","",""
"MISS","http 404","FC-00701992","Crema Nivea manos antiarrugas","Nivea","Cuidado personal","4005900701992","","","",""
"MISS","http 404","FC-52910971","Crema Para Peinar Fructis Borrador de Daño","Fructis","Cuidado personal","7509552910971","","","",""
"MISS","http 404","FC-52816297","Crema Para Peinar Fructis Oil-Repail L-Coco","Fructis","Cuidado personal","7509552816297","","","",""
"MISS","no_esta","FC-56340117","Crema Para Peinar Sedal Liso Perfecto","Sedal","Otro","7501056340117","","","",""
"MISS","http 404","FC-56340131","Crema Para Peinar Sedal Rizos Definidos","Sedal","Cuidado personal","7501056340131","","","",""
"MISS","http 404","FC-40030963","Crema Teatrical Cel-Ma Nutrit","Teatrical","Cuidado personal","6502400309638","","","",""
"MISS","http 404","FC-40013898","Crema Teatrical Lanol/Ros","Teatrical","Cuidado personal","6502400138986","","","",""
"MISS","http 404","FC-40013850","Crema Teatrical Lanolina","Teatrical","Cuidado personal","6502400138504","","","",""
"MISS","http 404","FC-76000260","Crema Vitacilina amarilla aclaradora","Vitacilina","Cuidado personal","7506376000260","","","",""
"MISS","http 404","FC-76000253","Crema Vitacilina roja antiarrugas","Vitacilina","Cuidado personal","7506376000253","","","",""
"MISS","http 404","FC-20500171","Crema para peinar Pert aceite oliva aguacate","Pert","Cuidado personal","8101205001716","","","",""
"MISS","http 404","FC-56342258","Crema para peinar Sedal reconstructor instantáneo","Sedal","Cuidado personal","7501056342258","","","",""
"MISS","http 429","EQ-EXA042","Cromoglicato Sodio 1 Sol 40 Mg/5 Ml","OPKO","Medicamentos","75053086","","","",""
"MISS","http 429","EQ-MAI163","Crostox 30 Tab 20 Mg","","Medicamentos","0785120755466","","","",""
"MISS","http 404","FC-09747779","Culminax Adulto (Carbocisteína) 375 mg/5 mL","Maver","Medicamentos","7502009747779","","","",""
"MISS","http 429","FC-03476594","Curitas Transpiel","Curitas","Botiquín","7702003476594","","","",""
"MISS","http 429","EQ-SER116","Cyrux 28 Tab 200 Mcg","","Medicamentos","7501258205221","","","",""
"MISS","http 404","FC-53601339","Daclafin subsalicilato bismuto susp. 120 mL","Daclafin","Herbolario","7502253601339","","","",""
"MISS","http 404","EQ-MAV407","Daimant 14 Caps 100 Mg","","Medicamentos","7502009749452","","","",""
"MISS","no_esta","EQ-MAI055","Dalatina 1 Gel 1g/30 G","MAVI","Antibiótico","785118752415","","","",""
"MISS","http 404","FC-54221482","Deeflamox Plus","Deeflamox","Antibiótico","7501385491146","","","",""
"MISS","http 429","FC-29670370","Degortzin","Degortzin","Alergia","7501825304562","","","",""
"MISS","http 404","FC-1FBF5206","Del Viejito Reomatolum","Del Viejito","Antiinflamatorio","7503002045008","","","",""
"MISS","http 404","EQ-DEN074","Delaphil 14 Tab 5 Mg","","Medicamentos","7506476200126","","","",""
"MISS","http 404","FC-2225010","Derman Crema 25 g","Derman","Medicamentos","354312225010","","","",""
"MISS","http 404","FC-12225027","Derman Crema 50 g","Derman","Medicamentos","3543122250276","","","",""
"MISS","http 404","FC-50882024","Dermodine Bucofaríngeo 120 ml","Dermodine","Botiquín","7501250882024","","","",""
"MISS","http 404","FC-50882017","Dermodine Espuma 120 mL","Dermodine","Botiquín","7501250882017","","","",""
"MISS","http 404","FC-50882000","Dermodine solución antiséptica 120 ml","Dermodine","Botiquín","7501250882000","","","",""
"MISS","http 404","FC-60403681","Desenfriol D","Desenfriol","Respiratorio","7502276040368","","","",""
"MISS","http 404","FC-93025919","Desodorante Axe Excite Seco (hombre)","Axe","Higiene","7791293025919","","","",""
"MISS","http 404","FC-06213906","Desodorante Axe Ice Chill 48H (hombre)","Axe","Higiene","7506306213906","","","",""
"MISS","http 404","FC-06244795","Desodorante Axe Intense 48H (Hombre)","Axe","Higiene","7506306244795","","","",""
"MISS","http 404","FC-93025797","Desodorante Axe Men Dark Temp (Hombre)","Axe","Higiene","7791293025797","","","",""
"MISS","http 404","FC-06245686","Desodorante Axe Men Epic-F 48H","Axe","Higiene","7506306245686","","","",""
"MISS","http 404","FC-30622622","Desodorante Axe Men Young (hombre)","Axe","Higiene","7506306226722","","","",""
"MISS","http 404","FC-06226852","Desodorante Axe Wom Anarchy","Axe","Higiene","7506306226852","","","",""
"MISS","http 404","FC-75064938","Desodorante Ego Force 24H roll-on","Ego","Higiene","75064938","","","",""
"MISS","http 404","FC-27286017","Desodorante Obao Classic (Hombre)","Obao","Higiene","7501027286017","","","",""
"MISS","http 404","FC-52933307","Desodorante Obao Game 48Hr","Obao","Higiene","7509552933307","","","",""
"MISS","http 404","FC-52876406","Desodorante Obao Men Tatto Aqua (Hombre)","Obao","Higiene","7509552876406","","","",""
"MISS","http 404","FC-55280956","Desodorante Obao Men Tattoo Rebel (Hombre)","Obao","Higiene","7509552780956","","","",""
"MISS","http 404","FC-27250612","Desodorante Obao Piel Delicada","Obao","Higiene","7501027250612","","","",""
"MISS","http 404","FC-52844825","Desodorante Obao Ritual Natural Coco (Mujer)","Obao","Higiene","7509552844825","","","",""
"MISS","http 404","FC-76040436","Desodorante Para Pies Mexsana","Mexsana","Higiene","7502276040436","","","",""
"MISS","http 404","FC-93037806","Desodorante Rexona Men Marine (hombre)","Rexona","Higiene","7791293037806","","","",""
"MISS","http 404","FC-93038223","Desodorante Rexona Men Sport","Rexona","Higiene","7791293038223","","","",""
"MISS","http 404","FC-75062927","Desodorante Rexona Pom-Dry 48 H","Rexona","Higiene","75062927","","","",""
"MISS","http 404","FC-46682815","Desodorante Speed Stick sensitive protect","Speed Stick","Higiene","7509546682815","","","",""
"MISS","http 429","FC-27875568","Desrotan fexofenadina 180 mg C/10","Raam","Alergia","7502227875568","","","",""
"MISS","http 429","FC-11788928","Desyn-N (Lidocaína/Hidrocortisona) 60/5 mg","Loeffler","Medicamentos","7502211788928","","","",""
"MISS","http 404","EQ-AMS288","Dexam/Neomi 1 Gotas 1/3.5mg/5 Ml","AMSA","Medicamentos","7501349029712","","","",""
"MISS","http 404","EQ-AMS253","Dexametasona 1 Fa 8mg/2 Ml","AMSA","Antiinflamatorio","7501349027329","","","",""
"MISS","http 429","EQ-BEA342","Dexametasona 20 Tab 0.5 Mg","beadvance","Medicamentos","7501342803418","","","",""
"MISS","http 429","EQ-BEA313","Dexametasona 20 Tab 1 Mg","beadvance","Antiinflamatorio","7501342803067","","","",""
"MISS","http 429","EQ-SON214","Dexametasona/Ciprofloxacino Sol","SON'S","Antibiótico","7502001164338","","","",""
"MISS","http 429","EQ-ALP0633","Dexketoprofeno 10 Tab 25 Mg","Alpharma","Medicamentos","7502226295954","","","",""
"MISS","http 404","EQ-OFF008","Dexne Nasal 1 Got 10 Ml","Offenbach","Respiratorio","7502004401409","","","",""
"MISS","http 429","EQ-OFF010","Dexne Oftálmico 1 Got 5 Ml","Offenbach","Otro","7502004401454","","","",""
"MISS","http 404","EQ-OFF009","Dexne Otico 1 Got 1/3.5/15/10 Ml","Offenbach","Medicamentos","7502004401508","","","",""
"MISS","http 429","FC-09749421","Dexpantenol crema 5% 30 g (Maver Tattoo)","Maver","Medicamentos","7502009749421","","","",""
"MISS","http 404","EQ-RAD092","Dextrometorfano 1 Jbe 300 Mg/120 Ml","Randall","Respiratorio","7501563380408","","","",""
"MISS","http 429","FC-8910003","Dibar algodon plisado absorbente 100 g","Dibar","Botiquín","7501868910003","","","",""
"MISS","http 404","FC-68910034","Dibar algodón 50 g","Dibar","Botiquín","7501868910034","","","",""
"MISS","http 404","FC-0211225","Dibenel cápsulas vitaminas omega 3 C/30","Dibenel","Vitaminas","7501590211225","","","",""
"MISS","http 404","FMX-502473","Dibenel-Max Capsulas C/30","CMD","Suplemento","7501590282829","","","",""
"MISS","http 429","EQ-SON039","Dicleophen 12 Caps 500 Mg","SON'S","Antibiótico","7502001163782","","","",""
"MISS","http 429","EQ-AMS362","Diclofenaco 2 Fa 75mg/3 Ml","AMSA","Antiinflamatorio","7501349025929","","","",""
"MISS","http 404","EQ-ULT103","Diclofenaco 20 Tab 100 Mg","Ultra","Analgésico","7502216802919","","","",""
"MISS","http 429","FMX-505289","Diclofenaco/Complejo-B-Ultra Grageas C/30","ULTRA","Analgésico","7502216790865","","","",""
"MISS","http 429","FC-27424995","Difenhidramina 25 mg","Gelpharma","Medicamentos","7502227424995","","","",""
"MISS","http 429","EQ-JAY263","Diflosensi 28 Tab 10 Mg","","Medicamentos","7506022331502","","","",""
"MISS","http 404","FC-EADF1484","Diosmina Hesperidina","beadvance","Otro","7501342804484","","","",""
"MISS","http 404","FC-11788690","Diotexona (Dimeticona) 10 g/100 mL pediátrico","Loeffler / Russek","Gastro","7502211788690","","","",""
"MISS","http 429","EQ-BRL053","Direpasid (Metoclopramida) 20 Tab 10 Mg","","Gastro","7502208892638","","","",""
"MISS","http 404","EQ-SON160","Disons Dex 1 Fa 5/2 Mg","SON'S","Antiinflamatorio","7502001164833","","","",""
"MISS","http 404","FC-830BF3FB","Diviltac","Diviltac","Otro","7502001165311","","","",""
