linea,folio,fecha,proveedor,ean,descripcion_ticket,cantidad,precio_unitario,subtotal,lote,caducidad,sku_farmacapital,total_ticket,match
1,6089876570,2026-09-09,Nadro,7702031244486,CRA LUBRIDERM P/NORMAL 120ML,2,28.07,56.14,,,FC-31244486,426.83,catalogo
2,6089876570,2026-09-09,Nadro,7502208892638,DIRPASID 10 MG 20 TAB LGEN,2,7.88,15.76,5101502,2027-11-30,EQ-BRL053,426.83,catalogo
3,6089876570,2026-09-09,Nadro,7503005405168,ESTROPAJO F-CLEAN CLASICA SAL C/1,3,7.53,22.59,,,FC-05405168,426.83,renombrar_saluk
4,6089876570,2026-09-09,Nadro,7501563310269,METOCLOPRAMIDA 10MG 20 TAB LGEN,4,6.88,27.52,31683,2028-07-31,FC-63310269,426.83,alta_nueva
5,6089876570,2026-09-09,Nadro,7702003477270,PARCHE CURITAS EL GALLO C/6,2,54.34,108.68,,,FC-03477270,426.83,alta_nueva
6,6089876570,2026-09-09,Nadro,7501836010087,REALDRAX-MXD 20/400MG 10TAB LGEN,3,40.34,121.02,28A159,2029-02-28,EQ-LIF153,426.83,catalogo
7,6089876570,2026-09-09,Nadro,650240032295,SUEROX 8IONES MORA AZUL HIERB 630ML,2,12.14,24.28,,,FC-40032295,426.83,catalogo
8,6089876570,2026-09-09,Nadro,7501361111501,TCO DESOD ODOLEX 150 G,1,13.64,13.64,,,FC-61111501,426.83,catalogo
